layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,4.8758794386e-05,1.0642513771e+01,3.4747911025e+08,6.8175401430e-01
1,2,"Layer 2",6.00000000,1.3661131939e-04,3.1336510442e+01,2.8429771196e+08,5.5779211087e-01
2,3,"Layer 3",10.00000000,2.3765447592e-04,4.9692996832e+01,2.3882765904e+08,4.6857986704e-01
3,4,"Layer 4",14.00000000,3.1602387982e-04,6.3690495036e+01,2.1725215308e+08,4.2624872435e-01
4,5,"Layer 5",18.00000000,3.4128653401e-04,7.1468334704e+01,2.1421912947e+08,4.2029793203e-01
