layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,4.6659780697e-05,9.7409771625e+00,3.3415848261e+08,6.5561894288e-01
1,2,"Layer 2",6.00000000,1.3424119117e-04,2.8380190471e+01,2.6447517362e+08,5.1890029065e-01
2,3,"Layer 3",10.00000000,2.3728490249e-04,4.5341843803e+01,2.2171796173e+08,4.3501064092e-01
3,4,"Layer 4",14.00000000,3.1692551780e-04,5.7820848437e+01,1.9752959870e+08,3.8755307264e-01
4,5,"Layer 5",18.00000000,3.3192317698e-04,6.3936304036e+01,1.9606069266e+08,3.8467107900e-01
