layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,5.5429317240e-05,1.2677825254e+01,3.6264687412e+08,7.1151316703e-01
1,2,"Layer 2",6.00000000,1.4732916628e-04,3.6836070388e+01,3.0890386589e+08,6.0606938488e-01
2,3,"Layer 3",10.00000000,2.6086547102e-04,5.8071390594e+01,2.5486410364e+08,5.0004337134e-01
3,4,"Layer 4",14.00000000,3.4675416800e-04,7.4534744640e+01,2.3198483970e+08,4.5515425548e-01
4,5,"Layer 5",18.00000000,3.6115422682e-04,8.2971162442e+01,2.3338573921e+08,4.5790282032e-01
