layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,5.2470733740e-05,1.2953297568e+01,3.8859081530e+08,7.6241517963e-01
1,2,"Layer 2",6.00000000,1.5140332367e-04,3.8716570346e+01,3.3443575548e+08,6.5616295226e-01
2,3,"Layer 3",10.00000000,1.9504865817e-04,5.4472189649e+01,3.1761322340e+08,6.2315714432e-01
3,4,"Layer 4",14.00000000,3.5863668121e-04,7.9422729477e+01,2.3657778077e+08,4.6416560588e-01
4,5,"Layer 5",18.00000000,3.8757812645e-04,8.1193341933e+01,2.4125734116e+08,4.7334690336e-01
