layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,3.0550502422e-04,4.7834969553e+01,2.6332858080e+08,5.1665067553e-01
1,2,"Layer 2",6.00000000,1.1583013195e-03,1.4296666839e+02,1.6883323086e+08,3.3125079894e-01
2,3,"Layer 3",10.00000000,2.3754227089e-03,2.3248887941e+02,1.2093118637e+08,2.3726698766e-01
3,4,"Layer 4",14.00000000,3.4348670585e-03,2.9856639648e+02,9.5006970539e+07,1.8640367620e-01
4,5,"Layer 5",18.00000000,3.0052600547e-03,3.1327923083e+02,1.0799045046e+08,2.1187726380e-01
