layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,4.8930984923e-05,1.0651191280e+01,3.4657691045e+08,6.7998389830e-01
1,2,"Layer 2",6.00000000,1.3721118925e-04,3.1386616131e+01,2.8355909989e+08,5.5634295399e-01
2,3,"Layer 3",10.00000000,2.3865778921e-04,4.9812544187e+01,2.3837599436e+08,4.6769370093e-01
3,4,"Layer 4",14.00000000,3.1782511715e-04,6.3774880546e+01,2.1646703913e+08,4.2470833078e-01
4,5,"Layer 5",18.00000000,3.4368565576e-04,7.1744738544e+01,2.1359708011e+08,4.1907747118e-01
