layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,5.1206189516e-05,1.2138509536e+01,3.7267358461e+08,7.3118557301e-01
1,2,"Layer 2",6.00000000,1.3924999239e-04,3.5597518841e+01,3.1425074234e+08,6.1655995647e-01
2,3,"Layer 3",10.00000000,2.3971310603e-04,5.6558660754e+01,2.6840056624e+08,5.2660191097e-01
3,4,"Layer 4",14.00000000,3.1853940398e-04,7.2887660428e+01,2.4656911623e+08,4.8376860605e-01
4,5,"Layer 5",18.00000000,3.4788098139e-04,8.2164256300e+01,2.4293226113e+08,4.7663309634e-01
