layer,z_mid_m,sw_gamma_max,ref_gamma_max,gamma_max_pct_diff,sw_tau_peak_kpa,ref_tau_peak_kpa,tau_peak_pct_diff,sw_secant_g_over_gmax,ref_secant_g_over_gmax,secant_g_over_gmax_pct_diff,stress_path_nrmse,loop_energy_pct_diff
1,2.0,5.2613844726e-05,2.9259805780019977e-05,79.81611061112135,12.149672531,12.1,0.4105167851239717,0.71819485525,0.8113587690390948,-11.482456016273817,0.3145311558872239,179.2609836335535
2,6.0,0.00014091288657,0.00010238136840577661,37.63528341554122,35.856638001,36.1,-0.6741329612188396,0.61294332608,0.6918075144227482,-11.399729939122354,,
3,10.0,0.00024623216913,0.0001855473392878404,32.70584750774517,57.716735713,57.6,0.20266616840277268,0.52609430795,0.6090693643668219,-13.623252337290243,,
4,14.0,0.00032885641188,0.0002599749714841779,26.495412232409546,74.829244543,74.7,0.1730181298527425,0.48261851657,0.5637519610572196,-14.39169175306598,,
5,18.0,0.00035796849774,0.000301760267240939,18.626783112629543,84.280374656,84.9,-0.7298296160188448,0.47440506113,0.5520070668117482,-14.05815438739897,,
