layer,z_mid_m,sw_gamma_max,ref_gamma_max,gamma_max_pct_diff,sw_tau_peak_kpa,ref_tau_peak_kpa,tau_peak_pct_diff,sw_secant_g_over_gmax,ref_secant_g_over_gmax,secant_g_over_gmax_pct_diff,stress_path_nrmse,loop_energy_pct_diff
1,2.0,5.0594742787e-05,2.9259805780019977e-05,72.91551135841291,11.701681741,12.1,-3.291886438016528,0.71900459138,0.8113587690390948,-11.382656006598825,0.3153567486598045,147.26135398031406
2,6.0,0.00013969636921,0.00010238136840577661,36.4470619852723,34.385208322,36.1,-4.750115451523558,0.59700585833,0.6918075144227482,-13.703473020505106,,
3,10.0,0.00024075647217,0.0001855473392878404,29.75474242533514,54.763981408,57.6,-4.923643388888892,0.50891383999,0.6090693643668219,-16.4440259576907,,
4,14.0,0.00031912691008,0.0002599749714841779,22.752935891531433,70.410256192,74.7,-5.742628926372151,0.46650700036,0.5637519610572196,-17.24960042974457,,
5,18.0,0.00034732764112,0.000301760267240939,15.100521448928184,79.435174341,84.9,-6.436779339222612,0.46037933042,0.5520070668117482,-16.59901510336934,,
