layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,4.9597504434e-05,1.1205281650e+01,3.5859345803e+08,7.0356036465e-01
1,2,"Layer 2",6.00000000,1.3814129106e-04,3.2988443950e+01,2.9599326183e+08,5.8073877970e-01
2,3,"Layer 3",10.00000000,2.3898710214e-04,5.2429839937e+01,2.5113439273e+08,4.9272567854e-01
3,4,"Layer 4",14.00000000,3.2120866413e-04,6.7615309041e+01,2.2810075050e+08,4.4753367248e-01
4,5,"Layer 5",18.00000000,3.4657474868e-04,7.6068535706e+01,2.2479356524e+08,4.4104497499e-01
