depth_m,gamma_max_a,gamma_max_b,gamma_max_diff,gamma_max_ratio_b_over_a,pga_g_a,pga_g_b,pga_g_diff,pga_g_ratio_b_over_a,max_displacement_m_a,max_displacement_m_b,max_displacement_m_diff,max_displacement_m_ratio_b_over_a,max_strain_pct_a,max_strain_pct_b,max_strain_pct_diff,max_strain_pct_ratio_b_over_a,max_stress_ratio_a,max_stress_ratio_b,max_stress_ratio_diff,max_stress_ratio_ratio_b_over_a,effective_stress_kpa_a,effective_stress_kpa_b,effective_stress_kpa_diff,effective_stress_kpa_ratio_b_over_a,tau_peak_kpa_a,tau_peak_kpa_b,tau_peak_kpa_diff,tau_peak_kpa_ratio_b_over_a,secant_g_over_gmax_a,secant_g_over_gmax_b,secant_g_over_gmax_diff,secant_g_over_gmax_ratio_b_over_a
2.0,5.584741845877537e-05,2.9259805780019977e-05,-2.6587612678755394e-05,0.523924052131766,0.5069620690623701,0.3074536789233513,-0.19950839013901878,0.606462884870241,0.007664623427635184,0.004715434738700916,-0.0029491886889342683,0.615220667162744,0.005584741845877537,0.0029259805780019977,-0.0026587612678755394,0.523924052131766,1.001818851852742,0.5950748983354827,-0.40674395351725934,0.5939945103198688,20.38,20.38,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
6.0,0.0002161367687372117,0.00010238136840577661,-0.0001137554003314351,0.47368788292683434,0.49234519975879915,0.30177225242213074,-0.1905729473366684,0.6129281905662318,0.00744239642320793,0.004660948359449364,-0.002781448063758566,0.6262698322431385,0.02161367687372117,0.010238136840577661,-0.011375540033143509,0.4736878829268344,0.9728551873508811,0.5897631528359648,-0.38309203451491625,0.6062188499420049,61.14,61.14,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
10.0,0.0004149935237441754,0.0001855473392878404,-0.000229446184456335,0.447108999711094,0.4285666103523375,0.2720211695419406,-0.1565454408103969,0.6347231981472001,0.006579046963529039,0.004487606942373282,-0.0020914400211557577,0.6821059292098598,0.04149935237441754,0.01855473392878404,-0.022944618445633502,0.44710899971109397,0.9166178205125458,0.5651134723940591,-0.35150434811848674,0.616520276769291,101.9,101.9,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
14.0,0.0005816889564633517,0.0002599749714841779,-0.0003217139849791738,0.4469312483854198,0.32279727801656954,0.21807773157533167,-0.10471954644123788,0.6755872692462341,0.004919072868552338,0.004218624815143988,-0.00070044805340835,0.8576056764911293,0.05816889564633517,0.025997497148417786,-0.032171398497917385,0.44693124838541975,0.8279510447075094,0.5237881108053706,-0.3041629339021388,0.6326317409145965,142.66,142.66,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
18.0,0.0006483253854254134,0.000301760267240939,-0.00034656511818447443,0.46544570677721053,0.17513227268719503,0.14265107561942297,-0.032481197067772055,0.8145333434587071,0.0025933015417016537,0.003911043416148974,0.0013177418744473204,1.508132915998135,0.06483253854254134,0.0301760267240939,-0.034656511818447436,0.4654457067772106,0.7116486541771494,0.4628214418020889,-0.2488272123750605,0.6503510392178435,183.42,183.42,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
