layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,4.6034659756e-05,1.0184234891e+01,3.4900721276e+08,6.8475215143e-01
1,2,"Layer 2",6.00000000,1.3483658536e-04,2.9899238034e+01,2.7446672714e+08,5.3850371864e-01
2,3,"Layer 3",10.00000000,2.3857312262e-04,4.7250258865e+01,2.2484387463e+08,4.4114368202e-01
3,4,"Layer 4",14.00000000,3.0721565363e-04,5.9983347014e+01,2.0865958758e+08,4.0939011084e-01
4,5,"Layer 5",18.00000000,3.2202118994e-04,6.6009620977e+01,2.0822936506e+08,4.0854601425e-01
