layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,5.2613844726e-05,1.2149672531e+01,3.6605242368e+08,7.1819485525e-01
1,2,"Layer 2",6.00000000,1.4091288657e-04,3.5856638001e+01,3.1240740371e+08,6.1294332608e-01
2,3,"Layer 3",10.00000000,2.4623216913e-04,5.7716735713e+01,2.6814184911e+08,5.2609430795e-01
3,4,"Layer 4",14.00000000,3.2885641188e-04,7.4829244543e+01,2.4598293403e+08,4.8261851657e-01
4,5,"Layer 5",18.00000000,3.5796849774e-04,8.4280374656e+01,2.4179666724e+08,4.7440506113e-01
