layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,5.0594742787e-05,1.1701681741e+01,3.6646513322e+08,7.1900459138e-01
1,2,"Layer 2",6.00000000,1.3969636921e-04,3.4385208322e+01,3.0428433146e+08,5.9700585833e-01
2,3,"Layer 3",10.00000000,2.4075647217e-04,5.4763981408e+01,2.5938523954e+08,5.0891383999e-01
3,4,"Layer 4",14.00000000,3.1912691008e-04,7.0410256192e+01,2.3777115207e+08,4.6650700036e-01
4,5,"Layer 5",18.00000000,3.4732764112e-04,7.9435174341e+01,2.3464797677e+08,4.6037933042e-01
