layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,5.4230978550e-05,1.2218458691e+01,3.5861362637e+08,7.0359993493e-01
1,2,"Layer 2",6.00000000,1.4583535882e-04,3.5199541902e+01,2.9955880632e+08,5.8773437801e-01
2,3,"Layer 3",10.00000000,2.5821684063e-04,5.5537533661e+01,2.4520834914e+08,4.8109878101e-01
3,4,"Layer 4",14.00000000,3.3475912958e-04,7.0628199826e+01,2.2617541001e+08,4.4375615444e-01
4,5,"Layer 5",18.00000000,3.5400666283e-04,7.8431316104e+01,2.2605310234e+08,4.4351618679e-01
