layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,5.6201801716e-05,1.3156078458e+01,3.7178569551e+08,7.2944353458e-01
1,2,"Layer 2",6.00000000,1.4855658277e-04,3.8377766036e+01,3.1774732699e+08,6.2342025555e-01
2,3,"Layer 3",10.00000000,2.6018041392e-04,6.0657774708e+01,2.6604026601e+08,5.2197100191e-01
3,4,"Layer 4",14.00000000,3.4582056050e-04,7.7750648755e+01,2.4250870790e+08,4.7580208490e-01
4,5,"Layer 5",18.00000000,3.6370932263e-04,8.7044989963e+01,2.4277727997e+08,4.7632902330e-01
