layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,4.9696347764e-05,1.1099018832e+01,3.5511676116e+08,6.9673908540e-01
1,2,"Layer 2",6.00000000,1.3941020934e-04,3.2902575928e+01,2.9313660628e+08,5.7513402152e-01
2,3,"Layer 3",10.00000000,2.4533059166e-04,5.2315901585e+01,2.4626876431e+08,4.8317931558e-01
3,4,"Layer 4",14.00000000,3.2790316985e-04,6.7209405826e+01,2.2159027068e+08,4.3476011107e-01
4,5,"Layer 5",18.00000000,3.5207869834e-04,7.5239965942e+01,2.1855130229e+08,4.2879765510e-01
