layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,4.2083028527e-05,1.0695728084e+01,3.9592375855e+08,7.7680241428e-01
1,2,"Layer 2",6.00000000,1.2914574476e-04,3.3411225857e+01,3.1866606127e+08,6.2522281221e-01
2,3,"Layer 3",10.00000000,1.8791761508e-04,5.2005047728e+01,3.2260282625e+08,6.3294674510e-01
3,4,"Layer 4",14.00000000,3.7777469809e-04,6.5700212046e+01,2.2378074978e+08,4.3905783106e-01
4,5,"Layer 5",18.00000000,3.9519668464e-04,9.9353215309e+01,2.5302499504e+08,4.9643504026e-01
