layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,5.3043801431e-05,1.2338952877e+01,3.6829078158e+08,7.2258651346e-01
1,2,"Layer 2",6.00000000,1.4200232360e-04,3.6422434432e+01,3.1729737599e+08,6.2253745170e-01
2,3,"Layer 3",10.00000000,2.4613670916e-04,5.8914239499e+01,2.7399349902e+08,5.3757524508e-01
3,4,"Layer 4",14.00000000,3.2768442551e-04,7.6683824332e+01,2.5272395580e+08,4.9584440127e-01
4,5,"Layer 5",18.00000000,3.6135048041e-04,8.6562205724e+01,2.4720792924e+08,4.8502195716e-01
