time_s,acc_m_s2
0.0,1.3780003695671933e-06
0.005,1.7980013904410299e-06
0.01,1.752188519182153e-06
0.015,2.4304889292493507e-06
0.02,2.4271019500720424e-06
0.025,3.6818125737482437e-06
0.03,4.011447927905991e-06
0.035,7.307010055621708e-06
0.04,1.1933476699439551e-05
0.045,4.607793928832376e-05
0.05,6.920481824903184e-05
0.055,7.33241077183428e-05
0.06,8.040211713931757e-05
0.065,8.446203082194906e-05
0.07,9.023265028721893e-05
0.075,9.382707169889138e-05
0.08,9.926034253686136e-05
0.085,0.00010329733712955525
0.09,0.00010839065101574432
0.095,0.00011240958342894485
0.1,0.00011775211423129605
0.105,0.000121324861642631
0.11,0.0001252450454022228
0.115,0.00012847025283309668
0.12,0.00013294778058768977
0.125,0.00013635317039857714
0.13,0.00014038424330306228
0.135,0.00014097697034536925
0.14,0.0001381547391079558
0.145,0.0001350476245744233
0.15,0.00013562559417639068
0.155,0.00013735136304138005
0.16,0.00014000535113828765
0.165,0.00014182969239321001
0.17,0.00014452869600458588
0.175,0.00014688337099904574
0.18,0.00015095997650387864
0.185,0.00015637046834612216
0.19,0.0001601001517715495
0.195,0.00016047441158353223
0.2,0.00016493594310528062
0.205,0.00016846634627565153
0.21,0.00016822657990664785
0.215,0.00016810387620784753
0.22,0.00017365593588639143
0.225,0.00018317034428878544
0.23,0.00018901249991642332
0.235,0.00018966554246541072
0.24,0.00019652025575227086
0.245,0.00020212656519355782
0.25,0.00020094508326537732
0.255,0.0002003051706786889
0.26,0.00020851635389749254
0.265,0.00022582776485329385
0.27,0.00024646514798262677
0.275,0.0002623759113475273
0.28,0.000262880008360005
0.28500000000000003,0.0002436545859493233
0.29,0.00023007808790486737
0.295,0.00023869194656114912
0.3,0.000247798407149752
0.305,0.000240799837980399
0.31,0.00023519746188185577
0.315,0.00023898519406829989
0.32,0.00025036649635832637
0.325,0.0002706432068698969
0.33,0.00028890501130028585
0.335,0.0002813366703279628
0.34,0.0002677038938041054
0.345,0.00028261189965432277
0.35,0.00031245190638904134
0.355,0.0003163044229089705
0.36,0.0002828534894602247
0.365,0.00023681069211564762
0.37,0.00022879670916442228
0.375,0.0002569079131421626
0.38,0.00028163087632302125
0.385,0.00030003274881725044
0.39,0.0003455582280344701
0.395,0.00037736999099355004
0.4,0.00034677120750058546
0.405,0.00030617219776297994
0.41,0.0003157737429071188
0.415,0.00032762470236187097
0.42,0.0002971803746921915
0.425,0.0002530572716569743
0.43,0.0002444412950627492
0.435,0.0002557781525673407
0.44,0.0002725002874978401
0.445,0.0003096996725696589
0.45,0.0003686341146695745
0.455,0.00041297027141511214
0.46,0.0003991242134923222
0.465,0.00036843439568145787
0.47,0.0003940955290874924
0.475,0.00044914964433862627
0.48,0.0004671681736990296
0.485,0.0004455271908397019
0.49,0.0004140296750646988
0.495,0.00042140998865076057
0.5,0.00045600029440424705
0.505,0.0004553680577766988
0.51,0.0004668372068018176
0.515,0.0005288566060670882
0.52,0.0005258772384825543
0.525,0.0004526362397244897
0.53,0.00045251191463405226
0.535,0.0005186615699760973
0.54,0.0005329193881420994
0.545,0.0004639488953805382
0.55,0.0004217662929461961
0.555,0.00050410669147319
0.56,0.0005740784830750764
0.5650000000000001,0.0004961324202077657
0.5700000000000001,0.00040015862076282034
0.5750000000000001,0.0004372255424711366
0.58,0.0005345791606198513
0.585,0.000552509526920673
0.59,0.000487274510176323
0.595,0.00044788636459874745
0.6,0.0004348629701548581
0.605,0.0003899955884668385
0.61,0.00035369891332464226
0.615,0.0003554840177771478
0.62,0.0003542172244532442
0.625,0.0003079382071531955
0.63,0.00032043995649222147
0.635,0.00046221686766979733
0.64,0.0006037634991986272
0.645,0.0006310033025404527
0.65,0.0005852161514541613
0.655,0.0005322512857534786
0.66,0.0005484741392440436
0.665,0.0006172831818140607
0.67,0.0006280751992198861
0.675,0.0005373603503754409
0.68,0.00045904290245336085
0.685,0.0005014371157147831
0.69,0.0005465076565539462
0.695,0.0005292796277227862
0.7,0.0005764945807643435
0.705,0.0006641933474074153
0.71,0.0006350759055439347
0.715,0.0005521108596754702
0.72,0.0005957338670747304
0.725,0.0006810235109053298
0.73,0.0006138798027371279
0.735,0.0004892327990840297
0.74,0.0005036792696740839
0.745,0.0005476977261606447
0.75,0.00049692612726419
0.755,0.00046476371083417926
0.76,0.0005656061210395569
0.765,0.0006863594063005739
0.77,0.0006690050286220414
0.775,0.0006358422876051485
0.78,0.0006672864070031625
0.785,0.0005956080212303238
0.79,0.00041591601577431226
0.795,0.00040765682854934524
0.8,0.0005238812793903972
0.805,0.0005332514733259747
0.81,0.0005059818155231943
0.815,0.0006082583128308203
0.82,0.0007753581542199987
0.825,0.0008504463406220018
0.83,0.0008448931449223996
0.835,0.0008390850616094596
0.84,0.0008555487207751265
0.845,0.0008624648125900192
0.85,0.000839150843122905
0.855,0.0007427836131004063
0.86,0.0005132647805923042
0.865,0.0003492832595445682
0.87,0.000401397665758857
0.875,0.000508474265764343
0.88,0.0005846839826141629
0.885,0.0007155137796969325
0.89,0.0008683988125626443
0.895,0.0009163823032533275
0.9,0.0008513817372378002
0.905,0.0006873228786060943
0.91,0.0005446242637546054
0.915,0.0005589523251703626
0.92,0.0005694786831674093
0.925,0.0004258216543629391
0.93,0.00024066819338691058
0.935,0.00022903700642580848
0.94,0.00040831175667724356
0.945,0.0006001893138224642
0.95,0.0006078914518487764
0.955,0.00045193012989441127
0.96,0.00048500388779477093
0.965,0.0006257228686010982
0.97,0.0005953631964326978
