layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,5.1193688504e-05,1.1697499898e+01,3.6228847950e+08,7.1080999678e-01
1,2,"Layer 2",6.00000000,1.4146059789e-04,3.4510240976e+01,3.0285467649e+08,5.9420087528e-01
2,3,"Layer 3",10.00000000,2.4319795236e-04,5.4932487120e+01,2.5856380651e+08,5.0730218838e-01
3,4,"Layer 4",14.00000000,3.3134253212e-04,7.0864899520e+01,2.3123701149e+08,4.5368701655e-01
4,5,"Layer 5",18.00000000,3.5644231357e-04,7.9459585447e+01,2.2844430067e+08,4.4820771791e-01
