gamma,ref_tau_env_kpa,sw_tau_env_kpa,backbone_tau_kpa,ref_secant_g_over_gmax,sw_secant_g_over_gmax,backbone_secant_g_over_gmax,backbone_tangent_g_over_gmax
1.0096556014339156e-12,5.146052965774576e-07,5.146052881005023e-07,5.146053005345436e-07,0.9999999825423754,0.9999999660696434,0.9999999902319309,0.5000036456288661
1.4552623896156826e-12,7.251774254962689e-07,7.417239290661919e-07,7.417239441102167e-07,0.9776917946852448,0.9999999639721928,0.9999999842547045,0.5000259217943653
2.09753565435803e-12,1.02868458088831e-06,1.069080322383468e-06,1.0690803391608505e-06,0.962214457410186,0.9999999625169896,0.9999999782102744,0.5000580294423244
3.0232732273559842e-12,1.425553606052873e-06,1.5409139322978836e-06,1.540913948188566e-06,0.925135091129795,0.9999999615073754,0.9999999718198798,0.5001043076489025
4.357580758285069e-12,2.2209890780141327e-06,2.238828805285848e-06,2.2209890968386827e-06,0.9999999490354862,1.0080322831604578,0.9999999575112366,0.5001710105258341
6.280778691505442e-12,3.2730607538917337e-06,3.2932766203931234e-06,3.2012122160945024e-06,1.0224441049717021,1.0287591706198618,0.9999999404891856,0.500267152402594
9.052771058038527e-12,4.6526832298112504e-06,4.813100058166093e-06,4.6140521714932026e-06,1.0083723939704992,1.0431394075949985,0.9999999149441623,0.5004057260418046
1.304816932016706e-11,6.576789003832494e-06,7.003690478014517e-06,6.650442316854934e-06,0.9889249292884608,1.0531163622084745,0.9999998774630384,0.5006054584982678
1.8806917960945044e-11,9.549679534571067e-06,9.621669291591961e-06,9.585583486819488e-06,0.9962542047477065,1.0037644146841966,0.999999823987081,0.5008933419152912
2.710726344139671e-11,1.39547125610166e-05,1.3813349818355425e-05,1.381613495494274e-05,1.0100298720626106,0.9997981605701537,0.9999997463168083,0.501308281280582
3.907092766646789e-11,1.9954693454773095e-05,1.990732972980358e-05,1.9913819406477248e-05,1.0020521800575743,0.9996737459328449,0.9999996339086965,0.5019063520849252
5.631469926938951e-11,2.8481141332203093e-05,2.8699166868596683e-05,2.8702686040508243e-05,0.9922808710996115,0.9998768647661286,0.9999994724569238,0.5027683784116649
8.116892900199889e-11,4.1466410799560275e-05,4.135957205899168e-05,4.1370472953896145e-05,1.0023182311038865,0.9997357452944029,0.9999992396621915,0.5040108555464214
1.169924570459841e-10,5.9625308669393924e-05,5.948242472359508e-05,5.962911812836987e-05,0.9999350182678096,0.9975388099438451,0.999998904082671,0.5058016931476631
1.6862653202334738e-10,8.582417966649205e-05,8.541883919504576e-05,8.594610958728962e-05,0.9985797438759333,0.9938635346941819,0.9999984204022221,0.5083829064549689
2.4304906504395175e-10,0.00012381643189399654,0.00012361063419820685,0.0001238779376415489,0.9995012216511456,0.9978399312617497,0.9999977233583648,0.5121033218175085
3.5031763572389574e-10,0.00017854071681988286,0.00017808294157837065,0.00017855070793153853,0.9999407619727231,0.9973769315369364,0.9999967185073437,0.5174657160167391
5.049286895096186e-10,0.00025720995798621634,0.01807866741317139,0.00025735285696991606,0.9994400080967787,70.24822696315381,0.9999952702745888,0.5251947589189854
7.277766103983471e-10,0.0003710010380715348,0.01807866741317139,0.00037093356517391504,1.0001750818492259,48.73795705177291,0.999993182867891,0.5363349394641496
1.0489774212618197e-09,0.0005345373132344748,0.05623160537286238,0.0005346417546535489,0.9997948277231564,105.17519883910616,0.9999901742181626,0.5523917049090227
1.5119387111311754e-09,0.3374669530985716,0.05623160537286238,0.0007706000564759268,437.92129390426845,72.97015946923052,0.9999858377720025,0.5755348789221535
2.1792258058969652e-09,0.3374669530985716,0.05623160537286238,0.001110693853234035,303.8281553434491,50.62642364109422,0.9999795875741198,0.6088918317681125
3.141016946073308e-09,0.3390881487059889,0.05623160537286238,0.0016008789805311923,211.80749860981345,35.1244233167438,0.9999705791467886,0.6569699867275067
4.527290117812692e-09,0.3390881487059889,0.1522051469588357,0.002307389488374784,146.95125011344544,65.96142243442124,0.9999575954195214,0.726265687552832
6.52538848491969e-09,0.3390881487059889,0.1522051469588357,0.0033256828346927745,101.95422754925994,45.76378810768979,0.9999388824966811,0.8261415578354367
9.405338242315922e-09,0.3390881487059889,0.1522051469588357,0.004793328149693236,70.73546163875176,31.750744975939476,0.9999119130187,0.9700906034601047
