period_s,psa_m_s2
0.01,3.020466911704044
0.010641199976623413,3.021169157145372
0.011323499960673484,3.022423121251025
0.012049500069254503,3.021355624562567
0.012822099966348397,3.0212708867612084
0.013644200058629128,3.0204293075548208
0.014518999977161615,3.0220030839105134
0.0154500000224025,3.0233371758033867
0.01644059992340982,3.026062757381649
0.017494699849470354,3.030078442827614
0.018616499915574174,3.028203641765437
0.019810099985338545,3.031151481876362
0.021080300027478172,3.0337801696225277
0.022431900171942756,3.0269946973482527
0.023870200153299197,3.025659771376946
0.025400699850242552,3.026808317027538
0.027029299679764963,3.0518920199846384
0.02876240022575033,3.077243317053982
0.030606599541904905,3.0655253098336597
0.03256899970570652,3.1349307974040843
0.03465720026035875,3.2106916354268824
0.03687939945880957,3.2788835064253194
0.039244000436079333,3.3393546880890304
0.04176030021980952,3.247213747472565
0.04443780049951643,3.1839452915076745
0.04728709893979014,3.1477064578173217
0.05031899981527895,3.0968718031202216
0.05354539881442991,3.313627050035996
0.05697859923697678,3.355687852375109
0.0606319008197918,4.114142227004164
0.06451950069648801,3.9708432606413604
0.0686562987416811,3.8978706388758817
0.0730583999625941,3.7408633643975655
0.07774280301831768,3.5355343225096316
0.08272749917500002,3.6788777053996293
0.0880318034256872,3.6653523108373274
0.09367620071812176,3.7226506623855906
0.09968250126522014,3.8577144637060705
0.10607399870653365,4.259027486800533
0.11287499613403137,4.824951457013323
0.12011199723069778,5.012249560449724
0.1278140009757321,6.098326536202769
0.13600899291461152,7.128454071214897
0.14472999028282846,7.268658055449872
0.1540090005940127,9.278929067998666
0.1638839983172391,11.586862236097417
0.1743919997321339,10.93649759876901
0.18557299838644276,10.379969113602668
0.19747200291310696,11.132688547583498
0.21013400665872642,8.156283197160327
0.2236069955001328,7.115578084903267
0.23794397371194975,5.6679894293104915
0.2532000049627201,4.61283677089669
0.269435021702991,4.940616622217481
0.28671097498074016,4.493637338753322
0.3050940330319208,3.659761961522019
0.3246560350472683,3.3456463639466882
0.3454719509595656,3.05929702992767
0.367623001141837,2.5477728033278813
0.3911940651165993,2.355984133065542
0.4162769273933946,2.040570435635895
0.44296690372778796,2.8369293083825755
0.4713690442521259,2.781420222373381
0.5015930595571535,2.3769369429566796
0.5337540738779689,2.464749369707759
0.5679768946999236,2.2880641624830065
0.6043939439726814,1.5400393878910261
0.6431459613327786,1.5847044816475693
0.6843839996495954,1.7045543725055996
0.728264756282558,1.8335012535283972
0.7749589078039136,1.6656937967839833
0.824647731105465,2.0791878464064366
0.8775232082950515,1.7101887419150503
0.9337879012836782,1.1794748946973912
0.9936604463522725,1.1322662383249238
1.0573697082611238,1.0706126173374595
1.1251694786527222,1.0672200588480265
1.1973094063021579,1.1028649549161575
1.2740801141575782,1.05776250081104
1.3557704301046112,0.8845719950316675
1.4426995794530726,0.739550675046412
1.535199829285779,0.5555590481727615
1.6336399130903567,0.5182442927397686
1.7383806636442023,0.44450639486290067
1.84984100616552,0.36565822482344557
1.9684496883944145,0.41841195087109745
2.0946619634523382,0.40027760455631145
2.2289685670852672,0.3490781684773563
2.3718827530917492,0.3359686494490722
2.523958677748528,0.38199530660066544
2.685796701304491,0.4449550394248176
2.858000257220023,0.4652960684265004
3.041251535832026,0.462750586210502
3.236245954692557,0.47347945549383813
3.443751485117828,0.43259272945684885
3.6645607657466175,0.36967833188724797
3.899517239765717,0.3047247165837993
4.149549773849537,0.2518853558880384
4.415615382237745,0.2283151357360451
4.6987402677342205,0.2191809039463229
5.0,0.22376759696646087
5.320592288333537,0.21729399869795002
5.661744723253918,0.21927783071404897
6.0247496716511435,0.22127042425462023
6.411037241715337,0.22201440883189377
6.82212004202426,0.21241152623563933
7.259528130671506,0.20185498420499945
7.7249903437620695,0.18812196248886848
8.220304151253597,0.18613611761244012
8.74737578726382,0.18216898651991362
9.308213567652096,0.16920987495155537
9.905010945037095,0.15600365266249558
10.0,0.15377575513168742
