layer,z_mid_m,sw_gamma_max,ref_gamma_max,gamma_max_pct_diff,sw_tau_peak_kpa,ref_tau_peak_kpa,tau_peak_pct_diff,sw_secant_g_over_gmax,ref_secant_g_over_gmax,secant_g_over_gmax_pct_diff,stress_path_nrmse,loop_energy_pct_diff
1,2.0,4.8930984923e-05,2.9259805780019977e-05,67.22935651340673,10.65119128,12.1,-11.973625785123959,0.6799838983,0.8113587690390948,-16.19195795402374,0.28814503592641405,139.8288639695613
2,6.0,0.00013721118925,0.00010238136840577661,34.019686771698,31.386616131,36.1,-13.056465011080334,0.55634295399,0.6918075144227482,-19.58125021896898,,
3,10.0,0.00023865778921,0.0001855473392878404,28.623665597149373,49.812544187,57.6,-13.519888564236114,0.46769370093,0.6090693643668219,-23.21175086253002,,
4,14.0,0.00031782511715,0.0002599749714841779,22.252198100286307,63.774880546,74.7,-14.625327247657301,0.42470833078,0.5637519610572196,-24.663972789818285,,
5,18.0,0.00034368565576,0.000301760267240939,13.89360796316696,71.744738544,84.9,-15.495007604240287,0.41907747118,0.5520070668117482,-24.081140192555065,,
