layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,5.0642426573e-05,1.1727351509e+01,3.6602657543e+08,7.1814414100e-01
1,2,"Layer 2",6.00000000,1.3956927390e-04,3.4397541078e+01,3.0460917123e+08,5.9764319396e-01
2,3,"Layer 3",10.00000000,2.4058538455e-04,5.4737893173e+01,2.5948682855e+08,5.0911315761e-01
3,4,"Layer 4",14.00000000,3.1882968458e-04,7.0348230398e+01,2.3798216515e+08,4.6692100802e-01
4,5,"Layer 5",18.00000000,3.4729069838e-04,7.9422714664e+01,2.3467118074e+08,4.6042485661e-01
