layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,9.0631400785e-05,1.6300736174e+01,3.3418550705e+08,6.5567196483e-01
1,2,"Layer 2",6.00000000,2.6421887007e-04,5.0087436459e+01,2.6834634085e+08,5.2649552074e-01
2,3,"Layer 3",10.00000000,4.6086791085e-04,8.8538335146e+01,2.1809868871e+08,4.2790962725e-01
3,4,"Layer 4",14.00000000,6.5225123530e-04,6.6947863519e+01,1.9908808255e+08,3.9061081795e-01
4,5,"Layer 5",18.00000000,7.0562226722e-04,1.3453031663e+02,1.9518944384e+08,3.8296168882e-01
