step,substep,layer_index,gamma,tau,kt_exact,branch_id,reason_code,gamma_m_global,f_mrdf,g_ref,g_t_ref,reload_factor,branch_kind
2677,3,0,4.5587649655e-06,2.1758505090e+00,4.5648713687e+05,,1,,,,,,
2678,0,0,4.6303862141e-06,2.2083915644e+00,4.5604459985e+05,,1,,,,,,
2678,1,0,4.6964636506e-06,2.2383847253e+00,4.5563741678e+05,,1,,,,,,
2678,2,0,4.7564217592e-06,2.2655761870e+00,4.5526885161e+05,,1,,,,,,
2678,3,0,4.8097147051e-06,2.2897257594e+00,4.5494198092e+05,,1,,,,,,
2679,0,0,4.8558835902e-06,2.3106325127e+00,4.5465935396e+05,,1,,,,,,
2679,1,0,4.8945947519e-06,2.3281517642e+00,4.5442277144e+05,,1,,,,,,
2679,2,0,4.9256482877e-06,2.3421986050e+00,4.5423324571e+05,,1,,,,,,
2679,3,0,4.9489544041e-06,2.3527369560e+00,4.5409115418e+05,,1,,,,,,
2680,0,0,4.9644838767e-06,2.3597570309e+00,4.5399654628e+05,,1,,,,,,
2680,1,0,4.9722054967e-06,2.3632470116e+00,4.5394952624e+05,,1,,,,,,
2680,2,0,4.9720261730e-06,2.3631556133e+00,2.6712865089e+05,,1,,,,,,
2680,3,0,4.9636036762e-06,2.3588631260e+00,4.5746994254e+05,,1,,,,,,
2681,0,0,4.9458814707e-06,2.3498331172e+00,5.0946118941e+05,,1,,,,,,
2681,1,0,4.9172158330e-06,2.3352329216e+00,5.0921887190e+05,,1,,,,,,
2681,2,0,4.8760321818e-06,2.3142695496e+00,5.0887132211e+05,,1,,,,,,
2681,3,0,4.8208405970e-06,2.2861990707e+00,5.0840663803e+05,,1,,,,,,
2682,0,0,4.7501720237e-06,2.2502957332e+00,5.0781344204e+05,,1,,,,,,
2682,1,0,4.6626652299e-06,2.2058977921e+00,5.0708168444e+05,,1,,,,,,
2682,2,0,4.5569064726e-06,2.1523277990e+00,5.0620137410e+05,,1,,,,,,
2682,3,0,4.4312321501e-06,2.0887950802e+00,5.0516104201e+05,,1,,,,,,
2683,0,0,4.2835996664e-06,2.0143342661e+00,5.0394683842e+05,,1,,,,,,
2683,1,0,4.1116122579e-06,1.9278230352e+00,5.0254296272e+05,,1,,,,,,
2683,2,0,3.9127334019e-06,1.8280957572e+00,5.0093365849e+05,,1,,,,,,
2683,3,0,3.6846644195e-06,1.7141373857e+00,4.9910644864e+05,,1,,,,,,
2684,0,0,3.4258066092e-06,1.5853151275e+00,4.9705583845e+05,,1,,,,,,
2684,1,0,3.1357032310e-06,1.4415928063e+00,4.9478652843e+05,,1,,,,,,
2684,2,0,2.8153629848e-06,1.2836775865e+00,4.9231530764e+05,,1,,,,,,
2684,3,0,2.4673998780e-06,1.1130677417e+00,4.8967117545e+05,,1,,,,,,
2685,0,0,2.0959709171e-06,9.3199577491e-01,4.8689371698e+05,,1,,,,,,
2685,1,0,1.7065369350e-06,7.4328451910e-01,4.8403016268e+05,,1,,,,,,
2685,2,0,1.3055007477e-06,5.5014817989e-01,4.8113177688e+05,,1,,,,,,
2685,3,0,8.9978569393e-07,3.5597325367e-01,4.7825021464e+05,,1,,,,,,
2686,0,0,4.9640904234e-07,1.6410785585e-01,4.7543431712e+05,,1,,,,,,
2686,1,0,1.0208649001e-07,-2.2323132968e-02,4.7272758165e+05,,1,,,,,,
2686,2,0,-2.7711495624e-07,-2.0057054708e-01,4.7016633653e+05,,1,,,,,,
2686,3,0,-6.3607115090e-07,-3.6838156476e-01,4.6777852707e+05,,1,,,,,,
2687,0,0,-9.7084115750e-07,-5.2409111933e-01,4.6558298843e+05,,1,,,,,,
2687,1,0,-1.2788488812e-06,-6.6668477877e-01,4.6358911938e+05,,1,,,,,,
2687,2,0,-1.5589935861e-06,-7.9582996855e-01,4.6179693964e+05,,1,,,,,,
2687,3,0,-1.8116710675e-06,-9.1186922889e-01,4.6019757441e+05,,1,,,,,,
2688,0,0,-2.0386873798e-06,-1.0157686155e+00,4.5877423508e+05,,1,,,,,,
2688,1,0,-2.2430551494e-06,-1.1090173289e+00,4.5750374219e+05,,1,,,,,,
2688,2,0,-2.4286779447e-06,-1.1934809475e+00,4.5635856740e+05,,1,,,,,,
2688,3,0,-2.5999476695e-06,-1.2712189192e+00,4.5530927089e+05,,1,,,,,,
2689,0,0,-2.7612986618e-06,-1.3442851475e+00,4.5432710550e+05,,1,,,,,,
2689,1,0,-2.9167749309e-06,-1.4145362803e+00,4.5338647977e+05,,1,,,,,,
2689,2,0,-3.0696696936e-06,-1.4834737162e+00,4.5246694842e+05,,1,,,,,,
2689,3,0,-3.2222873131e-06,-1.5521414257e+00,4.5155444659e+05,,1,,,,,,
2690,0,0,-3.3758580251e-06,-1.6210928238e+00,4.5064160187e+05,,1,,,,,,
2690,1,0,-3.5306093550e-06,-1.6904278935e+00,4.4972712104e+05,,1,,,,,,
2690,2,0,-3.6859706000e-06,-1.7598892559e+00,4.4881441736e+05,,1,,,,,,
2690,3,0,-3.8408642397e-06,-1.8289958136e+00,4.4790977614e+05,,1,,,,,,
2691,0,0,-3.9940255493e-06,-1.8971872280e+00,4.4702042077e+05,,1,,,,,,
2691,1,0,-4.1442914456e-06,-1.9639528470e+00,4.4615282505e+05,,1,,,,,,
2691,2,0,-4.2908112255e-06,-2.0289243786e+00,4.4531153258e+05,,1,,,,,,
2691,3,0,-4.4331521304e-06,-2.0919209661e+00,4.4449861415e+05,,1,,,,,,
2692,0,0,-4.5712966446e-06,-2.1529460670e+00,4.4371375268e+05,,1,,,,,,
2692,1,0,-4.7055506140e-06,-2.2121452309e+00,4.4295482363e+05,,1,,,,,,
2692,2,0,-4.8363970271e-06,-2.2697405698e+00,4.4221875875e+05,,1,,,,,,
2692,3,0,-4.9643367642e-06,-2.3259602696e+00,4.4150245524e+05,,1,,,,,,
2693,0,0,-5.0897543046e-06,-2.3809797726e+00,4.4080352018e+05,,1,,,,,,
2693,1,0,-5.2128350258e-06,-2.4348860968e+00,4.4012070979e+05,,1,,,,,,
2693,2,0,-5.3335447922e-06,-2.4876696746e+00,4.3945401496e+05,,1,,,,,,
2693,3,0,-5.4516662010e-06,-2.5392409383e+00,4.3880443510e+05,,1,,,,,,
2694,0,0,-5.5668730144e-06,-2.5894633399e+00,4.3817355055e+05,,1,,,,,,
2694,1,0,-5.6788176188e-06,-2.6381917021e+00,4.3756303586e+05,,1,,,,,,
2694,2,0,-5.7872067179e-06,-2.6853050999e+00,4.3697424943e+05,,1,,,,,,
2694,3,0,-5.8918469582e-06,-2.7307264211e+00,4.3640799516e+05,,1,,,,,,
2695,0,0,-5.9926524694e-06,-2.7744252894e+00,4.3586449374e+05,,1,,,,,,
2695,1,0,-6.0896173239e-06,-2.8164058187e+00,4.3534354174e+05,,1,,,,,,
2695,2,0,-6.1827647912e-06,-2.8566844608e+00,4.3484479034e+05,,1,,,,,,
2695,3,0,-6.2720899153e-06,-2.8952651498e+00,4.3436805363e+05,,1,,,,,,
2696,0,0,-6.3575116436e-06,-2.9321187362e+00,4.3391356013e+05,,1,,,,,,
2696,1,0,-6.4388460860e-06,-2.9671716417e+00,4.3348208845e+05,,1,,,,,,
2696,2,0,-6.5158051895e-06,-3.0003054915e+00,4.3307496734e+05,,1,,,,,,
2696,3,0,-6.5880174259e-06,-3.0313661747e+00,4.3269396093e+05,,1,,,,,,
2697,0,0,-6.6550611418e-06,-3.0601782529e+00,4.3234109060e+05,,1,,,,,,
2697,1,0,-6.7164985286e-06,-3.0865595269e+00,4.3201845725e+05,,1,,,,,,
2697,2,0,-6.7718992039e-06,-3.1103310542e+00,4.3172812104e+05,,1,,,,,,
2697,3,0,-6.8208465995e-06,-3.1313197418e+00,4.3147207296e+05,,1,,,,,,
2698,0,0,-6.8629263115e-06,-3.1493531972e+00,4.3125230079e+05,,1,,,,,,
2698,1,0,-6.8977014903e-06,-3.1642490408e+00,4.3107092238e+05,,1,,,,,,
2698,2,0,-6.9246845400e-06,-3.1758026527e+00,4.3093033751e+05,,1,,,,,,
2698,3,0,-6.9433157281e-06,-3.1837778706e+00,4.3083334412e+05,,1,,,,,,
2699,0,0,-6.9529574508e-06,-3.1879043469e+00,4.3078317437e+05,,1,,,,,,
2699,1,0,-6.9529071360e-06,-3.1878787022e+00,2.6421535024e+05,,1,,,,,,
2699,2,0,-6.9416922005e-06,-3.1821631871e+00,5.0958841745e+05,,1,,,,,,
2699,3,0,-6.9169941745e-06,-3.1695801260e+00,5.0937902592e+05,,1,,,,,,
2700,0,0,-6.8765449336e-06,-3.1489837604e+00,5.0903663387e+05,,1,,,,,,
2700,1,0,-6.8176841819e-06,-3.1190380392e+00,5.0853958570e+05,,1,,,,,,
2700,2,0,-6.7371495778e-06,-3.0781146693e+00,5.0786179225e+05,,1,,,,,,
2700,3,0,-6.6317108646e-06,-3.0246216870e+00,5.0697835625e+05,,1,,,,,,
2701,0,0,-6.4984273481e-06,-2.9571397374e+00,5.0586798072e+05,,1,,,,,,
2701,1,0,-6.3348404090e-06,-2.8745239357e+00,5.0451475814e+05,,1,,,,,,
2701,2,0,-6.1391202160e-06,-2.7759800973e+00,5.0290945707e+05,,1,,,,,,
2701,3,0,-5.9102048102e-06,-2.6611336929e+00,5.0105058115e+05,,1,,,,,,
2702,0,0,-5.6479625357e-06,-2.5301060297e+00,4.9894540828e+05,,1,,,,,,
2702,1,0,-5.3533795009e-06,-2.3835972926e+00,4.9661097702e+05,,1,,,,,,
2702,2,0,-5.0287363845e-06,-2.2229578100e+00,4.9407470905e+05,,1,,,,,,
2702,3,0,-4.6777111083e-06,-2.0502164674e+00,4.9137420172e+05,,1,,,,,,
2703,0,0,-4.3053394022e-06,-1.8680352338e+00,4.8855578894e+05,,1,,,,,,
2703,1,0,-3.9177882418e-06,-1.6795724641e+00,4.8567174334e+05,,1,,,,,,
2703,2,0,-3.5219408298e-06,-1.4882604186e+00,4.8277637087e+05,,1,,,,,,
2703,3,0,-3.1248417785e-06,-1.2975261902e+00,4.7992158087e+05,,1,,,,,,
2704,0,0,-2.7330911022e-06,-1.1105019209e+00,4.7715268299e+05,,1,,,,,,
2704,1,0,-2.3522931937e-06,-9.2977474612e-01,4.7450512243e+05,,1,,,,,,
2704,2,0,-1.9866574436e-06,-7.5721867774e-01,4.7200265063e+05,,1,,,,,,
2704,3,0,-1.6388141492e-06,-5.9393270445e-01,4.6965712008e+05,,1,,,,,,
2705,0,0,-1.3098626667e-06,-4.4028708944e-01,4.6746977571e+05,,1,,,,,,
2705,1,0,-9.9962091037e-07,-2.9605880440e-01,4.6543366092e+05,,1,,,,,,
2705,2,0,-7.0700795796e-07,-1.6062187889e-01,4.6353660379e+05,,1,,,,,,
2705,3,0,-4.3047256301e-07,-3.3151900980e-02,4.6176421450e+05,,1,,,,,,
2706,0,0,-1.6838248290e-07,8.7193437537e-02,4.6010240097e+05,,1,,,,,,
2706,1,0,8.0689966394e-08,2.0114549197e-01,4.5853907332e+05,,1,,,,,,
2706,2,0,3.1781862991e-07,3.0926027856e-01,4.5706491649e+05,,1,,,,,,
2706,3,0,5.4370823094e-07,4.1191565172e-01,4.5567331669e+05,,1,,,,,,
2707,0,0,7.5878192032e-07,5.0935451491e-01,4.5435968486e+05,,1,,,,,,
2707,1,0,9.6332362738e-07,6.0175154575e-01,4.5312049774e+05,,1,,,,,,
2707,2,0,1.1576247139e-06,6.8928045446e-01,4.5195236732e+05,,1,,,,,,
2707,3,0,1.3420947719e-06,7.7216396979e-01,4.5085136848e+05,,1,,,,,,
2708,0,0,1.5173148661e-06,8.5069733195e-01,4.4981273392e+05,,1,,,,,,
2708,1,0,1.6840319427e-06,9.2524527272e-01,4.4883090321e+05,,1,,,,,,
2708,2,0,1.8431096837e-06,9.9621973267e-01,4.4789982070e+05,,1,,,,,,
2708,3,0,1.9954598515e-06,1.0640492540e+00,4.4701333395e+05,,1,,,,,,
2709,0,0,2.1419779329e-06,1.1291506635e+00,4.4616555379e+05,,1,,,,,,
2709,1,0,2.2834991765e-06,1.1919100812e+00,4.4535108718e+05,,1,,,,,,
2709,2,0,2.4207794719e-06,1.2526750589e+00,4.4456512343e+05,,1,,,,,,
2709,3,0,2.5544942254e-06,1.3117546754e+00,4.4380341816e+05,,1,,,,,,
2710,0,0,2.6852412161e-06,1.3694213168e+00,4.4306225737e+05,,1,,,,,,
2710,1,0,2.8135324720e-06,1.4259075553e+00,4.4233848632e+05,,1,,,,,,
2710,2,0,2.9397654950e-06,1.4813939461e+00,4.4162965459e+05,,1,,,,,,
2710,3,0,3.0641736457e-06,1.5359877729e+00,4.4093427452e+05,,1,,,,,,
2711,0,0,3.1867658865e-06,1.5896973098e+00,4.4025213285e+05,,1,,,,,,
2711,1,0,3.3072738158e-06,1.6424094825e+00,4.3958455466e+05,,1,,,,,,
2711,2,0,3.4251263389e-06,1.6938797551e+00,4.3893450979e+05,,1,,,,,,
2711,3,0,3.5394683593e-06,1.7437412246e+00,4.3830647728e+05,,1,,,,,,
2712,0,0,3.6492304257e-06,1.7915357041e+00,4.3770603828e+05,,1,,,,,,
2712,1,0,3.7532438536e-06,1.8367641702e+00,4.3713923562e+05,,1,,,,,,
2712,2,0,3.8503838654e-06,1.8789488300e+00,4.3661180028e+05,,1,,,,,,
2712,3,0,3.9397150752e-06,1.9176956488e+00,4.3612838436e+05,,1,,,,,,
2713,0,0,4.0206114956e-06,1.9527454180e+00,4.3569194579e+05,,1,,,,,,
2713,1,0,4.0928278434e-06,1.9840035596e+00,4.3530340125e+05,,1,,,,,,
2713,2,0,4.1565091840e-06,2.0115433342e+00,4.3496160728e+05,,1,,,,,,
2713,3,0,4.2121393380e-06,2.0355828544e+00,4.3466366007e+05,,1,,,,,,
2714,0,0,4.2604416708e-06,2.0564418904e+00,4.3440543759e+05,,1,,,,,,
2714,1,0,4.3022556585e-06,2.0744885599e+00,4.3418225926e+05,,1,,,,,,
2714,2,0,4.3384166669e-06,2.0900876524e+00,4.3398952021e+05,,1,,,,,,
2714,3,0,4.3696638143e-06,2.1035612018e+00,4.3382317118e+05,,1,,,,,,
2715,0,0,4.3965924196e-06,2.1151683118e+00,4.3367996034e+05,,1,,,,,,
2715,1,0,4.4196555768e-06,2.1251061147e+00,4.3355741517e+05,,1,,,,,,
2715,2,0,4.4392069018e-06,2.1335283956e+00,4.3345360832e+05,,1,,,,,,
2715,3,0,4.4555665789e-06,2.1405741707e+00,4.3336680257e+05,,1,,,,,,
2716,0,0,4.4690878601e-06,2.1463963979e+00,4.3329509548e+05,,1,,,,,,
2716,1,0,4.4802022191e-06,2.1511814595e+00,4.3323617864e+05,,1,,,,,,
2716,2,0,4.4894279415e-06,2.1551528922e+00,4.3318729098e+05,,1,,,,,,
2716,3,0,4.4973372119e-06,2.1585572549e+00,4.3314539197e+05,,1,,,,,,
2717,0,0,4.5044879998e-06,2.1616348512e+00,4.3310752107e+05,,1,,,,,,
2717,1,0,4.5113364050e-06,2.1645820435e+00,4.3307126057e+05,,1,,,,,,
2717,2,0,4.5181502725e-06,2.1675141175e+00,4.3303519165e+05,,1,,,,,,
2717,3,0,4.5249446879e-06,2.1704375678e+00,4.3299923433e+05,,1,,,,,,
2718,0,0,4.5314546051e-06,2.1732383692e+00,4.3296479073e+05,,1,,,,,,
2718,1,0,4.5371504151e-06,2.1756887218e+00,4.3293466102e+05,,1,,,,,,
2718,2,0,4.5412833934e-06,2.1774666289e+00,4.3291280217e+05,,1,,,,,,
2718,3,0,4.5429247113e-06,2.1781726581e+00,4.3290412232e+05,,1,,,,,,
2719,0,0,4.5407086937e-06,2.1770432109e+00,3.1312092665e+05,,1,,,,,,
2719,1,0,4.5323805707e-06,2.1727989660e+00,4.9913420121e+05,,1,,,,,,
2719,2,0,4.5153716460e-06,2.1641326302e+00,5.0945096911e+05,,1,,,,,,
2719,3,0,4.4876041783e-06,2.1499900796e+00,5.0921642972e+05,,1,,,,,,
2720,0,0,4.4470699128e-06,2.1293572417e+00,5.0887461753e+05,,1,,,,,,
2720,1,0,4.3915597629e-06,2.1011246196e+00,5.0840759850e+05,,1,,,,,,
2720,2,0,4.3189118329e-06,2.0642162040e+00,5.0779827293e+05,,1,,,,,,
2720,3,0,4.2270901440e-06,2.0176321677e+00,5.0703115717e+05,,1,,,,,,
2721,0,0,4.1142521190e-06,1.9604856165e+00,5.0609305772e+05,,1,,,,,,
2721,1,0,3.9788485743e-06,1.8920551923e+00,5.0497398433e+05,,1,,,,,,
2721,2,0,3.8197732360e-06,1.8118614046e+00,5.0366840920e+05,,1,,,,,,
2721,3,0,3.6365674946e-06,1.7197684962e+00,5.0217687083e+05,,1,,,,,,
2722,0,0,3.4296669426e-06,1.6161037394e+00,5.0050775438e+05,,1,,,,,,
2722,1,0,3.2006532087e-06,1.5017746479e+00,4.9867890329e+05,,1,,,,,,
2722,2,0,2.9524545513e-06,1.3783553759e+00,4.9671859518e+05,,1,,,,,,
2722,3,0,2.6894293186e-06,1.2481104845e+00,4.9466541261e+05,,1,,,,,,
2723,0,0,2.4172736004e-06,1.1139298652e+00,4.9256668395e+05,,1,,,,,,
2723,1,0,2.1427196685e-06,9.7916288722e-01,4.9047543860e+05,,1,,,,,,
2723,2,0,1.8730310631e-06,8.4735980794e-01,4.8844614046e+05,,1,,,,,,
2723,3,0,1.6153446405e-06,7.2194917942e-01,4.8652974418e+05,,1,,,,,,
2724,0,0,1.3759485528e-06,6.0589608537e-01,4.8476878352e+05,,1,,,,,,
2724,1,0,1.1596080212e-06,5.0139360895e-01,4.8319322116e+05,,1,,,,,,
2724,2,0,9.6905168651e-07,4.0963735332e-01,4.8181767579e+05,,1,,,,,,
2724,3,0,8.0470930468e-07,3.3072086578e-01,4.8064043616e+05,,1,,,,,,
2725,0,0,6.6475077822e-07,2.6367093225e-01,4.7964441710e+05,,1,,,,,,
2725,1,0,5.4542509796e-07,2.0661932298e-01,4.7879994324e+05,,1,,,,,,
2725,2,0,4.4164588814e-07,1.5708542353e-01,4.7806898768e+05,,1,,,,,,
2725,3,0,3.4772805652e-07,1.1232596863e-01,4.7741027128e+05,,1,,,,,,
2726,0,0,2.5815574054e-07,6.9697099694e-02,4.7678447901e+05,,1,,,,,,
2726,1,0,1.6825992585e-07,2.6972546047e-02,4.7615881199e+05,,1,,,,,,
2726,2,0,7.4704848037e-08,-1.7429384028e-02,4.7551019813e+05,,1,,,,,,
2726,3,0,-2.4279051893e-08,-6.4339573771e-02,4.7482672772e+05,,1,,,,,,
2727,0,0,-1.2892960586e-07,-1.1385923759e-01,4.7410721822e+05,,1,,,,,,
2727,1,0,-2.3822114002e-07,-1.6549189091e-01,4.7335916431e+05,,1,,,,,,
2727,2,0,-3.5029515908e-07,-2.1835132611e-01,4.7259560782e+05,,1,,,,,,
2727,3,0,-4.6296139425e-07,-2.7140093777e-01,4.7183160404e+05,,1,,,,,,
2728,0,0,-5.7417555021e-07,-3.2367958218e-01,4.7108094736e+05,,1,,,,,,
2728,1,0,-6.8241592463e-07,-3.7447748312e-01,4.7035367662e+05,,1,,,,,,
2728,2,0,-7.8690910193e-07,-4.2343961239e-01,4.6965466167e+05,,1,,,,,,
2728,3,0,-8.8768819944e-07,-4.7058992011e-01,4.6898333655e+05,,1,,,,,,
2729,0,0,-9.8549872358e-07,-5.1628447927e-01,4.6833443828e+05,,1,,,,,,
2729,1,0,-1.0815914242e-06,-5.6111262148e-01,4.6769946350e+05,,1,,,,,,
2729,2,0,-1.1774552772e-06,-6.0577115180e-01,4.6706848026e+05,,1,,,,,,
2729,3,0,-1.2745460049e-06,-6.5093749014e-01,4.6643192928e+05,,1,,,,,,
2730,0,0,-1.3740576975e-06,-6.9716375870e-01,4.6578210736e+05,,1,,,,,,
2730,1,0,-1.4767701131e-06,-7.4480676253e-01,4.6511412776e+05,,1,,,,,,
2730,2,0,-1.5829858973e-06,-7.9400021657e-01,4.6442627512e+05,,1,,,,,,
2730,3,0,-1.6925541213e-06,-8.4466722076e-01,4.6371979119e+05,,1,,,,,,
2731,0,0,-1.8049622747e-06,-8.9656434471e-01,4.6299822152e+05,,1,,,,,,
2731,1,0,-1.9194700961e-06,-9.4934467323e-01,4.6226650775e+05,,1,,,,,,
2731,2,0,-2.0352559460e-06,-1.0026260514e+00,4.6153002281e+05,,1,,,,,,
2731,3,0,-2.1515491878e-06,-1.0560522216e+00,4.6079372104e+05,,1,,,,,,
2732,0,0,-2.2677287707e-06,-1.1093378269e+00,4.6006152575e+05,,1,,,,,,
2732,1,0,-2.3833770544e-06,-1.1622924548e+00,4.5933601520e+05,,1,,,,,,
2732,2,0,-2.4982870486e-06,-1.2148231535e+00,4.5861840815e+05,,1,,,,,,
2732,3,0,-2.6124291916e-06,-1.2669184754e+00,4.5790880085e+05,,1,,,,,,
2733,0,0,-2.7258895448e-06,-1.3186196753e+00,4.5720657382e+05,,1,,,,,,
2733,1,0,-2.8387943502e-06,-1.3699859972e+00,4.5651087155e+05,,1,,,,,,
2733,2,0,-2.9512362361e-06,-1.4210610434e+00,4.5582105919e+05,,1,,,,,,
2733,3,0,-3.0632152728e-06,-1.4718461906e+00,4.5513707698e+05,,1,,,,,,
2734,0,0,-3.1746041440e-06,-1.5222851612e+00,4.5445963916e+05,,1,,,,,,
2734,1,0,-3.2851416434e-06,-1.5722615292e+00,4.5379025670e+05,,1,,,,,,
2734,2,0,-3.3944533612e-06,-1.6216084997e+00,4.5313109628e+05,,1,,,,,,
2734,3,0,-3.5020935931e-06,-1.6701281430e+00,4.5248471604e+05,,1,,,,,,
2735,0,0,-3.6075989383e-06,-1.7176156912e+00,4.5185373894e+05,,1,,,,,,
2735,1,0,-3.7105422557e-06,-1.7638837652e+00,4.5124053246e+05,,1,,,,,,
2735,2,0,-3.8105759140e-06,-1.8087815842e+00,4.5064695965e+05,,1,,,,,,
2735,3,0,-3.9074554989e-06,-1.8522052693e+00,4.5007425104e+05,,1,,,,,,
2736,0,0,-4.0010389555e-06,-1.8940970952e+00,4.4952302306e+05,,1,,,,,,
2736,1,0,-4.0912608363e-06,-1.9344336543e+00,4.4899344108e+05,,1,,,,,,
2736,2,0,-4.1780860570e-06,-1.9732049889e+00,4.4848549780e+05,,1,,,,,,
2736,3,0,-4.2614514464e-06,-2.0103884486e+00,4.4799935665e+05,,1,,,,,,
2737,0,0,-4.3412056977e-06,-2.0459220143e+00,4.4753569801e+05,,1,,,,,,
2737,1,0,-4.4170586467e-06,-2.0796819252e+00,4.4709600579e+05,,1,,,,,,
2737,2,0,-4.4885490871e-06,-2.1114686426e+00,4.4668274357e+05,,1,,,,,,
2737,3,0,-4.5550369289e-06,-2.1410036390e+00,4.4629938996e+05,,1,,,,,,
2738,0,0,-4.6157211174e-06,-2.1679375467e+00,4.4595032851e+05,,1,,,,,,
2738,1,0,-4.6696802169e-06,-2.1918682060e+00,4.4564061294e+05,,1,,,,,,
2738,2,0,-4.7159288173e-06,-2.2123655283e+00,4.4537564896e+05,,1,,,,,,
2738,3,0,-4.7534806148e-06,-2.2289991115e+00,4.4516084499e+05,,1,,,,,,
2739,0,0,-4.7814085417e-06,-2.2413643850e+00,4.4500128572e+05,,1,,,,,,
2739,1,0,-4.7988936347e-06,-2.2491036772e+00,4.4490147317e+05,,1,,,,,,
2739,2,0,-4.8052570337e-06,-2.2519198111e+00,4.4486516418e+05,,1,,,,,,
2739,3,0,-4.7999701249e-06,-2.2492252818e+00,3.8339844221e+05,,1,,,,,,
2740,0,0,-4.7818888381e-06,-2.2400118281e+00,5.0948480582e+05,,1,,,,,,
2740,1,0,-4.7491778852e-06,-2.2233510521e+00,5.0920634068e+05,,1,,,,,,
2740,2,0,-4.7003687211e-06,-2.1985084536e+00,5.0879165394e+05,,1,,,,,,
2740,3,0,-4.6340213383e-06,-2.1647729406e+00,5.0822953102e+05,,1,,,,,,
2741,0,0,-4.5484444203e-06,-2.1213167897e+00,5.0750714459e+05,,1,,,,,,
2741,1,0,-4.4422116772e-06,-2.0674604702e+00,5.0661453052e+05,,1,,,,,,
2741,2,0,-4.3142962182e-06,-2.0027417766e+00,5.0554575623e+05,,1,,,,,,
2741,3,0,-4.1641263192e-06,-1.9269436308e+00,5.0429935736e+05,,1,,,,,,
2742,0,0,-3.9915934270e-06,-1.8400962578e+00,5.0287830612e+05,,1,,,,,,
2742,1,0,-3.7970622129e-06,-1.7424790011e+00,5.0128993190e+05,,1,,,,,,
2742,2,0,-3.5814280761e-06,-1.6346444348e+00,4.9954616176e+05,,1,,,,,,
2742,3,0,-3.3462419519e-06,-1.5174740999e+00,4.9766421653e+05,,1,,,,,,
2743,0,0,-3.0938855838e-06,-1.3922566069e+00,4.9566759306e+05,,1,,,,,,
2743,1,0,-2.8277462945e-06,-1.2607622902e+00,4.9358691065e+05,,1,,,,,,
2743,2,0,-2.5523211749e-06,-1.1252803386e+00,4.9146010355e+05,,1,,,,,,
2743,3,0,-2.2731834438e-06,-9.8858743369e-01,4.8933153703e+05,,1,,,,,,
2744,0,0,-1.9967680066e-06,-8.5383039957e-01,4.8724987332e+05,,1,,,,,,
2744,1,0,-1.7299717787e-06,-7.2432480405e-01,4.8526482546e+05,,1,,,,,,
2744,2,0,-1.4796061544e-06,-6.0329093783e-01,4.8342320550e+05,,1,,,,,,
2744,3,0,-1.2517730668e-06,-4.9356286490e-01,4.8176482749e+05,,1,,,,,,
2745,0,0,-1.0512545344e-06,-3.9731224142e-01,4.8031883967e+05,,1,,,,,,
2745,1,0,-8.8100543363e-07,-3.1582602949e-01,4.7910096140e+05,,1,,,,,,
2745,2,0,-7.4182234034e-07,-2.4936795919e-01,4.7811193877e+05,,1,,,,,,
2745,3,0,-6.3223301369e-07,-1.9714058771e-01,4.7733735856e+05,,1,,,,,,
2746,0,0,-5.4861830120e-07,-1.5735104458e-01,4.7674880832e+05,,1,,,,,,
2746,1,0,-4.8554736013e-07,-1.2737129277e-01,4.7630625159e+05,,1,,,,,,
2746,2,0,-4.3628274581e-07,-1.0397424185e-01,4.7596139842e+05,,1,,,,,,
2746,3,0,-3.9339635124e-07,-8.3620686479e-02,4.7566178144e+05,,1,,,,,,
2747,0,0,-3.4943036089e-07,-6.2768565601e-02,4.7535518893e+05,,1,,,,,,
2747,1,0,-2.9753773014e-07,-3.8174954912e-02,4.7499405677e+05,,1,,,,,,
2747,2,0,-2.3204211601e-07,-7.1621188045e-03,4.7453939173e+05,,1,,,,,,
2747,3,0,-1.4886602342e-07,3.2178221434e-02,4.7396380441e+05,,1,,,,,,
2748,0,0,-4.5787599679e-08,8.0863237356e-02,4.7325329079e+05,,1,,,,,,
2748,1,0,7.7498606235e-08,1.3899322915e-01,4.7240752672e+05,,1,,,,,,
2748,2,0,2.1952286731e-07,2.0582482029e-01,4.7143862533e+05,,1,,,,,,
2748,3,0,3.7736704041e-07,2.7993402507e-01,4.7036852703e+05,,1,,,,,,
2749,0,0,5.4713628560e-07,3.5944757577e-01,4.6922540333e+05,,1,,,,,,
2749,1,0,7.2451309173e-07,4.4231030808e-01,4.6803961239e+05,,1,,,,,,
2749,2,0,9.0531589626e-07,5.2655017523e-01,4.6683980978e+05,,1,,,,,,
2749,3,0,1.0859811468e-06,6.1050239287e-01,4.6564977675e+05,,1,,,,,,
2750,0,0,1.2638984651e-06,6.9296089343e-01,4.6448639124e+05,,1,,,,,,
2750,1,0,1.4375531280e-06,7.7323783222e-01,4.6335896015e+05,,1,,,,,,
2750,2,0,1.6064644246e-06,8.5112817188e-01,4.6226989475e+05,,1,,,,,,
2750,3,0,1.7709458949e-06,9.2679332841e-01,4.6121648393e+05,,1,,,,,,
2751,0,0,1.9317461072e-06,1.0005921471e+00,4.6019334089e+05,,1,,,,,,
2751,1,0,2.0896492841e-06,1.0728961208e+00,4.5919500041e+05,,1,,,,,,
