layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,6.3677138324e-05,1.4626557229e+01,3.7299633399e+08,7.3181880729e-01
1,2,"Layer 2",6.00000000,1.5885967158e-04,4.2803932254e+01,3.2410121399e+08,6.3588658185e-01
2,3,"Layer 3",10.00000000,2.8767457820e-04,5.9976851065e+01,2.5096363055e+08,4.9239064313e-01
3,4,"Layer 4",14.00000000,3.5307378686e-04,7.8448226975e+01,2.7302088035e+08,5.3566696725e-01
4,5,"Layer 5",18.00000000,3.4874824544e-04,7.0961627593e+01,2.3208460786e+08,4.5535000061e-01
