layer,z_mid_m,sw_gamma_max,ref_gamma_max,gamma_max_pct_diff,sw_tau_peak_kpa,ref_tau_peak_kpa,tau_peak_pct_diff,sw_secant_g_over_gmax,ref_secant_g_over_gmax,secant_g_over_gmax_pct_diff,stress_path_nrmse,loop_energy_pct_diff
1,2.0,6.6091418895e-05,2.9259805780019977e-05,125.87784550549014,23.281184673,12.1,92.40648490082643,0.99340579077,0.8113587690390948,22.437302544533594,0.5728587604772782,8.668998794785741
2,6.0,0.00015981137294,0.00010238136840577661,56.094195094762036,49.685927291,36.1,37.63414762049861,0.65811046546,0.6918075144227482,-4.870870619389768,,
3,10.0,0.00024129853155,0.0001855473392878404,30.046883170699925,80.094074667,57.6,39.05221296354166,0.73021645464,0.6090693643668219,19.890524357454833,,
4,14.0,0.00028166024021,0.0002599749714841779,8.341290933516603,100.9748479,74.7,35.173825836680045,0.66373545473,0.5637519610572196,17.735369556015126,,
5,18.0,0.00037255316193,0.000301760267240939,23.459978789234285,108.8455763,84.9,28.204447938751468,0.60322789528,0.5520070668117482,9.279016800290302,,
