step,gamma,tau_ref_kpa,tau_model_kpa,tau_backbone_kpa,tau_error_kpa,kt_exact_kpa,secant_ref_g_over_gmax,secant_model_g_over_gmax,branch_id,reason_code,branch_kind,gamma_m_global,f_mrdf,g_ref_kpa,g_t_ref_kpa,reload_factor,direction
17,8.828823419767981e-10,0.0004499847864078609,0.00045001746920488625,0.00044998728216773633,3.2682797025370205e-08,305298.664404145,0.9999861837676933,1.0000588136575461,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,321994.8225502602,1.4349341956559976,1
18,-4.353809424181569e-11,-2.2192609023996118e-05,-2.2161213837181828e-05,-2.2190660974638544e-05,3.139518681428955e-08,272045.8529531229,1.0000873789952398,0.9986725867975212,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,278422.5897374831,1.491319237681807,-1
19,-1.1264901432885009e-09,-0.0005741466807192425,-0.0005741134679349158,-0.0005741479438161228,3.321278432670289e-08,292184.1512294459,0.9999872482424822,0.9999294017688881,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,306014.8288418294,1.491319237681807,-1
20,-1.3362847273321976e-09,-0.0006810729784428768,-0.0006810393196330068,-0.0006810744198959468,3.365880986991657e-08,296085.40195064776,0.9999853666535321,0.9999359471076181,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,311360.062974292,1.491319237681807,-1
21,-6.383394277457223e-10,-0.0003253442713171888,-0.0003253094913889533,-0.00032534944749465955,3.477992823548628e-08,267999.347835144,0.9999781111311722,0.9998712115481508,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,272601.2627285207,1.4611050986867526,1
22,4.8142931789887556e-11,2.454014508761562e-05,2.4574524889524137e-05,2.4537670980827624e-05,3.437980190851731e-08,280963.9489554225,1.0001003779091242,1.0015014801747544,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,290092.098805423,1.4611050986867526,1
23,-1.16798908522431e-10,-5.952780468180305e-05,-5.9493600097129935e-05,-5.9530469757194496e-05,3.420458467311605e-08,257793.4279680655,0.9999541376614764,0.9993795655576722,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,259020.74975345,1.5531414653391633,-1
24,-1.0148067065429167e-09,-0.0005172233952466381,-0.0005171900796610688,-0.0005172258247771018,3.331558556926486e-08,273991.97917317075,0.9999857971106634,0.9999213856538386,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,281901.21076877974,1.5531414653391633,-1
25,-1.767518480562498e-09,-0.0009008609231296831,-0.0009008279039853157,-0.0009008609742086637,3.301914436738395e-08,287569.48020685615,0.9999833871485386,0.9999467348807163,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,301079.35848391976,1.5531414653391633,-1
26,-1.71888909210961e-09,-0.000876074558348638,-0.0008760422912505885,-0.00087607616238733,3.226709804947728e-08,255749.63645536726,0.9999820684297841,0.999945237638224,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,256057.18105906792,1.4340939510981918,1
27,-1.076011821747104e-09,-0.0005484130938206976,-0.0005483797403981255,-0.0005484204817638,3.335342257210997e-08,268063.9929259705,0.9999764498137705,0.9999156331821683,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,272437.21198558906,1.4340939510981918,1
28,-5.522683852513963e-10,-0.0002814729164883474,-0.0002814396750734448,-0.00028148090351688975,3.324141490258607e-08,278096.2485965377,0.9999664519647471,0.9998483578328742,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,285781.65635637223,1.4340939510981918,1
29,-5.197692485813099e-10,-0.0002649090834770762,-0.00026487567239334535,-0.00026491677987641277,3.341108373083532e-08,278718.7639700088,0.9999660792604652,0.9998399607070217,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,286609.69663771737,1.4340939510981918,1
30,-6.814163410247338e-10,-0.0003472975286211905,-0.00034726451916255877,-0.0003473047895471388,3.300945863171775e-08,257786.2856344747,0.9999727107789753,0.9998776667458077,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,258936.80172254657,1.5166704183106745,-1
31,-5.774490601239008e-10,-0.00029430735732398756,-0.00029427409696719536,-0.0002943149547988823,3.326035679220105e-08,256738.10709088147,0.9999687770317238,0.9998557682418399,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,257467.15683301157,1.5051799305819984,1
32,-2.3534181738882694e-10,-0.0001199431383695587,-0.00011990816020450934,-0.00011994969442435478,3.4978165049359125e-08,263055.81682754133,0.9999431389179844,0.9996515326066231,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,266183.80843852804,1.5051799305819984,1
33,-1.460394821623773e-10,-7.44281031924747e-05,-7.439249205466561e-05,-7.44338856063204e-05,3.561113780909623e-08,264704.96206066955,0.9999209469467127,0.9994425211759009,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,268459.1598544634,1.5051799305819984,1
34,-6.124637135942995e-10,-0.0003121554123190786,-0.0003121207214731145,-0.0003121611645246151,3.46908459641416e-08,263268.6647709964,0.9999758360805219,0.9998647055143733,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,266702.302901438,1.5440414512034513,-1
35,-1.2910837851249947e-09,-0.000658033270306892,-0.000657998801512875,-0.000658036789848023,3.446879401705367e-08,275563.59930459526,0.9999825579783264,0.9999301773550859,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,283992.89253275585,1.5440414512034513,-1
36,-1.514076664561848e-09,-0.0007716874866422483,-0.0007716528018374193,-0.0007716897062416521,3.468480482893884e-08,279603.65929366613,0.999982941496446,0.9999379955646297,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,289674.4896143011,1.5440414512034513,-1
37,-1.0357243171953114e-09,-0.0005278806258554675,-0.0005278450785527637,-0.0005278869914676028,3.554730270381723e-08,263905.60330473835,0.9999782398152441,0.9999109016189799,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,267006.2217713169,1.44978324687077,1
38,-3.3433680018642306e-10,-0.00017039870928047104,-0.00017036322310055022,-0.00017040558398879118,3.5486179920821235e-08,277230.0589230377,0.9999565251186562,0.9997482803654348,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,284876.89631145826,1.44978324687077,1
39,-1.1156302849582048e-10,-5.685620122626567e-05,-5.6821043770195784e-05,-5.6861831194883284e-05,3.515745606988608e-08,281462.1268174434,0.999899943713857,0.9992816481262657,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,290552.90710840694,1.44978324687077,1
40,-5.518042452688663e-10,-0.0002812385949815292,-0.00028120429093379486,-0.00028124434124310587,3.4304047734357024e-08,262784.64022483246,0.9999743997449313,0.9998524279737943,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,266035.18035597424,1.5465467653946001,-1
41,-1.1593946274373103e-09,-0.000590914360328708,-0.0005908803215901018,-0.0005909184738288442,3.403873860617461e-08,273779.3817920242,0.9999821788484369,0.999924576369496,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,281516.0194018603,1.5465467653946001,-1
42,-1.3221781375872615e-09,-0.0006738813730182164,-0.0006738472256234949,-0.000673884695850208,3.4147394721529764e-08,276725.0392179156,0.999982684403779,0.9999320125721982,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,285663.5622460143,1.5465467653946001,-1
43,-9.516847023741717e-10,-0.0004850480176553343,-0.00048501313511579205,-0.0004850541418159079,3.488253954225329e-08,261811.90606987345,0.9999784599377627,0.9999065458449296,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,264258.06034176645,1.4620120564249568,1
44,-5.201353441089024e-10,-0.0002650963138819034,-0.0002650611217964238,-0.00026510337109304603,3.519208547963842e-08,269958.1804440397,0.9999685073630448,0.9998357594697498,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,275253.56996620237,1.4620120564249568,1
45,-5.181498622772536e-10,-0.00026408456873428855,-0.0002640491647469193,-0.0002640914126178042,3.54039873692283e-08,269995.65988773265,0.9999692317477791,0.9998351728051453,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,275304.1581448244,1.4620120564249568,1
46,-9.623078269447875e-10,-0.0004904631323596469,-0.0004904286940894218,-0.0004904684813652729,3.4438270225117806e-08,262973.2588140687,0.9999800802269994,0.9999098658073,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,266134.9760214292,1.5167835247658055,-1
47,-1.4448735075202382e-09,-0.0007364163137137721,-0.0007363824244666949,-0.0007364189419438908,3.3889247077209875e-08,271833.5267555836,0.9999828970685122,0.99993687871335,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,278430.31519577914,1.5167835247658055,-1
48,-1.5880568803924055e-09,-0.0008093934325175665,-0.0008093597151364799,-0.0008093951429317989,3.3717381086586715e-08,274462.4694383771,0.9999830116304319,0.9999413547464882,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,282078.4772783272,1.5167835247658055,-1
49,-1.3807843225003847e-09,-0.0007037505428018929,-0.0007037163620419976,-0.0007037545743310692,3.4180759895326325e-08,258765.36328919453,0.9999813377305062,0.9999327692109443,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,260099.30842057284,1.4451509279258223,1
50,-1.1017979703123826e-09,-0.0005615567584655692,-0.000561522172536126,-0.0005615630010044007,3.458592944319532e-08,264078.2693510654,0.9999785632050819,0.9999169751509621,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,267207.6746389373,1.4451509279258223,1
51,-1.008243974834191e-09,-0.000513874219447136,-0.0005138395538023973,-0.0005138809688069014,3.466564473875774e-08,265859.8699827069,0.9999774217895191,0.9999099639160967,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,269591.35303730454,1.4451509279258223,1
52,-1.1451015866247482e-09,-0.0005836279661374919,-0.000583593623258909,-0.0005836336968625302,3.434287858294135e-08,257374.30572572217,0.9999794549026145,0.9999206123265254,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,258305.18172657638,1.4826938840364716,-1
53,-1.3971164881049393e-09,-0.0007120750222868009,-0.0007120411226091441,-0.0007120786012281712,3.389967765678702e-08,262081.32875514336,0.9999818872977445,0.9999342812694736,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,264726.3453888546,1.4826938840364716,-1
54,-1.6294847112316386e-09,-0.0008305081857798324,-0.0008304746665900479,-0.0008305096090992936,3.35191897844582e-08,266421.38495304284,0.9999830229967344,0.9999426638271284,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,270646.8985557931,1.4826938840364716,-1
55,-1.7537787020174845e-09,-0.0008938577559587754,-0.000893824730457387,-0.00089385825989842,3.30255013883049e-08,268742.87942707504,0.999983008770534,0.9999460622429414,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,273813.7976829754,1.4826938840364716,-1
56,-1.7283501804204527e-09,-0.0008808972702660557,-0.0008808642221749628,-0.0008808981720236276,3.304809109293434e-08,255305.0039959635,0.9999827870617009,0.999945271311166,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,255466.03667680442,1.434931335548197,1
57,-1.5736529118932706e-09,-0.0008020510113813316,-0.0008020176136434809,-0.0008020538880702678,3.339773785066176e-08,258266.93655709305,0.9999816731174501,0.9999400334644849,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,259407.62684313083,1.434931335548197,1
58,-1.391085580311331e-09,-0.0007090000313504047,-0.0007089663213528086,-0.0007090048242926327,3.370999759606634e-08,261762.47862454175,0.9999802097507939,0.9999326648580206,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,264059.314188011,1.434931335548197,1
59,-1.3074730231717989e-09,-0.000666384398182174,-0.0006663505814608526,-0.0006663899189270091,3.38167213214096e-08,263363.37100660295,0.9999794684880934,0.9999287229617796,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,266189.69809160964,1.434931335548197,1
60,-1.3614784212636521e-09,-0.0006939099410278001,-0.0006938762584750472,-0.0006939149181176275,3.3682552752901766e-08,255837.090300153,0.9999800747053387,0.9999315354358648,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,256194.15857250526,1.4629598972687028,-1
61,-1.463958110335887e-09,-0.0007461418933279884,-0.0007461084400564729,-0.0007461457936173446,3.345327151545955e-08,257770.6441332432,0.9999810600196678,0.9999362258692062,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,258805.27717785342,1.4629598972687028,-1
62,-1.5057587515629466e-09,-0.0007674468749164081,-0.000767413505645594,-0.00076745031899497,3.336927081409955e-08,258559.32438550526,0.9999814080291607,0.9999379279505987,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,259870.33002440145,1.4629598972687028,-1
63,-1.4947390717429303e-09,-0.0007618303489796788,-0.0007617969515843011,-0.0007618339223651843,3.3397395377758425e-08,255027.42173266335,0.999981308441709,0.9999374708981231,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,255098.9077707377,1.4503070960301068,1
64,-1.5422115099257979e-09,-0.0007860261380464919,-0.0007859928857542273,-0.0007860291762551737,3.325229226453126e-08,255719.41581854134,0.9999816890122625,0.999939385478356,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,256027.70265604474,1.451001707124772,-1
65,-1.7004316034079516e-09,-0.0008666677872246172,-0.0008666349933813815,-0.0008666689770173216,3.279384323568325e-08,258723.2828861835,0.9999826994061911,0.999944861059865,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,260059.05041326373,1.451001707124772,-1
66,-1.8622721735379673e-09,-0.0009491540979244446,-0.0009491222125057037,-0.0009491537734793357,3.18854187408759e-08,261795.8790057798,0.9999828981452968,0.9999493052086906,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,264182.63326391316,1.451001707124772,-1
67,-1.87726248191763e-09,-0.0009567940421093604,-0.0009567624928334254,-0.0009567938262020572,3.154927593501146e-08,262080.4745495601,0.999982641576648,0.9999496682021276,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,264564.57504903723,1.451001707124772,-1
68,-1.7563260734919375e-09,-0.0008951550364919322,-0.0008951231931166525,-0.0008951565716934811,3.184337527971544e-08,257142.8810799705,0.9999818337006998,0.9999462613188158,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,257899.51956735362,1.4274560036500508,1
69,-1.6875095649312718e-09,-0.0008600805860287841,-0.0008600485967824848,-0.0008600830297668999,3.1989246299297426e-08,258465.73208302876,0.999981352021182,0.9999441594019274,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,259652.91966969284,1.4274560036500508,1
70,-1.8005228608559332e-09,-0.0009176813393616254,-0.0009176496197839485,-0.0009176822165718926,3.171957767690407e-08,256977.31547240258,0.9999821788253579,0.999947614526144,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,257697.64364340922,1.4389918587171506,-1
71,-1.9585593239123734e-09,-0.0009982283645266015,-0.0009981980591275599,-0.000998228037074775,3.0305399041597944e-08,259996.6854032051,0.9999819824812337,0.9999516238437812,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,261724.3076785601,1.4389918587171506,-1
72,-1.8773084520161575e-09,-0.0009568162633065353,-0.0009567858135734664,-0.0009568172555991444,3.044973306885832e-08,256384.07190324483,0.9999813784320388,0.9999495550117912,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,256888.3567531498,1.4225975862657512,1
73,-1.4875029385473264e-09,-0.0007581400572972412,-0.0007581089577316223,-0.0007581458840734888,3.1099565618933345e-08,263896.72559711034,0.9999783811990739,0.9999373612147263,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,266820.3264931146,1.4225975862657512,1
74,-1.1164278083031155e-09,-0.000569010912019134,-0.0005689796608017418,-0.0005690194404217361,3.125121739221224e-08,271048.3524613804,0.9999745546890193,0.9999196340863821,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,276274.99190753506,1.4225975862657512,1
75,-1.213707699534861e-09,-0.0006185927310850911,-0.0006185616316418228,-0.0006186003623184459,3.109944326823606e-08,256641.80098592385,0.9999762950705884,0.9999260217574772,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,257296.7662976248,1.4754694213076702,-1
76,-1.8669269211866276e-09,-0.0009515252814814822,-0.0009514950721374796,-0.0009515261410115026,3.0209344002566675e-08,268887.3827500413,0.9999816094273907,0.9999498616756248,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,273940.28561418765,1.4754694213076702,-1
77,-2.639745142370678e-09,-0.0013454020351859521,-0.0013453819818138473,-0.001345402596127849,2.0053372104793937e-08,283374.8821899673,0.9999748572495863,0.9999599525093055,,1,translated_local_bridge,2.8642875153532095e-09,0.82,509670.32571118936,293630.8317806806,1.4754694213076702,-1
78,-2.951339606120892e-09,-0.001504208895790336,-0.0015041930188690782,-0.0015042089918501378,1.5876921257741705e-08,289216.087553891,0.9999722918399002,0.9999617371347779,,1,translated_local_bridge,2.951339606120892e-09,0.82,509669.91014199227,301569.8305082202,1.4754694213076702,-1
79,-2.6239920126549187e-09,-0.0013373661158328008,-0.0013373495870101812,-0.0013373738738206831,1.652882261962696e-08,261322.58895519475,0.9999696209508727,0.999957262090951,,1,translated_local_bridge,2.951339606120892e-09,0.82,509669.91014199227,263158.7362022036,1.3669995380622202,1
80,-2.027520389041944e-09,-0.001033357066265013,-0.0010333403225752488,-0.0010333750762750102,1.6743689764103092e-08,273174.5073624932,0.9999635805144252,0.9999473779059426,,1,translated_local_bridge,2.951339606120892e-09,0.82,509669.91014199227,278356.31331286463,1.3669995380622202,1
81,-1.6781637132129177e-09,-0.0008552979583702002,-0.0008552816722792326,-0.0008553197488516232,1.6286090967682944e-08,280116.19168568606,0.9999588047847793,0.9999397641453164,,1,translated_local_bridge,2.951339606120892e-09,0.82,509669.91014199227,287257.538094604,1.3669995380622202,1
82,-1.7317956272973568e-09,-0.0008826332051627887,-0.0008826169904792896,-0.000882654204248843,1.6214683499094634e-08,255842.49143961066,0.9999599879912596,0.9999416179201789,,1,translated_local_bridge,2.951339606120892e-09,0.82,509669.91014199227,256184.6424236444,1.4395643180886561,-1
83,-1.8994987121980763e-09,-0.0009681082546230148,-0.0009680924045740932,-0.000968126876063284,1.58500489215712e-08,259045.58151632562,0.9999629734820579,0.9999466019017375,,1,translated_local_bridge,2.951339606120892e-09,0.82,509669.91014199227,260457.6099232596,1.4395643180886561,-1
84,-1.8320482839461183e-09,-0.0009337300284801225,-0.0009337140169033947,-0.0009337496735922304,1.6011576727784256e-08,256115.6510920489,0.9999618008299467,0.9999446535126167,,1,translated_local_bridge,2.951339606120892e-09,0.82,509669.91014199227,256536.7298467065,1.4261196201575475,1
85,-1.521494829195806e-09,-0.0007754475663784959,-0.000775430388507702,-0.0007754705185655794,1.717787079388248e-08,262089.63430490726,0.999956150930426,0.999933999700214,,1,translated_local_bridge,2.951339606120892e-09,0.82,509669.91014199227,264449.4209064746,1.4261196201575475,1
86,-1.295959602667698e-09,-0.0006604978115195308,-0.0006604794900478704,-0.0006605218558135081,1.832147166044764e-08,266428.14161212434,0.9999514592635275,0.9999237217267739,,1,translated_local_bridge,2.951339606120892e-09,0.82,509669.91014199227,270195.8764196155,1.4261196201575475,1
87,-1.4583382428578662e-09,-0.0007432591375239281,-0.0007432411917141744,-0.0007432815154830705,1.7945809753700838e-08,257880.66671825113,0.9999562332658921,0.9999320895676606,,1,translated_local_bridge,2.951339606120892e-09,0.82,509669.91014199227,258955.44108339254,1.4637015298723932,-1
88,-1.9840659555341594e-09,-0.0010112119149569764,-0.0010111946150735843,-0.0010112278790051436,1.7299883392149495e-08,267796.0788075583,0.9999656290354847,0.99994852155433,,1,translated_local_bridge,2.951339606120892e-09,0.82,509669.91014199227,272350.57525775564,1.4637015298723932,-1
89,-2.5701727813391277e-09,-0.0013099374290591742,-0.0013099198219485469,-0.0013099444072744173,1.7607110627338232e-08,278850.17500461,0.9999705988304155,0.9999571580411326,,1,translated_local_bridge,2.951339606120892e-09,0.82,509669.91014199227,287283.9669109122,1.4637015298723932,-1
90,-2.9248994777108185e-09,-0.001490733023297684,-0.0014907147041111875,-0.0014907336231629836,1.831918649652757e-08,285540.34920305223,0.9999722009594082,0.9999599125905625,,1,translated_local_bridge,2.951339606120892e-09,0.82,509669.91014199227,296321.9541632039,1.4637015298723932,-1
91,-2.9776072623538365e-09,-0.0015175962681759337,-0.001517578401971705,-0.001517596452458971,1.7866204228729476e-08,286534.41940368206,0.9999719882424052,0.9999602158730738,,1,translated_local_bridge,2.9776072623538365e-09,0.82,509669.7847449806,297664.8766814264,1.4637015298723932,-1
92,-2.8527297517402075e-09,-0.0014539485536452861,-0.0014539303909578158,-0.0014539518591404222,1.8162687470332783e-08,257301.41102534675,0.9999710059078389,0.9999585142960731,,1,translated_local_bridge,2.9776072623538365e-09,0.82,509669.7847449806,257999.93636196552,1.3656145113789324,1
93,-2.7198487227935874e-09,-0.0013862216636478402,-0.0013862032460529646,-0.001386228059841612,1.8417594875629398e-08,259943.83998324457,0.9999699099166898,0.9999566241333467,,1,translated_local_bridge,2.9776072623538365e-09,0.82,509669.7847449806,261385.65670119633,1.3656145113789324,1
94,-2.6914995327913646e-09,-0.0013717726420910304,-0.0013717541749529816,-0.0013717796636456639,1.8467138048795795e-08,260507.58208713983,0.9999696709811347,0.9999562091454106,,1,translated_local_bridge,2.9776072623538365e-09,0.82,509669.7847449806,262107.97413838957,1.3656145113789324,1
95,-2.8017916022562912e-09,-0.0014279864367928512,-0.0014279682331499288,-0.0014279908743967229,1.8203642922470092e-08,256992.67080647527,0.9999706488939699,0.9999579014979468,,1,translated_local_bridge,2.9776072623538365e-09,0.82,509669.7847449806,257628.30849777607,1.3809168079244312,-1
96,-3.0057373424288642e-09,-0.0015319330884270917,-0.0015319157939202726,-0.0015319331006839478,1.729450681904783e-08,261013.69210625842,0.9999718381979233,0.9999605491802076,,1,translated_local_bridge,3.0057373424288642e-09,0.82,509669.6504578904,262824.7084297172,1.3809168079244312,-1
97,-3.190673121569686e-09,-0.0016261864247201154,-0.001626174045832019,-0.0016261864377304987,1.2378888096433588e-08,264659.90002238506,0.9999701060591896,0.9999624940671974,,1,translated_local_bridge,3.190673121569686e-09,0.82,509668.76761430164,267536.7302147844,1.3809168079244312,-1
98,-3.2492515622149048e-09,-0.0016560411175142362,-0.001656030311049179,-0.0016560411307600218,1.0806465057218786e-08,265814.8349466933,0.9999695574062826,0.9999630321238085,,1,translated_local_bridge,3.2492515622149048e-09,0.82,509668.4879736288,269029.260542489,1.3809168079244312,-1
