layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,5.0668129332e-05,1.1750471753e+01,3.6607533615e+08,7.1823980953e-01
1,2,"Layer 2",6.00000000,1.3961457996e-04,3.4406259194e+01,3.0456775765e+08,5.9756194050e-01
2,3,"Layer 3",10.00000000,2.4069602907e-04,5.4752295987e+01,2.5944559070e+08,5.0903224895e-01
3,4,"Layer 4",14.00000000,3.1904057210e-04,7.0371694355e+01,2.3793607800e+08,4.6683058503e-01
4,5,"Layer 5",18.00000000,3.4765945494e-04,7.9466215420e+01,2.3457239868e+08,4.6023104621e-01
