layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,5.6795931467e-05,1.3435253545e+01,3.8196564696e+08,7.4941659933e-01
1,2,"Layer 2",6.00000000,1.5025064780e-04,3.8731988457e+01,3.3454093047e+08,6.5636930558e-01
2,3,"Layer 3",10.00000000,2.5570103643e-04,6.4933413243e+01,2.8828590367e+08,5.6561694300e-01
3,4,"Layer 4",14.00000000,3.3232311936e-04,8.2942215282e+01,2.6849092402e+08,5.2677919293e-01
4,5,"Layer 5",18.00000000,3.5844821842e-04,8.0745600163e+01,2.5788061748e+08,5.0596177150e-01
