layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,5.2102647386e-05,1.5061989045e+01,4.4613048139e+08,8.7530800448e-01
1,2,"Layer 2",6.00000000,1.4167445694e-04,4.4994718048e+01,3.8647526009e+08,7.5826446030e-01
2,3,"Layer 3",10.00000000,2.5210487939e-04,7.3629606453e+01,3.3549357199e+08,6.5823838825e-01
3,4,"Layer 4",14.00000000,3.4785170335e-04,9.7534496498e+01,3.0274117947e+08,5.9397819412e-01
4,5,"Layer 5",18.00000000,3.8774359947e-04,1.1214488424e+02,2.9204995561e+08,5.7300201290e-01
