layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,5.2108840208e-05,1.4191375510e+01,4.2300158006e+08,8.2992910007e-01
1,2,"Layer 2",6.00000000,1.3461101324e-04,4.2010576061e+01,3.7564039862e+08,7.3700646210e-01
2,3,"Layer 3",10.00000000,2.1908039263e-04,6.7357253585e+01,3.4239229079e+08,6.7177367452e-01
3,4,"Layer 4",14.00000000,2.8517078769e-04,8.6836370162e+01,3.2443402788e+08,6.3653956270e-01
4,5,"Layer 5",18.00000000,3.1617724179e-04,9.8456228827e+01,3.1956372461e+08,6.2698402769e-01
