layer,z_mid_m,sw_gamma_max,ref_gamma_max,gamma_max_pct_diff,sw_tau_peak_kpa,ref_tau_peak_kpa,tau_peak_pct_diff,sw_secant_g_over_gmax,ref_secant_g_over_gmax,secant_g_over_gmax_pct_diff,stress_path_nrmse,loop_energy_pct_diff
1,2.0,4.5351732341e-05,2.9259805780019977e-05,54.99669643046084,9.3019910285,12.1,-23.124041086776856,0.6464889397,0.8113587690390948,-20.320212910788253,0.2545955141384049,102.97644077306941
2,6.0,0.0001316065508,0.00010238136840577661,28.54541099547799,27.650383053,36.1,-23.40614112742383,0.51692612131,0.6918075144227482,-25.278909157075457,,
3,10.0,0.00023105532275,0.0001855473392878404,24.526346557609667,43.377855915,57.6,-24.691222369791674,0.42458329485,0.6090693643668219,-30.289829091734152,,
4,14.0,0.00031133025101,0.0002599749714841779,19.753932169946456,55.429811526,74.7,-25.796771718875505,0.37814397368,0.5637519610572196,-32.923696979988115,,
5,18.0,0.00032380547422,0.000301760267240939,7.305536670094183,61.382160497,84.9,-27.70063545700825,0.37783648625,0.5520070668117482,-31.552237468210862,,
