step,gamma,tau_ref_kpa,tau_model_kpa,tau_backbone_kpa,tau_error_kpa,kt_exact_kpa,secant_ref_g_over_gmax,secant_model_g_over_gmax,branch_id,reason_code,branch_kind,gamma_m_global,f_mrdf,g_ref_kpa,g_t_ref_kpa,reload_factor,direction
11,1.64663131748565e-09,0.0008392260239603992,0.0008392410908772825,0.0008392486917756915,1.5066916883295194e-08,311959.96352459275,0.9999575669142835,0.9999755195004967,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,469230.5225603259,1.3716295886281633,-1
12,-2.274047689449028e-10,-0.0001159186733802416,-0.00011589745581733416,-0.00011590432536477327,2.121756290744659e-08,316089.85905249964,1.000121661510443,0.9999386008900146,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,333590.3999416792,1.3716295886281633,-1
13,-1.6704649071802674e-09,-0.0008513974033751386,-0.0008513671578874096,-0.0008513959136757389,3.024548772892488e-08,344687.7288758444,0.999986102598337,0.9999505785677547,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,370356.1198099839,1.3716295886281633,-1
14,-1.7536898416862274e-09,-0.0008938112745881353,-0.0008937831965849023,-0.0008938129706958396,2.8078003233003232e-08,346337.0218265965,0.9999816757942005,0.9999502625758577,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,372476.4617290563,1.3716295886281633,-1
15,-5.952741430664003e-10,-0.00030339161589945825,-0.0003033637620489105,-0.00030340001457317145,2.7853850547766325e-08,310925.94247381226,0.9999667423254839,0.9998749371379513,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,472824.11132749653,1.4349397728956927,1
16,6.661685010564386e-10,0.0003395326942461551,0.0003395579512045756,0.0003395333075713042,2.5256958420484445e-08,311104.4854810181,0.9999919535751406,1.0000663403886059,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,371779.7178861778,1.4349397728956927,1
17,8.828823419767981e-10,0.0004499847864078609,0.0004500100055736646,0.00044998728216773633,2.5219165803737863e-08,310456.7529592832,0.9999861837676933,1.0000422274787957,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,350651.69899184507,1.4349397728956927,1
18,-4.353809424181569e-11,-2.2192609023996118e-05,-2.216713473170184e-05,-2.2190660974638544e-05,2.547429229427908e-08,309318.30974895076,1.0000873789952398,0.9989394058937087,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,485491.1962150428,1.491306870714148,-1
19,-1.1264901432885009e-09,-0.0005741466807192425,-0.0005741194553366394,-0.0005741479438161228,2.7225382603088613e-08,310802.802047896,0.9999872482424822,0.9999398299844902,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,409450.4809340604,1.491306870714148,-1
20,-1.3362847273321976e-09,-0.0006810729784428768,-0.0006810455529619469,-0.0006810744198959468,2.7425480929885518e-08,310355.3378101754,0.9999853666535321,0.9999450991925237,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,390636.05211422255,1.491306870714148,-1
21,-6.383394277457223e-10,-0.0003253442713171888,-0.00032531702399740366,-0.00032534944749465955,2.7247319785139983e-08,308140.3385138989,0.9999781111311722,0.9998943637725302,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,495607.0202358048,1.4611117851787028,1
22,4.8142931789887556e-11,2.454014508761562e-05,2.4566531059795733e-05,2.4537670980827624e-05,2.6385972180112887e-08,311256.2672975316,1.0001003779091242,1.001175702470353,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,458383.25956046715,1.4611117851787028,1
23,-1.16798908522431e-10,-5.952780468180305e-05,-5.950121131283775e-05,-5.9530469757194496e-05,2.659336896530031e-08,302763.55330033513,0.9999541376614764,0.9995074195358316,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,508852.7740015649,1.552888834651503,-1
24,-1.0148067065429167e-09,-0.0005172233952466381,-0.000517196427674263,-0.0005172258247771018,2.6967572375061546e-08,309348.62634471804,0.9999857971106634,0.9999336587317628,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,478314.1051053284,1.552888834651503,-1
25,-1.767518480562498e-09,-0.0009008609231296831,-0.0009008342603896335,-0.0009008609742086637,2.6662740049664124e-08,310034.2437697523,0.9999833871485386,0.9999537906853988,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,425861.5259887489,1.552888834651503,-1
26,-1.71888909210961e-09,-0.000876074558348638,-0.0008760487653127425,-0.00087607616238733,2.579303589548415e-08,301389.3020867645,0.9999820684297841,0.9999526273586561,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,509610.8928976385,1.434099010702175,1
27,-1.076011821747104e-09,-0.0005484130938206976,-0.000548387387918627,-0.0005484204817638,2.570590207058923e-08,308279.33645444934,0.9999764498137705,0.9999295776712535,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,495855.98460748926,1.434099010702175,1
28,-5.522683852513963e-10,-0.0002814729164883474,-0.0002814477535237169,-0.00028148090351688975,2.5162964630519574e-08,311143.74438064476,0.9999664519647471,0.9998770575008803,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,469379.2021721957,1.434099010702175,1
29,-5.197692485813099e-10,-0.0002649090834770762,-0.00026488376205110765,-0.00026491677987641277,2.532142596853781e-08,311252.2765384505,0.9999660792604652,0.9998704971584297,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,467351.78942505346,1.434099010702175,1
30,-6.814163410247338e-10,-0.0003472975286211905,-0.0003472722333959776,-0.0003473047895471388,2.5295225212888534e-08,302776.99622344435,0.9999727107789753,0.9998998783144705,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,508885.3827921092,1.5166935787067053,-1
31,-5.774490601239008e-10,-0.00029430735732398756,-0.0002942820578149898,-0.0002943149547988823,2.529950899774966e-08,302077.30829516717,0.9999687770317238,0.9998828168324885,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,509351.69701900304,1.5051966487380404,1
32,-2.3534181738882694e-10,-0.0001199431383695587,-0.00011991680137943717,-0.00011994969442435478,2.6336990121533766e-08,305822.7331694744,0.9999431389179844,0.9997235724389864,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,503778.17018620117,1.5051966487380404,1
33,-1.460394821623773e-10,-7.44281031924747e-05,-7.440127771917854e-05,-7.44338856063204e-05,2.6825473296165784e-08,306608.36848359014,0.9999209469467127,0.9995605541446655,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,501256.32076075615,1.5051966487380404,1
34,-6.124637135942995e-10,-0.0003121554123190786,-0.0003121285460844707,-0.0003121611645246151,2.6866234607890796e-08,305845.2190949585,0.9999758360805219,0.9998897713052397,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,503240.7860853234,1.5441326232378734,-1
35,-1.2910837851249947e-09,-0.000658033270306892,-0.000658005895715055,-0.000658036789848023,2.7374591837032655e-08,309694.787807108,0.9999825579783264,0.9999409580842115,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,473615.6887958576,1.5441326232378734,-1
36,-1.514076664561848e-09,-0.0007716874866422483,-0.0007716598288351644,-0.0007716897062416521,2.765780708386019e-08,310170.3518996391,0.999982941496446,0.9999471014241864,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,459495.52064990415,1.5441326232378734,-1
37,-1.0357243171953114e-09,-0.0005278806258554675,-0.0005278530863151133,-0.0005278869914676028,2.753954035422581e-08,306369.24150494847,0.9999782398152441,0.9999260709351225,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,502915.49725920294,1.4497898480263605,1
38,-3.3433680018642306e-10,-0.00017039870928047104,-0.00017037195782735503,-0.00017040558398879118,2.67514531160167e-08,310830.5560266537,0.9999565251186562,0.999799538659001,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,471546.7547184474,1.4497898480263605,1
39,-1.1156302849582048e-10,-5.685620122626567e-05,-5.682983246406949e-05,-5.6861831194883284e-05,2.636876219618326e-08,311448.54254512384,0.999899943713857,0.9994362102376995,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,457144.6168549917,1.4497898480263605,1
40,-5.518042452688663e-10,-0.0002812385949815292,-0.00028121216261941807,-0.00028124434124310587,2.6432362111149937e-08,305604.9076453132,0.9999743997449313,0.99988041660781,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,503928.1099150414,1.546666365455042,-1
41,-1.1593946274373103e-09,-0.000590914360328708,-0.0005908874749334006,-0.0005909184738288442,2.688539530739352e-08,309352.1409603993,0.9999821788484369,0.9999366817037005,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,479148.540416468,1.546666365455042,-1
42,-1.3221781375872615e-09,-0.0006738813730182164,-0.0006738542943007943,-0.000673884695850208,2.7078717422111993e-08,309844.027231332,0.999982684403779,0.9999425018885438,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,469664.96600568463,1.546666365455042,-1
43,-9.516847023741717e-10,-0.0004850480176553343,-0.0004850209977497975,-0.0004850541418159079,2.7019905536791473e-08,305249.4175204585,0.9999784599377627,0.9999227555073911,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,505577.72267786996,1.4620197246796736,1
44,-5.201353441089024e-10,-0.0002650963138819034,-0.0002650696117772744,-0.00026510337109304603,2.670210462902287e-08,308846.9666076432,0.9999685073630448,0.9998677844849393,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,491302.715962526,1.4620197246796736,1
45,-5.181498622772536e-10,-0.00026408456873428855,-0.0002640576568909395,-0.0002640914126178042,2.691184334906692e-08,308859.6560307907,0.9999692317477791,0.999867328726911,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,491215.5826332547,1.4620197246796736,1
46,-9.623078269447875e-10,-0.0004904631323596469,-0.0004904362625413844,-0.0004904684813652729,2.6869818262531195e-08,305757.8391821146,0.9999800802269994,0.9999252967351341,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,503827.6357336457,1.5168079153761462,-1
47,-1.4448735075202382e-09,-0.0007364163137137721,-0.000736389373671893,-0.0007364189419438908,2.6940041879166404e-08,309101.5746629777,0.9999828970685122,0.9999463150691407,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,485476.1661596655,1.5168079153761462,-1
48,-1.5880568803924055e-09,-0.0008093934325175665,-0.0008093665575962988,-0.0008093951429317989,2.6874921267680714e-08,309714.9378639021,0.9999830116304319,0.999949808414756,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,477926.8406431293,1.5168079153761462,-1
49,-1.3807843225003847e-09,-0.0007037505428018929,-0.0007037236777513208,-0.0007037545743310692,2.6865050572057007e-08,303455.33903385175,0.9999813377305062,0.999943164333009,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,508377.02181740967,1.4451570366844324,1
50,-1.1017979703123826e-09,-0.0005615567584655692,-0.0005615300086661937,-0.0005615630010044007,2.6749799375449905e-08,306466.08499403286,0.9999785632050819,0.9999309291493214,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,502695.7044106093,1.4451570366844324,1
51,-1.008243974834191e-09,-0.000513874219447136,-0.0005138475344925844,-0.0005138809688069014,2.6684954551603468e-08,307305.6115646911,0.9999774217895191,0.9999254940004937,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,499845.669789035,1.4451570366844324,1
52,-1.1451015866247482e-09,-0.0005836279661374919,-0.0005836012831915451,-0.0005836336968625302,2.6682945946840918e-08,302519.1767166791,0.9999794549026145,0.9999337367408895,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,509110.1037664111,1.482705398209036,-1
53,-1.3971164881049393e-09,-0.0007120750222868009,-0.0007120482760993211,-0.0007120786012281712,2.6746187479836578e-08,305360.93683301075,0.9999818872977445,0.9999443270657508,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,505168.84889623005,1.482705398209036,-1
54,-1.6294847112316386e-09,-0.0008305081857798324,-0.0008304814498502353,-0.0008305096090992936,2.673592959707722e-08,307423.9302531275,0.9999830229967344,0.9999508312903083,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,498439.1945613837,1.482705398209036,-1
55,-1.7537787020174845e-09,-0.0008938577559587754,-0.0008938313537675409,-0.00089385825989842,2.6402191234502215e-08,308323.04194414563,0.999983008770534,0.9999534719203441,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,493704.042677819,1.482705398209036,-1
56,-1.7283501804204527e-09,-0.0008808972702660557,-0.000880870907517253,-0.0008808981720236276,2.636274880265122e-08,301060.6295074221,0.9999827870617009,0.9999528604222252,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,509663.9638055693,1.4349366520142526,1
57,-1.5736529118932706e-09,-0.0008020510113813316,-0.0008020246524292387,-0.0008020538880702678,2.635895209285137e-08,303138.51370791765,0.9999816731174501,0.9999488092862955,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,508694.22055489285,1.4349366520142526,1
58,-1.391085580311331e-09,-0.0007090000313504047,-0.0007089737243420928,-0.0007090048242926327,2.630700831186914e-08,305265.9944088874,0.9999802097507939,0.9999431061026607,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,505745.6216887136,1.4349366520142526,1
59,-1.3074730231717989e-09,-0.000666384398182174,-0.0006663581321194491,-0.0006663899189270091,2.62660627248874e-08,306128.1956190312,0.9999794684880934,0.9999400535145216,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,503772.19080955384,1.4349366520142526,1
60,-1.3614784212636521e-09,-0.0006939099410278001,-0.0006938836787079542,-0.0006939149181176275,2.6262319845942253e-08,301449.0365155728,0.9999800747053387,0.9999422285887049,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,509593.88404630753,1.4629681859081514,-1
61,-1.463958110335887e-09,-0.0007461418933279884,-0.0007461156265861754,-0.0007461457936173446,2.6266741812966572e-08,302794.01426294574,0.9999810600196678,0.999945857272635,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,508935.1815742603,1.4629681859081514,-1
62,-1.5057587515629466e-09,-0.0007674468749164081,-0.0007674206020398751,-0.00076745031899497,2.6272876532977205e-08,303310.2733416301,0.9999814080291607,0.9999471745350557,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,508486.8022456887,1.4629681859081514,-1
63,-1.4947390717429303e-09,-0.0007618303489796788,-0.0007618040750017324,-0.0007618339223651843,2.6273977946425497e-08,300852.0593181093,0.999981308441709,0.9999468211219532,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,509680.23176741024,1.450313801624362,1
64,-1.5422115099257979e-09,-0.0007860261380464919,-0.0007859998942605391,-0.0007860291762551737,2.624378595277206e-08,301365.00410949974,0.9999816890122625,0.9999483016932754,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,509614.32202767365,1.4510084911284815,-1
65,-1.7004316034079516e-09,-0.0008666677872246172,-0.0008666416468710319,-0.0008666689770173216,2.6140353585283466e-08,303424.03953613073,0.9999826994061911,0.9999525380205634,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,508396.6642881555,1.4510084911284815,-1
66,-1.8622721735379673e-09,-0.0009491540979244446,-0.0009491285473645333,-0.0009491537734793357,2.5550559911314413e-08,305258.5112850055,0.9999828981452968,0.9999559793098778,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,505641.8389415003,1.4510084911284815,-1
67,-1.87726248191763e-09,-0.0009567940421093604,-0.0009567688004719608,-0.0009567938262020572,2.5241637399611022e-08,305415.020815967,0.999982641576648,0.9999562605603229,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,505312.1973729237,1.4510084911284815,-1
68,-1.7563260734919375e-09,-0.0008951550364919322,-0.0008951297858595437,-0.0008951565716934811,2.525063238850104e-08,302383.2871153216,0.9999818337006998,0.9999536261024083,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,509235.14106890955,1.4274607090297682,1
69,-1.6875095649312718e-09,-0.0008600805860287841,-0.0008600553405361713,-0.0008600830297668999,2.524549261285168e-08,303273.79778450733,0.999981352021182,0.9999520000950421,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,508586.6688720441,1.4274607090297682,1
70,-1.8005228608559332e-09,-0.0009176813393616254,-0.0009176560963465676,-0.0009176822165718926,2.5243015057798204e-08,302264.2416908376,0.9999821788253579,0.9999546719293202,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,509291.71392832894,1.4389975003679045,-1
71,-1.9585593239123734e-09,-0.0009982283645266015,-0.000998204198866171,-0.000998228037074775,2.4165660430413086e-08,304229.7290628634,0.9999819824812337,0.9999577743682568,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,507463.52483774227,1.4389975003679045,-1
72,-1.8773084520161575e-09,-0.0009568162633065353,-0.0009567921476296144,-0.0009568172555991444,2.411567692089424e-08,301850.668521183,0.9999813784320388,0.9999561748179554,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,509480.5805737818,1.4226019613313095,1
73,-1.4875029385473264e-09,-0.0007581400572972412,-0.0007581160662249302,-0.0007581458840734888,2.399107231095248e-08,306429.8112522051,0.9999783811990739,0.999946737239067,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,503115.36499850976,1.4226019613313095,1
74,-1.1164278083031155e-09,-0.000569010912019134,-0.0005689872638828818,-0.0005690194404217361,2.3648136252278802e-08,309430.1792427179,0.9999745546890193,0.9999329956714001,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,489507.5742270698,1.4226019613313095,1
75,-1.213707699534861e-09,-0.0006185927310850911,-0.0006185690034125908,-0.0006186003623184459,2.372767250030921e-08,302019.0912504442,0.9999762950705884,0.9999379384769118,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,509392.87445390056,1.4754792793720501,-1
76,-1.8669269211866276e-09,-0.0009515252814814822,-0.0009515013120030499,-0.0009515261410115026,2.39694784322491e-08,308407.91679684375,0.9999816094273907,0.9999564193057131,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,493499.20255896484,1.4754792793720501,-1
77,-2.639745142370678e-09,-0.0013454020351859521,-0.0013453878296092632,-0.001345402596127849,1.4205576688922084e-08,311264.6121090009,0.9999748572495863,0.999964298904088,,1,translated_curvature_progressive_bridge,2.8642875153532095e-09,0.82,509670.32571118936,448574.5764223141,1.4754792793720501,-1
78,-2.951339606120892e-09,-0.001504208895790336,-0.0015041988616880466,-0.0015042089918501378,1.0034102289292399e-08,312196.54423323553,0.9999722918399002,0.9999656213406823,,1,translated_curvature_progressive_bridge,2.951339606120892e-09,0.82,509669.91014199227,429239.9986992919,1.4754792793720501,-1
79,-2.6239920126549187e-09,-0.0013373661158328008,-0.0013373561679501727,-0.0013373738738206831,9.947882628107488e-09,305151.22574630915,0.9999696209508727,0.9999621827630025,,1,translated_curvature_progressive_bridge,2.951339606120892e-09,0.82,509669.91014199227,506651.21680288366,1.3670021930150666,1
80,-2.027520389041944e-09,-0.001033357066265013,-0.0010333477749442355,-0.0010333750762750102,9.291320777430473e-09,310733.6930543685,0.9999635805144252,0.9999545894476434,,1,translated_curvature_progressive_bridge,2.951339606120892e-09,0.82,509669.91014199227,487018.60839234234,1.3670021930150666,1
81,-1.6781637132129177e-09,-0.0008552979583702002,-0.0008552893510904754,-0.0008553197488516232,8.607279724788357e-09,312702.2114872725,0.9999588047847793,0.9999487417125343,,1,translated_curvature_progressive_bridge,2.951339606120892e-09,0.82,509669.91014199227,468291.19139389746,1.3670021930150666,1
82,-1.7317956272973568e-09,-0.0008826332051627887,-0.0008826245357448865,-0.000882654204248843,8.669417902204372e-09,301457.304240526,0.9999599879912596,0.9999501661638338,,1,translated_curvature_progressive_bridge,2.951339606120892e-09,0.82,509669.91014199227,509600.28850753047,1.4395707803561277,-1
83,-1.8994987121980763e-09,-0.0009681082546230148,-0.000968099564141788,-0.000968126876063284,8.690481226791488e-09,303654.01086409274,0.9999629734820579,0.9999539970484751,,1,translated_curvature_progressive_bridge,2.951339606120892e-09,0.82,509669.91014199227,508282.29752266814,1.4395707803561277,-1
84,-1.8320482839461183e-09,-0.0009337300284801225,-0.0009337213436269049,-0.0009337496735922304,8.684853217556625e-09,301658.3560741661,0.9999618008299467,0.9999524999386842,,1,translated_curvature_progressive_bridge,2.951339606120892e-09,0.82,509669.91014199227,509551.7778242384,1.4261248936113184,1
85,-1.521494829195806e-09,-0.0007754475663784959,-0.0007754383839694501,-0.0007754705185655794,9.182409045800644e-09,305507.7216984942,0.999956150930426,0.9999443100184111,,1,translated_curvature_progressive_bridge,2.951339606120892e-09,0.82,509669.91014199227,505661.1313035615,1.4261248936113184,1
86,-1.295959602667698e-09,-0.0006604978115195308,-0.0006604878672595334,-0.0006605218558135081,9.94425999748319e-09,307733.24836757046,0.9999514592635275,0.9999364042896542,,1,translated_curvature_progressive_bridge,2.951339606120892e-09,0.82,509669.91014199227,499668.873369765,1.4261248936113184,1
87,-1.4583382428578662e-09,-0.0007432591375239281,-0.0007432491797667077,-0.0007432815154830705,9.957757220462223e-09,302875.17845761206,0.9999562332658921,0.9999428364290431,,1,translated_curvature_progressive_bridge,2.951339606120892e-09,0.82,509669.91014199227,508925.03240617004,1.4637108122943547,-1
88,-1.9840659555341594e-09,-0.0010112119149569764,-0.0010112016540383337,-0.0010112278790051436,1.0260918642751929e-08,308193.80862462684,0.9999656290354847,0.9999554822345883,,1,translated_curvature_progressive_bridge,2.951339606120892e-09,0.82,509669.91014199227,496782.7536224249,1.4637108122943547,-1
89,-2.5701727813391277e-09,-0.0013099374290591742,-0.0013099263628309718,-0.0013099444072744173,1.1066228202457479e-08,311420.1013390355,0.9999705988304155,0.9999621511728427,,1,translated_curvature_progressive_bridge,2.951339606120892e-09,0.82,509669.91014199227,468228.64289708005,1.4637108122943547,-1
90,-2.9248994777108185e-09,-0.001490733023297684,-0.0014907212303348738,-0.0014907336231629836,1.1792962810279473e-08,312246.028737649,0.9999722009594082,0.9999642903310174,,1,translated_curvature_progressive_bridge,2.951339606120892e-09,0.82,509669.91014199227,444687.65964817564,1.4637108122943547,-1
91,-2.9776072623538365e-09,-0.0015175962681759337,-0.001517584906512711,-0.001517596452458971,1.1361663222655277e-08,312525.12695463013,0.9999719882424052,0.9999645018343264,,1,translated_curvature_progressive_bridge,2.9776072623538365e-09,0.82,509669.7847449806,442058.54209688026,1.4637108122943547,-1
92,-2.8527297517402075e-09,-0.0014539485536452861,-0.0014539372016288707,-0.0014539518591404222,1.135201641543071e-08,302524.8560861954,0.9999710059078389,0.9999631984188837,,1,translated_curvature_progressive_bridge,2.9776072623538365e-09,0.82,509669.7847449806,509241.32055927464,1.3656174379776698,1
93,-2.7198487227935874e-09,-0.0013862216636478402,-0.0013862103530367096,-0.001386228059841612,1.1310611130630963e-08,304302.6159947884,0.9999699099166898,0.999961750853035,,1,translated_curvature_progressive_bridge,2.9776072623538365e-09,0.82,509669.7847449806,507823.3481606398,1.3656174379776698,1
