step,gamma,tau_ref_kpa,tau_model_kpa,tau_backbone_kpa,tau_error_kpa,kt_exact_kpa,secant_ref_g_over_gmax,secant_model_g_over_gmax,branch_id,reason_code,branch_kind,gamma_m_global,f_mrdf,g_ref_kpa,g_t_ref_kpa,reload_factor,direction
0,0.0,0.0,0.0,0.0,0.0,254818.13267287007,nan,nan,,0,backbone,,,,,,0
1,-1.0096556014339174e-12,-5.146052965774576e-07,-5.146053011030594e-07,-5.146053005345436e-07,-4.525601851852279e-15,263098.7610005005,0.9999999825423735,0.9999999913366899,,1,backbone,,,,,,0
2,-4.435924237346073e-12,-2.260919496954177e-06,-2.2609195199418447e-06,-2.260919514831837e-06,-2.2987667813115925e-14,263176.7240881801,0.9999999504478981,0.9999999606152954,,1,backbone,,,,,,0
3,-3.4084101210225635e-12,-1.7372119768980604e-06,-1.7372120139535458e-06,-1.7372120463753063e-06,-3.7055485345064516e-14,263093.45356958755,0.9999999267647264,0.9999999480951588,,1,backbone,,,,,,0
4,2.1566437398800098e-11,1.0992065770652751e-05,1.0992065880566287e-05,1.099206585766121e-05,1.0991353633455977e-13,263522.8641654819,0.9999997899833533,0.9999997999827033,,1,backbone,,,,,,0
5,1.341447969402254e-10,6.837137022417068e-05,6.837139193481865e-05,6.837137076736256e-05,2.171064796853677e-11,265458.5034322422,0.9999987354443599,0.9999990529840033,,1,backbone,,,,,,0
6,4.634957153667954e-10,0.0002362353226543138,0.000236235610982968,0.00023623532454789637,2.883286541921666e-10,271121.2495466473,0.9999956503870165,0.9999968708962818,,1,backbone,,,,,,0
7,1.137220676449726e-09,0.0005796170042756678,0.0005796187826462527,0.0005796170089144832,1.7783705849074016e-09,282704.9657425828,0.9999893396604675,0.9999924078099762,,1,backbone,,,,,,0
8,2.082988434935294e-09,0.001061645154797084,0.0010616511657204042,0.0010616451632875753,6.0109233202855494e-09,298965.88250560337,0.999980480982844,0.9999861427672602,,1,backbone,,,,,,0
9,2.8642875153532095e-09,0.0014598423392046282,0.0014598537325463188,0.0014598423508805636,1.1393341690663777e-08,312398.8749734807,0.9999731630477031,0.9999809673397299,,1,backbone,,,,,,0
10,2.831088471609802e-09,0.0014429183790997469,0.0014429327152246448,0.0014429222321323558,1.4336124897883912e-08,263706.3395385287,0.9999708117690516,0.9999807469855263,,1,backbone,,,,,,0
11,1.64663131748565e-09,0.0008392260239603992,0.000839239356994354,0.0008392486917756915,1.3333033954785085e-08,286202.6521876667,0.9999575669142835,0.9999734535381636,,1,backbone,,,,,,0
12,-2.274047689449028e-10,-0.0001159186733802416,-0.00011589686262095724,-0.00011590432536477327,2.1810759284366862e-08,321795.2918708345,1.000121661510443,0.9999334829178296,,1,backbone,,,,,,0
13,-1.6704649071802674e-09,-0.0008513974033751386,-0.0008513606597802625,-0.0008513959136757389,3.674359487601964e-08,349201.95245240774,0.999986102598337,0.9999429463893917,,1,backbone,,,,,,0
14,-1.7536898416862274e-09,-0.0008938112745881353,-0.0008937762487902565,-0.0008938129706958396,3.502579787881613e-08,350782.54632982,0.9999816757942005,0.999942489494973,,1,backbone,,,,,,0
15,-5.952741430664003e-10,-0.00030339161589945825,-0.0003033551161770553,-0.00030340001457317145,3.649972240296834e-08,284299.06609996676,0.9999667423254839,0.99984644068696,,1,backbone,,,,,,0
16,6.661685010564386e-10,0.0003395326942461551,0.0003395658230728756,0.0003395333075713042,3.312882672048189e-08,307409.49971277325,0.9999919535751406,1.0000895246212085,,1,backbone,,,,,,0
17,8.828823419767981e-10,0.0004499847864078609,0.00045001746920488625,0.00044998728216773633,3.2682797025370205e-08,311379.7937535165,0.9999861837676933,1.0000588136575461,,1,backbone,,,,,,0
18,-4.353809424181569e-11,-2.2192609023996118e-05,-2.2161213837181828e-05,-2.2190660974638544e-05,3.139518681428955e-08,279538.7226456285,1.0000873789952398,0.9986725867975212,,1,backbone,,,,,,0
19,-1.1264901432885009e-09,-0.0005741466807192425,-0.0005741134679349158,-0.0005741479438161228,3.321278432670289e-08,298783.0323749706,0.9999872482424822,0.9999294017688881,,1,backbone,,,,,,0
20,-1.3362847273321976e-09,-0.0006810729784428768,-0.0006810393196330068,-0.0006810744198959468,3.365880986991657e-08,302511.0975102807,0.9999853666535321,0.9999359471076181,,1,backbone,,,,,,0
21,-6.383394277457223e-10,-0.0003253442713171888,-0.0003253094913889533,-0.00032534944749465955,3.477992823548628e-08,275680.82852274,0.9999781111311722,0.9998712115481508,,1,backbone,,,,,,0
22,4.8142931789887556e-11,2.454014508761562e-05,2.4574524889524137e-05,2.4537670980827624e-05,3.437980190851731e-08,288078.7265541268,1.0001003779091242,1.0015014801747544,,1,backbone,,,,,,0
23,-1.16798908522431e-10,-5.952780468180305e-05,-5.9493600097129935e-05,-5.9530469757194496e-05,3.420458467311605e-08,265914.9172760537,0.9999541376614764,0.9993795655576722,,1,backbone,,,,,,0
24,-1.0148067065429167e-09,-0.0005172233952466381,-0.0005171900796610688,-0.0005172258247771018,3.331558556926486e-08,281372.1415442623,0.9999857971106634,0.9999213856538386,,1,backbone,,,,,,0
25,-1.767518480562498e-09,-0.0009008609231296831,-0.0009008279039853157,-0.0009008609742086637,3.301914436738395e-08,294328.27059197717,0.9999833871485386,0.9999467348807163,,1,backbone,,,,,,0
26,-1.71888909210961e-09,-0.000876074558348638,-0.0008760422912505885,-0.00087607616238733,3.226709804947728e-08,263967.14538905345,0.9999820684297841,0.999945237638224,,1,backbone,,,,,,0
27,-1.076011821747104e-09,-0.0005484130938206976,-0.0005483797403981255,-0.0005484204817638,3.335342257210997e-08,275750.78885763744,0.9999764498137705,0.9999156331821683,,1,backbone,,,,,,0
28,-5.522683852513963e-10,-0.0002814729164883474,-0.0002814396750734448,-0.00028148090351688975,3.324141490258607e-08,285350.68453059124,0.9999664519647471,0.9998483578328742,,1,backbone,,,,,,0
29,-5.197692485813099e-10,-0.0002649090834770762,-0.00026487567239334535,-0.00026491677987641277,3.341108373083532e-08,285946.3713989468,0.9999660792604652,0.9998399607070217,,1,backbone,,,,,,0
30,-6.814163410247338e-10,-0.0003472975286211905,-0.00034726451916255877,-0.0003473047895471388,3.300945863171775e-08,265910.4948586642,0.9999727107789753,0.9998776667458077,,1,backbone,,,,,,0
31,-5.774490601239008e-10,-0.00029430735732398756,-0.00029427409696719536,-0.0002943149547988823,3.326035679220105e-08,264909.9328094919,0.9999687770317238,0.9998557682418399,,1,backbone,,,,,,0
32,-2.3534181738882694e-10,-0.0001199431383695587,-0.00011990816020450934,-0.00011994969442435478,3.4978165049359125e-08,270945.223034133,0.9999431389179844,0.9996515326066231,,1,backbone,,,,,,0
33,-1.460394821623773e-10,-7.44281031924747e-05,-7.439249205466561e-05,-7.44338856063204e-05,3.561113780909623e-08,272520.64688138495,0.9999209469467127,0.9994425211759009,,1,backbone,,,,,,0
34,-6.124637135942995e-10,-0.0003121554123190786,-0.0003121207214731145,-0.0003121611645246151,3.46908459641416e-08,271141.27175698976,0.9999758360805219,0.9998647055143733,,1,backbone,,,,,,0
35,-1.2910837851249947e-09,-0.000658033270306892,-0.000657998801512875,-0.000658036789848023,3.446879401705367e-08,282875.991186534,0.9999825579783264,0.9999301773550859,,1,backbone,,,,,,0
36,-1.514076664561848e-09,-0.0007716874866422483,-0.0007716528018374193,-0.0007716897062416521,3.468480482893884e-08,286731.96743016277,0.999982941496446,0.9999379955646297,,1,backbone,,,,,,0
37,-1.0357243171953114e-09,-0.0005278806258554675,-0.0005278450785527637,-0.0005278869914676028,3.554730270381723e-08,271768.36331934767,0.9999782398152441,0.9999109016189799,,1,backbone,,,,,,0
38,-3.3433680018642306e-10,-0.00017039870928047104,-0.00017036322310055022,-0.00017040558398879118,3.5486179920821235e-08,284513.8090825465,0.9999565251186562,0.9997482803654348,,1,backbone,,,,,,0
39,-1.1156302849582048e-10,-5.685620122626567e-05,-5.6821043770195784e-05,-5.6861831194883284e-05,3.515745606988608e-08,288561.974227131,0.999899943713857,0.9992816481262657,,1,backbone,,,,,,0
40,-5.518042452688663e-10,-0.0002812385949815292,-0.00028120429093379486,-0.00028124434124310587,3.4304047734357024e-08,270678.8619812989,0.9999743997449313,0.9998524279737943,,1,backbone,,,,,,0
41,-1.1593946274373103e-09,-0.000590914360328708,-0.0005908803215901018,-0.0005909184738288442,3.403873860617461e-08,281172.0243634039,0.9999821788484369,0.999924576369496,,1,backbone,,,,,,0
42,-1.3221781375872615e-09,-0.0006738813730182164,-0.0006738472256234949,-0.000673884695850208,3.4147394721529764e-08,283983.30140114477,0.999982684403779,0.9999320125721982,,1,backbone,,,,,,0
43,-9.516847023741717e-10,-0.0004850480176553343,-0.00048501313511579205,-0.0004850541418159079,3.488253954225329e-08,269763.7065148002,0.9999784599377627,0.9999065458449296,,1,backbone,,,,,,0
44,-5.201353441089024e-10,-0.0002650963138819034,-0.0002650611217964238,-0.00026510337109304603,3.519208547963842e-08,277553.72637713474,0.9999685073630448,0.9998357594697498,,1,backbone,,,,,,0
45,-5.181498622772536e-10,-0.00026408456873428855,-0.0002640491647469193,-0.0002640914126178042,3.54039873692283e-08,277589.5667638403,0.9999692317477791,0.9998351728051453,,1,backbone,,,,,,0
46,-9.623078269447875e-10,-0.0004904631323596469,-0.0004904286940894218,-0.0004904684813652729,3.4438270225117806e-08,270864.24719097436,0.9999800802269994,0.9999098658073,,1,backbone,,,,,,0
47,-1.4448735075202382e-09,-0.0007364163137137721,-0.0007363824244666949,-0.0007364189419438908,3.3889247077209875e-08,279326.1461432404,0.9999828970685122,0.99993687871335,,1,backbone,,,,,,0
48,-1.5880568803924055e-09,-0.0008093934325175665,-0.0008093597151364799,-0.0008093951429317989,3.3717381086586715e-08,281836.88837455935,0.9999830116304319,0.9999413547464882,,1,backbone,,,,,,0
49,-1.3807843225003847e-09,-0.0007037505428018929,-0.0007037163620419976,-0.0007037545743310692,3.4180759895326325e-08,266851.907296368,0.9999813377305062,0.9999327692109443,,1,backbone,,,,,,0
50,-1.1017979703123826e-09,-0.0005615567584655692,-0.000561522172536126,-0.0005615630010044007,3.458592944319532e-08,271934.5022927638,0.9999785632050819,0.9999169751509621,,1,backbone,,,,,,0
51,-1.008243974834191e-09,-0.000513874219447136,-0.0005138395538023973,-0.0005138809688069014,3.466564473875774e-08,273638.87174429826,0.9999774217895191,0.9999099639160967,,1,backbone,,,,,,0
52,-1.1451015866247482e-09,-0.0005836279661374919,-0.000583593623258909,-0.0005836336968625302,3.434287858294135e-08,265518.9794377811,0.9999794549026145,0.9999206123265254,,1,backbone,,,,,,0
53,-1.3971164881049393e-09,-0.0007120750222868009,-0.0007120411226091441,-0.0007120786012281712,3.389967765678702e-08,270017.9567645445,0.9999818872977445,0.9999342812694736,,1,backbone,,,,,,0
54,-1.6294847112316386e-09,-0.0008305081857798324,-0.0008304746665900479,-0.0008305096090992936,3.35191897844582e-08,274166.18703983515,0.9999830229967344,0.9999426638271284,,1,backbone,,,,,,0
55,-1.7537787020174845e-09,-0.0008938577559587754,-0.000893824730457387,-0.00089385825989842,3.30255013883049e-08,276385.0739821467,0.999983008770534,0.9999460622429414,,1,backbone,,,,,,0
56,-1.7283501804204527e-09,-0.0008808972702660557,-0.0008808642221749628,-0.0008808981720236276,3.304809109293434e-08,263541.666007635,0.9999827870617009,0.999945271311166,,1,backbone,,,,,,0
57,-1.5736529118932706e-09,-0.0008020510113813316,-0.0008020176136434809,-0.0008020538880702678,3.339773785066176e-08,266375.8910473756,0.9999816731174501,0.9999400334644849,,1,backbone,,,,,,0
58,-1.391085580311331e-09,-0.0007090000313504047,-0.0007089663213528086,-0.0007090048242926327,3.370999759606634e-08,269720.7184448502,0.9999802097507939,0.9999326648580206,,1,backbone,,,,,,0
59,-1.3074730231717989e-09,-0.000666384398182174,-0.0006663505814608526,-0.0006663899189270091,3.38167213214096e-08,271252.58638843475,0.9999794684880934,0.9999287229617796,,1,backbone,,,,,,0
60,-1.3614784212636521e-09,-0.0006939099410278001,-0.0006938762584750472,-0.0006939149181176275,3.3682552752901766e-08,264050.1611624039,0.9999800747053387,0.9999315354358648,,1,backbone,,,,,,0
61,-1.463958110335887e-09,-0.0007461418933279884,-0.0007461084400564729,-0.0007461457936173446,3.345327151545955e-08,265899.11475268076,0.9999810600196678,0.9999362258692062,,1,backbone,,,,,,0
62,-1.5057587515629466e-09,-0.0007674468749164081,-0.000767413505645594,-0.00076745031899497,3.336927081409955e-08,266653.28729271464,0.9999814080291607,0.9999379279505987,,1,backbone,,,,,,0
63,-1.4947390717429303e-09,-0.0007618303489796788,-0.0007617969515843011,-0.0007618339223651843,3.3397395377758425e-08,263275.97872089146,0.999981308441709,0.9999374708981231,,1,backbone,,,,,,0
64,-1.5422115099257979e-09,-0.0007860261380464919,-0.0007859928857542273,-0.0007860291762551737,3.325229226453126e-08,263937.8798524855,0.9999816890122625,0.999939385478356,,1,backbone,,,,,,0
65,-1.7004316034079516e-09,-0.0008666677872246172,-0.0008666349933813815,-0.0008666689770173216,3.279384323568325e-08,266811.1312527937,0.9999826994061911,0.999944861059865,,1,backbone,,,,,,0
66,-1.8622721735379673e-09,-0.0009491540979244446,-0.0009491222125057037,-0.0009491537734793357,3.18854187408759e-08,269750.12328802905,0.9999828981452968,0.9999493052086906,,1,backbone,,,,,,0
67,-1.87726248191763e-09,-0.0009567940421093604,-0.0009567624928334254,-0.0009567938262020572,3.154927593501146e-08,270022.3439179713,0.999982641576648,0.9999496682021276,,1,backbone,,,,,,0
68,-1.7563260734919375e-09,-0.0008951550364919322,-0.0008951231931166525,-0.0008951565716934811,3.184337527971544e-08,265300.6982459883,0.9999818337006998,0.9999462613188158,,1,backbone,,,,,,0
69,-1.6875095649312718e-09,-0.0008600805860287841,-0.0008600485967824848,-0.0008600830297668999,3.1989246299297426e-08,266566.73908573075,0.999981352021182,0.9999441594019274,,1,backbone,,,,,,0
