layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,4.6175781332e-05,1.0056172762e+01,3.4691673567e+08,6.8065063538e-01
1,2,"Layer 2",6.00000000,1.3412646937e-04,2.9760446961e+01,2.7757113279e+08,5.4459456253e-01
2,3,"Layer 3",10.00000000,2.3454424739e-04,4.6906227524e+01,2.2971822949e+08,4.5070716626e-01
3,4,"Layer 4",14.00000000,3.1776577742e-04,6.0206487573e+01,2.0544128978e+08,4.0307581054e-01
4,5,"Layer 5",18.00000000,3.3704163057e-04,6.7202429946e+01,2.0339146773e+08,3.9905405968e-01
