layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,4.7108515223e-05,1.1726726370e+01,3.9628861516e+08,7.7751826294e-01
1,2,"Layer 2",6.00000000,1.3015092874e-04,3.4848899106e+01,3.4854959741e+08,6.8385431012e-01
2,3,"Layer 3",10.00000000,1.8529144017e-04,5.6426520751e+01,3.1308119613e+08,6.1426530680e-01
3,4,"Layer 4",14.00000000,3.3356089189e-04,8.2690305350e+01,2.6891331887e+08,5.2760793163e-01
4,5,"Layer 5",18.00000000,3.6920598924e-04,8.4992064010e+01,2.3525083460e+08,4.6156213748e-01
