layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,4.5351732341e-05,9.3019910285e+00,3.2950506610e+08,6.4648893970e-01
1,2,"Layer 2",6.00000000,1.3160655080e-04,2.7650383053e+01,2.6346897110e+08,5.1692612131e-01
2,3,"Layer 3",10.00000000,2.3105532275e-04,4.3377855915e+01,2.1640331032e+08,4.2458329485e-01
3,4,"Layer 4",14.00000000,3.1133025101e-04,5.5429811526e+01,1.9273393154e+08,3.7814397368e-01
4,5,"Layer 5",18.00000000,3.2380547422e-04,6.1382160497e+01,1.9257721012e+08,3.7783648625e-01
