strain,stress
-5.526690678393168e-09,-2.816642310741603
-6.104709342852326e-09,-3.11123719156833
-6.672943145434791e-09,-3.4008438128836675
-6.9523528972593025e-09,-3.5432476093753302
-6.566600640110885e-09,-3.3466386441226255
-5.473323603395877e-09,-2.789423898186922
-4.228644787085074e-09,-2.1550493162592006
-3.7124661722727075e-09,-1.8919707016582337
-4.466649213167865e-09,-2.2763597356084935
-6.217248626880543e-09,-3.1685897485420598
-8.0066460057119e-09,-4.0805533098485105
-8.823898809108636e-09,-4.497028329283857
-8.242435351348067e-09,-4.200670781038695
-6.640257839286716e-09,-3.3840873637576956
-4.909967544943724e-09,-2.5022198627598407
-3.870912123988703e-09,-1.972655855283268
-3.750964584979873e-09,-1.9115245626965247
-4.09168575698689e-09,-2.085181827862342
-4.185644438247132e-09,-2.13307015954518
-3.733630942254995e-09,-1.9026899750042743
-3.150973453150511e-09,-1.605735068746625
-3.2008152076851935e-09,-1.631140313941444
-4.251054050114506e-09,-2.166419527933453
-5.847618910428868e-09,-2.980138523935889
-7.031207719981726e-09,-3.5833701487401157
-7.129972844082509e-09,-3.6337052972611272
-6.314085308962471e-09,-3.2178682775241314
-5.420748565100431e-09,-2.762560364764636
-5.221927494001042e-09,-2.6612275330866315
-5.799966390823644e-09,-2.955839643640693
-6.583217857557828e-09,-3.3550414319053212
-6.981879312112279e-09,-3.5582273178455486
-6.992705719829566e-09,-3.5637450945816878
-7.150084584660569e-09,-3.643956355673483
-7.840887105398782e-09,-3.9960307522515497
-8.691586128279953e-09,-4.4295946296639634
-8.746739521371488e-09,-4.457697947333678
-7.376879337504736e-09,-3.759516961100101
-5.031235629056502e-09,-2.5640223488708327
-3.005204922030983e-09,-1.531440920569108
-2.375070426320744e-09,-1.2102915231638036
-3.1472916083260844e-09,-1.6038732429743923
-4.45628862444281e-09,-2.27103077618786
-5.51749510261659e-09,-2.811891788783114
-6.2572182914884665e-09,-3.1889010457951246
-6.992692327461941e-09,-3.563742544845336
-7.692088901401069e-09,-3.9201948501513
-7.826281513739558e-09,-3.9885859647860977
-7.044839350815443e-09,-3.59030468027961
-5.821198286920592e-09,-2.9666506148424765
-5.167807682405925e-09,-2.6336389324192453
-5.617571631087294e-09,-2.862872592126517
-6.6042227852265764e-09,-3.365741725740945
-7.004140310846566e-09,-3.5695676756391856
-6.304941645436433e-09,-3.2132035965243837
-5.130498993144913e-09,-2.614623972091128
-4.545060700319745e-09,-2.316246851110753
-4.9112251965045555e-09,-2.502871979049903
-5.5527874153688026e-09,-2.8298593550362137
-5.546312855048482e-09,-2.8265589798569812
-4.716606622054672e-09,-2.4036790580030596
-3.757977893372633e-09,-1.9151007919676244
-3.4513135007251607e-09,-1.7588063147013955
-3.932533847909454e-09,-2.0040725000130792
-4.780681380316578e-09,-2.4363502476522156
-5.652207971699005e-09,-2.880540732661802
-6.5839032408985195e-09,-3.355394066600114
-7.612236914815553e-09,-3.8794967576888637
-8.292589604931977e-09,-4.226242662758831
-7.858333382423842e-09,-4.004912897763481
-5.957727064970493e-09,-3.0362290754228165
-3.170321610351237e-09,-1.6155950739151483
-7.363121359854827e-10,-0.37510212215352223
2.0699321425007297e-10,0.10564651754698491
-8.226088204529617e-10,-0.4191152326039558
-3.5824438031191635e-09,-1.8257118690888017
-7.231824254247889e-09,-3.6856346384446064
-1.0454609130341993e-08,-5.328025227230955
-1.1831411069241294e-08,-6.029612692016207
-1.0655002833356958e-08,-5.4300309092738415
-7.672993426948353e-09,-3.9102098918743136
-4.848677847434241e-09,-2.4707917413493217
-3.967541756529782e-09,-2.021725339578182
-5.200426204361975e-09,-2.650091303248138
