layer,z_mid_m,sw_gamma_max,ref_gamma_max,gamma_max_pct_diff,sw_tau_peak_kpa,ref_tau_peak_kpa,tau_peak_pct_diff,sw_secant_g_over_gmax,ref_secant_g_over_gmax,secant_g_over_gmax_pct_diff,stress_path_nrmse,loop_energy_pct_diff
1,2.0,4.6175781332e-05,2.9259805780019977e-05,57.813013794955104,10.056172762,12.1,-16.89113419834711,0.68065063538,0.8113587690390948,-16.109782582851047,0.26942980273556505,115.1375059330901
2,6.0,0.00013412646937,0.00010238136840577661,31.00671680652419,29.760446961,36.1,-17.561088750692527,0.54459456253,0.6918075144227482,-21.279467022786577,,
3,10.0,0.00023454424739,0.0001855473392878404,26.406688605839005,46.906227524,57.6,-18.565577215277777,0.45070716626,0.6090693643668219,-26.00068356277491,,
4,14.0,0.00031776577742,0.0002599749714841779,22.229372929978087,60.206487573,74.7,-19.402292405622497,0.40307581054,0.5637519610572196,-28.501213586184097,,
5,18.0,0.00033704163057,0.000301760267240939,11.691851830476674,67.202429946,84.9,-20.845194409894006,0.39905405968,0.5520070668117482,-27.708523373652742,,
