layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,4.6176730709e-05,1.0056258856e+01,3.4691323195e+08,6.8064376109e-01
1,2,"Layer 2",6.00000000,1.3413013123e-04,2.9760608420e+01,2.7756558704e+08,5.4458368178e-01
2,3,"Layer 3",10.00000000,2.3455217551e-04,4.6906532226e+01,2.2971243443e+08,4.5069579636e-01
3,4,"Layer 4",14.00000000,3.1777806002e-04,6.0206896700e+01,2.0543515566e+08,4.0306377540e-01
4,5,"Layer 5",18.00000000,3.3705696743e-04,6.7202914007e+01,2.0338414721e+08,3.9903969683e-01
