layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,4.8450813288e-05,1.0129066221e+01,3.3376660866e+08,6.5485008619e-01
1,2,"Layer 2",6.00000000,1.4176700596e-04,2.9904373666e+01,2.6389638393e+08,5.1776470526e-01
2,3,"Layer 3",10.00000000,2.4292072906e-04,4.7471637807e+01,2.2287856579e+08,4.3728774608e-01
3,4,"Layer 4",14.00000000,3.1712968650e-04,6.0217610627e+01,2.0443634486e+08,4.0110410861e-01
4,5,"Layer 5",18.00000000,3.3421277430e-04,6.6510714673e+01,2.0347464626e+08,3.9921725596e-01
