step,substep,layer_index,gamma,tau,kt_exact,branch_id,reason_code,gamma_m_global,f_mrdf,g_ref,g_t_ref,reload_factor,branch_kind
1,0,0,0.0000000000e+00,0.0000000000e+00,2.5481813267e+05,,0,,,,,,
1,1,0,-1.6155871339e-27,0.0000000000e+00,2.5481813267e+05,,0,,,,,,
1,2,0,-2.5849394142e-26,0.0000000000e+00,2.5481813267e+05,,0,,,,,,
1,3,0,-5.2991257992e-25,0.0000000000e+00,2.5481813267e+05,,0,,,,,,
2,0,0,-7.0568846008e-24,0.0000000000e+00,2.5481813267e+05,,0,,,,,,
2,1,0,-6.8759388418e-23,0.0000000000e+00,2.5481813267e+05,,0,,,,,,
2,2,0,-5.5426270920e-22,0.0000000000e+00,2.5481813267e+05,,0,,,,,,
2,3,0,-3.9047060816e-21,0.0000000000e+00,2.5481813267e+05,,0,,,,,,
3,0,0,-2.4597042695e-20,-1.7403959314e-16,2.5481813267e+05,,0,,,,,,
3,1,0,-1.4209846230e-19,-5.0271812900e-15,2.5481813268e+05,,0,,,,,,
3,2,0,-7.5420942725e-19,-1.4675395518e-13,2.5481813269e+05,,0,,,,,,
3,3,0,-3.4086673749e-18,-1.7352984424e-12,2.5481813276e+05,,0,,,,,,
4,0,0,-1.3285983093e-17,-6.7676639255e-12,2.5481813301e+05,,0,,,,,,
4,1,0,-4.6756982176e-17,-2.3829118212e-11,2.5481813386e+05,,0,,,,,,
4,2,0,-1.5237542123e-16,-7.7665017090e-11,2.5481813656e+05,,0,,,,,,
4,3,0,-4.6418313837e-16,-2.3658364845e-10,2.5481814450e+05,,0,,,,,,
5,0,0,-1.3284226409e-15,-6.7707180508e-10,2.5481816652e+05,,0,,,,,,
5,1,0,-3.5860745578e-15,-1.8277620847e-09,2.5481822404e+05,,0,,,,,,
5,2,0,-9.1647963053e-15,-4.6711457593e-09,2.5481836619e+05,,0,,,,,,
5,3,0,-2.2247083143e-14,-1.1338981436e-08,2.5481869952e+05,,0,,,,,,
6,0,0,-5.1444972138e-14,-2.6220678760e-08,2.5481944346e+05,,0,,,,,,
6,1,0,-1.1362192768e-13,-5.7911275035e-08,2.5482102769e+05,,0,,,,,,
6,2,0,-2.4023206442e-13,-1.2244243598e-07,2.5482425365e+05,,0,,,,,,
6,3,0,-4.8722941104e-13,-2.4833303491e-07,2.5483054700e+05,,0,,,,,,
7,0,0,-9.4961898828e-13,-4.8400559615e-07,2.5484232842e+05,,0,,,,,,
7,1,0,-1.7814085036e-12,-9.0795539382e-07,2.5486352194e+05,,0,,,,,,
7,2,0,-3.2208720511e-12,-1.6416269007e-06,2.5490019864e+05,,0,,,,,,
7,3,0,-5.6194661356e-12,-2.8641518239e-06,2.5496131344e+05,,0,,,,,,
8,0,0,-9.4703472928e-12,-4.8268840614e-06,2.5505943167e+05,,0,,,,,,
8,1,0,-1.5429333143e-11,-7.8640830954e-06,2.5521126318e+05,,0,,,,,,
8,2,0,-2.4317744359e-11,-1.2394362390e-05,2.5543773472e+05,,0,,,,,,
8,3,0,-3.7093691484e-11,-1.8906054483e-05,2.5576325835e+05,,0,,,,,,
9,0,0,-5.4777287994e-11,-2.7919092932e-05,2.5621382587e+05,,0,,,,,,
9,1,0,-7.8317572677e-11,-3.9917184431e-05,2.5681361808e+05,,0,,,,,,
9,2,0,-1.0839625146e-10,-5.5247778930e-05,2.5758000424e+05,,0,,,,,,
9,3,0,-1.4517688055e-10,-7.3994232563e-05,2.5851715137e+05,,0,,,,,,
10,0,0,-1.8802769502e-10,-9.5834538919e-05,2.5960896216e+05,,0,,,,,,
10,1,0,-2.3526959730e-10,-1.1991288517e-04,2.6081265398e+05,,0,,,,,,
10,2,0,-2.8402249958e-10,-1.4476133854e-04,2.6205484396e+05,,0,,,,,,
10,3,0,-3.3023488228e-10,-1.6831491508e-04,2.6323230221e+05,,0,,,,,,
11,0,0,-3.6897321275e-10,-1.8805909299e-04,2.6421932621e+05,,0,,,,,,
11,1,0,-3.9501186520e-10,-2.0133048255e-04,2.6488277141e+05,,0,,,,,,
11,2,0,-4.0369923287e-10,-2.0575826172e-04,2.6510411890e+05,,0,,,,,,
11,3,0,-3.9199141706e-10,-1.9979097581e-04,2.5503220635e+05,,1,,,,,,
12,0,0,-3.5947470779e-10,-1.8321773558e-04,2.5562676381e+05,,1,,,,,,
12,1,0,-3.0909058033e-10,-1.5753777593e-04,2.5654802069e+05,,1,,,,,,
12,2,0,-2.4731430029e-10,-1.2605144754e-04,2.5767757837e+05,,1,,,,,,
12,3,0,-1.8369002635e-10,-9.3623255147e-05,2.5884092497e+05,,1,,,,,,
13,0,0,-1.2962526660e-10,-6.6067403661e-05,2.5982947853e+05,,1,,,,,,
13,1,0,-9.6483292440e-11,-4.9175535707e-05,2.6043546655e+05,,1,,,,,,
13,2,0,-9.3262426235e-11,-4.7533918560e-05,2.6049435881e+05,,1,,,,,,
13,3,0,-1.2430160953e-10,-6.3354090401e-05,2.5537928432e+05,,1,,,,,,
14,0,0,-1.8763185830e-10,-9.5632478008e-05,2.5652421941e+05,,1,,,,,,
14,1,0,-2.7441339104e-10,-1.3986355574e-04,2.5809312402e+05,,1,,,,,,
14,2,0,-3.6968898254e-10,-1.8842385263e-04,2.5981558872e+05,,1,,,,,,
14,3,0,-4.5472704379e-10,-2.3176620809e-04,2.6135296965e+05,,1,,,,,,
15,0,0,-5.1072829230e-10,-2.6030900066e-04,2.6236540063e+05,,1,,,,,,
15,1,0,-5.2314485281e-10,-2.6663748725e-04,2.6258987607e+05,,1,,,,,,
15,2,0,-4.8565683007e-10,-2.4753044670e-04,2.5550652835e+05,,1,,,,,,
15,3,0,-4.0267979298e-10,-2.0523842363e-04,2.5703024130e+05,,1,,,,,,
16,0,0,-2.8970562530e-10,-1.4765743552e-04,2.5910479076e+05,,1,,,,,,
16,1,0,-1.7116592128e-10,-8.7239883791e-05,2.6128153689e+05,,1,,,,,,
16,2,0,-7.5651262631e-11,-3.8557853265e-05,2.6303547119e+05,,1,,,,,,
16,3,0,-2.9268415983e-11,-1.4917408688e-05,2.6388719789e+05,,1,,,,,,
17,0,0,-4.8744881054e-11,-2.4844250026e-05,2.5516941062e+05,,1,,,,,,
17,1,0,-1.3617147612e-10,-6.9404149363e-05,2.5674623740e+05,,1,,,,,,
17,2,0,-2.7681342658e-10,-1.4108693277e-04,2.5928285280e+05,,1,,,,,,
17,3,0,-4.4073952620e-10,-2.2463707784e-04,2.6223941446e+05,,1,,,,,,
18,0,0,-5.8873092148e-10,-3.0006543855e-04,2.6490857298e+05,,1,,,,,,
18,1,0,-6.8163110100e-10,-3.4741479318e-04,2.6658410888e+05,,1,,,,,,
18,2,0,-6.9087306846e-10,-3.5212523510e-04,2.6675079572e+05,,1,,,,,,
18,3,0,-6.0734217820e-10,-3.0955090097e-04,2.5636115136e+05,,1,,,,,,
19,0,0,-4.4565257408e-10,-2.2714048078e-04,2.5934794646e+05,,1,,,,,,
19,1,0,-2.4269474577e-10,-1.2369661013e-04,2.6309705513e+05,,1,,,,,,
19,2,0,-5.0496145860e-11,-2.5736783103e-05,2.6664740571e+05,,1,,,,,,
19,3,0,7.6430916827e-11,3.8955291473e-05,2.6899203551e+05,,1,,,,,,
20,0,0,9.6329261198e-11,4.9097052173e-05,2.6935960253e+05,,1,,,,,,
20,1,0,-6.6740787364e-12,-3.4020661893e-06,2.5668052071e+05,,1,,,,,,
20,2,0,-2.1587991812e-10,-1.1003064093e-04,2.6046313216e+05,,1,,,,,,
20,3,0,-4.8347311008e-10,-2.4641780071e-04,2.6530141848e+05,,1,,,,,,
21,0,0,-7.4003266459e-10,-3.7718086975e-04,2.6994019157e+05,,1,,,,,,
21,1,0,-9.1204968321e-10,-4.6485411679e-04,2.7305036832e+05,,1,,,,,,
21,2,0,-9.4326959457e-10,-4.8076618948e-04,2.7361484332e+05,,1,,,,,,
21,3,0,-8.1292081248e-10,-4.1432956015e-04,2.5724723204e+05,,1,,,,,,
22,0,0,-5.4453367502e-10,-2.7753742623e-04,2.6224871484e+05,,1,,,,,,
22,1,0,-2.0331033521e-10,-1.0362270625e-04,2.6860749695e+05,,1,,,,,,
22,2,0,1.1743078428e-10,5.9851893813e-05,2.7458455987e+05,,1,,,,,,
22,3,0,3.2082804348e-10,1.6351857135e-04,2.7837488687e+05,,1,,,,,,
23,0,0,3.3587026557e-10,1.7118521769e-04,2.7865519966e+05,,1,,,,,,
23,1,0,1.4134667688e-10,7.2039786232e-05,2.5836624440e+05,,1,,,,,,
23,2,0,-2.2436056794e-10,-1.1435440176e-04,2.6503672138e+05,,1,,,,,,
23,3,0,-6.6919247467e-10,-3.4107572756e-04,2.7315038158e+05,,1,,,,,,
24,0,0,-1.0674444106e-09,-5.4405508919e-04,2.8041438836e+05,,1,,,,,,
24,1,0,-1.2944042110e-09,-6.5973051501e-04,2.8455405532e+05,,1,,,,,,
24,2,0,-1.2660300864e-09,-6.4526868056e-04,2.5535324061e+05,,1,,,,,,
24,3,0,-9.6736510971e-10,-4.9304429567e-04,2.6098575365e+05,,1,,,,,,
25,0,0,-4.6231098825e-10,-2.3562835956e-04,2.7051049834e+05,,1,,,,,,
25,1,0,1.1638115675e-10,5.9317181154e-05,2.8142388798e+05,,1,,,,,,
25,2,0,5.9999130431e-10,3.0579988734e-04,2.9054408446e+05,,1,,,,,,
25,3,0,8.3428992555e-10,4.2521481498e-04,2.9496259915e+05,,1,,,,,,
26,0,0,7.3063390838e-10,3.7238303891e-04,2.5674254507e+05,,1,,,,,,
26,1,0,2.9741312139e-10,1.5157830063e-04,2.6478541928e+05,,1,,,,,,
26,2,0,-3.5537210906e-10,-1.8113196607e-04,2.7690448088e+05,,1,,,,,,
26,3,0,-1.0367743918e-09,-5.2842455212e-04,2.8955470395e+05,,1,,,,,,
27,0,0,-1.5257894055e-09,-7.7766048281e-04,2.9863318558e+05,,1,,,,,,
27,1,0,-1.6419918447e-09,-8.3688505184e-04,3.0079045517e+05,,1,,,,,,
27,2,0,-1.3088566382e-09,-6.6709176398e-04,2.6117333143e+05,,1,,,,,,
27,3,0,-5.8214617617e-10,-2.9670268735e-04,2.7503663428e+05,,1,,,,,,
28,0,0,3.5758053159e-10,1.8225070320e-04,2.9296338869e+05,,1,,,,,,
28,1,0,1.2408073782e-09,6.3240188143e-04,3.0981209937e+05,,1,,,,,,
28,2,0,1.7857433032e-09,9.1013471169e-04,3.2020736031e+05,,1,,,,,,
28,3,0,1.7951328167e-09,9.1492016605e-04,3.2038647505e+05,,1,,,,,,
29,0,0,1.2281354722e-09,6.2593184647e-04,2.6568861991e+05,,1,,,,,,
29,1,0,2.1503522163e-10,1.0957867253e-04,2.8511158182e+05,,1,,,,,,
29,2,0,-9.7192307929e-10,-4.9537644634e-04,3.0786735551e+05,,1,,,,,,
29,3,0,-1.9769683340e-09,-1.0076083234e-03,3.2713527819e+05,,1,,,,,,
30,0,0,-2.4707636717e-09,-1.2592736487e-03,3.3660182458e+05,,1,,,,,,
30,1,0,-2.2722903148e-09,-1.1581150988e-03,2.5870501745e+05,,1,,,,,,
30,2,0,-1.4097642525e-09,-7.1850335155e-04,2.7559652048e+05,,1,,,,,,
30,3,0,-1.2007551631e-10,-6.1185783509e-05,3.0085307561e+05,,1,,,,,,
31,0,0,1.1960331994e-09,6.0958471086e-04,3.2662653214e+05,,1,,,,,,
31,1,0,2.0892792056e-09,1.0648309441e-03,3.4411875257e+05,,1,,,,,,
31,2,0,2.2244033534e-09,1.1336969715e-03,3.4676483610e+05,,1,,,,,,
31,3,0,1.5079613090e-09,7.6853979377e-04,2.6874223480e+05,,1,,,,,,
32,0,0,1.1693391987e-10,5.9569694749e-05,2.9577653555e+05,,1,,,,,,
32,1,0,-1.5408363082e-09,-7.8533381384e-04,3.2799420622e+05,,1,,,,,,
32,2,0,-2.9100090079e-09,-1.4831348611e-03,3.5460258689e+05,,1,,,,,,
32,3,0,-3.4696068383e-09,-1.7683308568e-03,3.6547760845e+05,,1,,,,,,
33,0,0,-2.9450311407e-09,-1.5009640571e-03,2.6540036582e+05,,1,,,,,,
33,1,0,-1.3982737665e-09,-7.1262174868e-04,2.9660252035e+05,,1,,,,,,
33,2,0,7.8245585892e-10,3.9880912867e-04,3.4059232451e+05,,1,,,,,,
33,3,0,2.9341985344e-09,1.4954312821e-03,3.8399598708e+05,,1,,,,,,
34,0,0,4.3077560982e-09,2.1954379773e-03,4.1170183134e+05,,1,,,,,,
34,1,0,4.3621880590e-09,2.2231778657e-03,4.1279975928e+05,,1,,,,,,
34,2,0,2.9861226112e-09,1.5218266619e-03,2.8327672748e+05,,1,,,,,,
34,3,0,4.9748297533e-10,2.5345739709e-04,3.3474308927e+05,,1,,,,,,
35,0,0,-2.4495810673e-09,-1.2484920751e-03,3.9568735877e+05,,1,,,,,,
35,1,0,-4.9474849793e-09,-2.5214777046e-03,4.4734098884e+05,,1,,,,,,
35,2,0,-6.1312966578e-09,-3.1247567474e-03,4.6955640792e+05,,1,,,,,,
35,3,0,-5.5648865051e-09,-2.8360678562e-03,2.6707736196e+05,,1,,,,,,
36,0,0,-3.3467859187e-09,-1.7055676196e-03,3.1508426500e+05,,1,,,,,,
36,1,0,-4.3240050053e-11,-2.1922007849e-05,3.8658056878e+05,,1,,,,,,
36,2,0,3.3589028948e-09,1.7118809109e-03,4.6020678561e+05,,1,,,,,,
36,3,0,5.7238200741e-09,2.9170366819e-03,5.0287433983e+05,,1,,,,,,
37,0,0,6.2525922286e-09,3.1864914227e-03,5.0958358831e+05,,1,,,,,,
37,1,0,4.8115868625e-09,2.4520424899e-03,2.8609918941e+05,,1,,,,,,
37,2,0,1.8613539888e-09,9.4842598243e-04,3.5013999718e+05,,1,,,,,,
37,3,0,-1.7285164923e-09,-8.8109292563e-04,4.2806134860e+05,,1,,,,,,
38,0,0,-4.7861562886e-09,-2.4392865023e-03,4.8966175938e+05,,1,,,,,,
38,1,0,-6.2500030441e-09,-3.1852456351e-03,5.0958232525e+05,,1,,,,,,
38,2,0,-5.6679308640e-09,-2.8885741361e-03,2.6745281740e+05,,1,,,,,,
38,3,0,-3.2747223681e-09,-1.6688286827e-03,3.1939948905e+05,,1,,,,,,
39,0,0,1.3787231145e-10,7.0386276108e-05,3.9346937127e+05,,1,,,,,,
39,1,0,3.3534785610e-09,1.7091202199e-03,4.6325993350e+05,,1,,,,,,
39,2,0,5.1536466781e-09,2.6264833312e-03,4.9588999842e+05,,1,,,,,,
39,3,0,4.9001715451e-09,2.4972913658e-03,2.6017126545e+05,,1,,,,,,
40,0,0,2.6983702926e-09,1.3750920970e-03,3.0667013741e+05,,1,,,,,,
40,1,0,-7.2809077332e-10,-3.7120725125e-04,3.7902887090e+05,,1,,,,,,
40,2,0,-4.1129747024e-09,-2.0962255563e-03,4.5050578029e+05,,1,,,,,,
40,3,0,-6.0634832067e-09,-3.0902104615e-03,4.8610887557e+05,,1,,,,,,
41,0,0,-5.7561193620e-09,-2.9335524102e-03,2.6145960501e+05,,1,,,,,,
41,1,0,-3.1993656263e-09,-1.6304487687e-03,3.1670429492e+05,,1,,,,,,
41,2,0,8.4814834161e-10,4.3234415583e-04,4.0415575447e+05,,1,,,,,,
41,3,0,4.9267857530e-09,2.5108648176e-03,4.8773147232e+05,,1,,,,,,
42,0,0,7.3246321504e-09,3.7327721471e-03,5.0957562770e+05,,1,,,,,,
42,1,0,6.9414821981e-09,3.5374873592e-03,2.6334846960e+05,,1,,,,,,
42,2,0,3.7158577440e-09,1.8934918993e-03,3.3516068586e+05,,1,,,,,,
42,3,0,-1.4816267820e-09,-7.5531365389e-04,4.5086449788e+05,,1,,,,,,
43,0,0,-6.9313362875e-09,-3.5324192190e-03,5.0956510261e+05,,1,,,,,,
43,1,0,-1.0505502128e-08,-5.3536361176e-03,5.0953530358e+05,,1,,,,,,
43,2,0,-1.0700723853e-08,-5.4531083177e-03,5.0953367609e+05,,1,,,,,,
43,3,0,-7.3407151544e-09,-3.7406155231e-03,3.3404375108e+05,,1,,,,,,
44,0,0,-1.3634565063e-09,-6.9443769933e-04,4.7497006704e+05,,1,,,,,,
44,1,0,5.4547684818e-09,2.7799347560e-03,5.0954130395e+05,,1,,,,,,
44,2,0,1.0693966033e-08,5.4494010902e-03,5.0949504928e+05,,1,,,,,,
44,3,0,1.2330644837e-08,6.2832690019e-03,5.0948060215e+05,,1,,,,,,
45,0,0,9.7110799667e-09,4.9481490186e-03,3.1658625109e+05,,1,,,,,,
45,1,0,3.5027888180e-09,1.7841963159e-03,4.6296364897e+05,,1,,,,,,
45,2,0,-4.5259172976e-09,-2.3069958957e-03,5.0953511135e+05,,1,,,,,,
45,3,0,-1.1718539162e-08,-5.9716608515e-03,5.0947161486e+05,,1,,,,,,
46,0,0,-1.5528247755e-08,-7.9125351600e-03,5.0943799175e+05,,1,,,,,,
46,1,0,-1.4640206800e-08,-7.4599183781e-03,2.7575766346e+05,,1,,,,,,
46,2,0,-9.1790850012e-09,-4.6766465834e-03,4.0452090048e+05,,1,,,,,,
46,3,0,-5.8790279331e-10,-2.9866637039e-04,5.0955203385e+05,,1,,,,,,
47,0,0,8.4147280617e-09,4.2882846359e-03,5.0947255609e+05,,1,,,,,,
47,1,0,1.4730700242e-08,7.5059230443e-03,5.0941681772e+05,,1,,,,,,
47,2,0,1.6293025508e-08,8.3017870277e-03,5.0940303286e+05,,1,,,,,,
47,3,0,1.2723202538e-08,6.4823616802e-03,3.3899202752e+05,,1,,,,,,
48,0,0,5.0765070346e-09,2.5854628045e-03,5.0958491745e+05,,1,,,,,,
48,1,0,-4.3789321107e-09,-2.2324915414e-03,5.0950142663e+05,,1,,,,,,
48,2,0,-1.2490944254e-08,-6.3652828131e-03,5.0942982881e+05,,1,,,,,,
48,3,0,-1.6604339230e-08,-8.4606942277e-03,5.0939353419e+05,,1,,,,,,
49,0,0,-1.5625461062e-08,-7.9617799213e-03,2.7789953919e+05,,1,,,,,,
49,1,0,-9.9123203021e-09,-5.0500770972e-03,4.1260442028e+05,,1,,,,,,
49,2,0,-1.1350588686e-09,-5.7730656920e-04,5.0954736329e+05,,1,,,,,,
49,3,0,7.7680953520e-09,3.9589222053e-03,5.0946876557e+05,,1,,,,,,
50,0,0,1.3714608292e-08,6.9883287267e-03,5.0941628829e+05,,1,,,,,,
50,1,0,1.4928382854e-08,7.6066387493e-03,5.0940557874e+05,,1,,,,,,
50,2,0,1.1318779668e-08,5.7669393241e-03,3.3993006010e+05,,1,,,,,,
50,3,0,4.1177581744e-09,2.0971526058e-03,5.0599076799e+05,,1,,,,,,
51,0,0,-4.3521776418e-09,-2.2187124656e-03,5.0951371000e+05,,1,,,,,,
51,1,0,-1.1189199633e-08,-5.7020625277e-03,5.0945335942e+05,,1,,,,,,
51,2,0,-1.4255490941e-08,-7.2641534225e-03,5.0942629971e+05,,1,,,,,,
51,3,0,-1.2903825171e-08,-6.5752390783e-03,2.8668958175e+05,,1,,,,,,
52,0,0,-7.7356248020e-09,-3.9412697667e-03,4.0854567945e+05,,1,,,,,,
52,1,0,-4.4152656015e-10,-2.2423974194e-04,5.0956198022e+05,,1,,,,,,
52,2,0,6.4505346392e-09,3.2874828450e-03,5.0950112866e+05,,1,,,,,,
52,3,0,1.0630189665e-08,5.4169446602e-03,5.0946423550e+05,,1,,,,,,
53,0,0,1.1003008848e-08,5.6068820835e-03,5.0946094505e+05,,1,,,,,,
53,1,0,7.8422614087e-09,3.9959438249e-03,3.2934678225e+05,,1,,,,,,
53,2,0,2.4348620675e-09,1.2401590839e-03,4.5684074274e+05,,1,,,,,,
53,3,0,-3.3874154426e-09,-1.7267721617e-03,5.0955688747e+05,,1,,,,,,
54,0,0,-7.7196313693e-09,-3.9341997279e-03,5.0951863536e+05,,1,,,,,,
54,1,0,-9.3120943357e-09,-4.7455780778e-03,5.0950457645e+05,,1,,,,,,
54,2,0,-8.0498336020e-09,-4.1022309192e-03,2.8416554271e+05,,1,,,,,,
54,3,0,-4.7708278056e-09,-2.4310570273e-03,3.6039906857e+05,,1,,,,,,
55,0,0,-8.1144608936e-10,-4.1324844500e-04,4.5244493377e+05,,1,,,,,,
55,1,0,2.4116406302e-09,1.2292233728e-03,5.0958188638e+05,,1,,,,,,
55,2,0,3.9088559662e-09,1.9921674153e-03,5.0956884872e+05,,1,,,,,,
55,3,0,3.4939069342e-09,1.7806751919e-03,2.6329353134e+05,,1,,,,,,
56,0,0,1.7166109783e-09,8.7483361384e-04,2.9959447295e+05,,1,,,,,,
56,1,0,-4.3478047279e-10,-2.2164237450e-04,3.4353493275e+05,,1,,,,,,
56,2,0,-1.9600423387e-09,-9.9898433363e-04,3.7468632240e+05,,1,,,,,,
56,3,0,-2.2757530990e-09,-1.1598824943e-03,3.8113419304e+05,,1,,,,,,
57,0,0,-1.3907960080e-09,-7.0883688092e-04,2.7204480042e+05,,1,,,,,,
57,1,0,1.4807253781e-10,7.5481223096e-05,3.0200004698e+05,,1,,,,,,
57,2,0,1.4285221946e-09,7.2807730641e-04,3.2692446011e+05,,1,,,,,,
57,3,0,1.5953797035e-09,8.1311729876e-04,3.3017236721e+05,,1,,,,,,
58,0,0,3.3626164452e-10,1.7137062844e-04,2.7880164790e+05,,1,,,,,,
58,1,0,-2.0109027770e-09,-1.0249007649e-03,3.2350897031e+05,,1,,,,,,
58,2,0,-4.5658877825e-09,-2.3270466787e-03,3.7217301780e+05,,1,,,,,,
58,3,0,-6.0939164958e-09,-3.1057829373e-03,4.0127607847e+05,,1,,,,,,
59,0,0,-5.5882960931e-09,-2.8480773438e-03,2.6575154708e+05,,1,,,,,,
59,1,0,-2.8399998202e-09,-1.4473565692e-03,3.2517849958e+05,,1,,,,,,
59,2,0,1.4748135075e-09,7.5164555917e-04,4.1847328661e+05,,1,,,,,,
59,3,0,5.8847281978e-09,2.9989593176e-03,5.0474151362e+05,,1,,,,,,
60,0,0,8.5102964439e-09,4.3368867291e-03,5.0956569907e+05,,1,,,,,,
60,1,0,7.9998035000e-09,4.0766977597e-03,2.6648735212e+05,,1,,,,,,
60,2,0,4.1793222757e-09,2.1295388282e-03,3.5381550757e+05,,1,,,,,,
60,3,0,-1.9657101819e-09,-1.0020962362e-03,4.9208271117e+05,,1,,,,,,
61,0,0,-8.3397448832e-09,-4.2500939386e-03,5.0953971975e+05,,1,,,,,,
61,1,0,-1.2337722325e-08,-6.2871538066e-03,5.0950550154e+05,,1,,,,,,
61,2,0,-1.2180151027e-08,-6.2068423470e-03,2.5853360334e+05,,1,,,,,,
61,3,0,-7.5701034906e-09,-3.8572751901e-03,3.6723225620e+05,,1,,,,,,
62,0,0,3.5020771762e-10,1.7896999833e-04,5.0957192424e+05,,1,,,,,,
62,1,0,8.9499112322e-09,4.5608108852e-03,5.0949599457e+05,,1,,,,,,
62,2,0,1.4883862332e-08,7.5839797522e-03,5.0944362026e+05,,1,,,,,,
62,3,0,1.5753345698e-08,8.0269291629e-03,5.0943594728e+05,,1,,,,,,
63,0,0,1.1083928687e-08,5.6470983517e-03,3.6491838112e+05,,1,,,,,,
63,1,0,2.1313388366e-09,1.0848299075e-03,5.0956367379e+05,,1,,,,,,
63,2,0,-8.3707323818e-09,-4.2661570845e-03,5.0947095472e+05,,1,,,,,,
63,3,0,-1.6637599890e-08,-8.4775843355e-03,5.0939800283e+05,,1,,,,,,
64,0,0,-1.9503767501e-08,-9.9375681303e-03,5.0937271687e+05,,1,,,,,,
64,1,0,-1.5847377034e-08,-8.0740234775e-03,3.4103173466e+05,,1,,,,,,
64,2,0,-6.6176994697e-09,-3.3704789439e-03,5.0957017454e+05,,1,,,,,,
64,3,0,5.3603220814e-09,2.7325300998e-03,5.0946442636e+05,,1,,,,,,
65,0,0,1.5875178944e-08,8.0889877071e-03,5.0937164658e+05,,1,,,,,,
65,1,0,2.1056037451e-08,1.0727851713e-02,5.0932594979e+05,,1,,,,,,
65,2,0,1.9002133556e-08,9.6810283984e-03,3.0324814317e+05,,1,,,,,,
65,3,0,1.0052162906e-08,5.1198878239e-03,5.0958679597e+05,,1,,,,,,
66,0,0,-3.1828759403e-09,-1.6237397372e-03,5.0946994166e+05,,1,,,,,,
66,1,0,-1.6137165014e-08,-8.2228200952e-03,5.0935563905e+05,,1,,,,,,
66,2,0,-2.4171151306e-08,-1.2314691620e-02,5.0928478712e+05,,1,,,,,,
66,3,0,-2.4485363584e-08,-1.2474714715e-02,5.0928201663e+05,,1,,,,,,
67,0,0,-1.6879644185e-08,-8.5984567831e-03,4.3414586100e+05,,1,,,,,,
67,1,0,-3.5780437292e-09,-1.8205189600e-03,5.0949935245e+05,,1,,,,,,
67,2,0,1.1320691913e-08,5.7693975712e-03,5.0936787978e+05,,1,,,,,,
67,3,0,2.2772156853e-08,1.1601827610e-02,5.0926689207e+05,,1,,,,,,
68,0,0,2.6791699166e-08,1.3648776181e-02,5.0923145804e+05,,1,,,,,,
68,1,0,2.2014831413e-08,1.1214183930e-02,3.6745117209e+05,,1,,,,,,
68,2,0,9.7393132481e-09,4.9587323481e-03,5.0953338389e+05,,1,,,,,,
68,3,0,-6.3580958964e-09,-3.2422912066e-03,5.0939130953e+05,,1,,,,,,
69,0,0,-2.0921993724e-08,-1.0660078640e-02,5.0926286573e+05,,1,,,,,,
69,1,0,-2.9019438268e-08,-1.4783517391e-02,5.0919149109e+05,,1,,,,,,
69,2,0,-2.8059465696e-08,-1.4294238802e-02,2.7745364802e+05,,1,,,,,,
69,3,0,-1.8123909452e-08,-9.2307650965e-03,5.0759741888e+05,,1,,,,,,
70,0,0,-2.0977437337e-09,-1.0651613204e-03,5.0944626796e+05,,1,,,,,,
70,1,0,1.4628376678e-08,7.4546640384e-03,5.0929871968e+05,,1,,,,,,
70,2,0,2.6400679297e-08,1.3449671689e-02,5.0919494315e+05,,1,,,,,,
70,3,0,2.9537927891e-08,1.5047099416e-02,5.0916729736e+05,,1,,,,,,
71,0,0,2.3225956254e-08,1.1830164477e-02,4.0364494568e+05,,1,,,,,,
71,1,0,9.4050126598e-09,4.7874649723e-03,5.0950618705e+05,,1,,,,,,
71,2,0,-7.6660933355e-09,-3.9090830209e-03,5.0935554533e+05,,1,,,,,,
71,3,0,-2.2299751210e-08,-1.1361873460e-02,5.0922651218e+05,,1,,,,,,
72,0,0,-2.9695620107e-08,-1.5127804881e-02,5.0916133361e+05,,1,,,,,,
72,1,0,-2.7719912534e-08,-1.4120835588e-02,3.0140358351e+05,,1,,,,,,
72,2,0,-1.6916425031e-08,-8.6151750113e-03,5.0957111885e+05,,1,,,,,,
72,3,0,-5.5166514071e-10,-2.7734833499e-04,5.0942665758e+05,,1,,,,,,
73,0,0,1.5760790659e-08,8.0314776494e-03,5.0928277256e+05,,1,,,,,,
73,1,0,2.6536875382e-08,1.3519040018e-02,5.0918778409e+05,,1,,,,,,
73,2,0,2.8582255466e-08,1.4560504120e-02,5.0916976021e+05,,1,,,,,,
73,3,0,2.1606620392e-08,1.1005349504e-02,4.1929227998e+05,,1,,,,,,
74,0,0,7.9521741667e-09,4.0475615858e-03,5.0950179799e+05,,1,,,,,,
74,1,0,-8.0444035616e-09,-4.1015942096e-03,5.0936063795e+05,,1,,,,,,
74,2,0,-2.1087820780e-08,-1.0744647217e-02,5.0924561909e+05,,1,,,,,,
74,3,0,-2.7059148094e-08,-1.3785362294e-02,5.0919298737e+05,,1,,,,,,
75,0,0,-2.4475026430e-08,-1.2468306331e-02,3.1574918197e+05,,1,,,,,,
75,1,0,-1.4310402648e-08,-7.2882486809e-03,5.0957138766e+05,,1,,,,,,
75,2,0,1.2730652072e-10,6.7874497459e-05,5.0944393132e+05,,1,,,,,,
75,3,0,1.3745393464e-08,7.0047080137e-03,5.0932379272e+05,,1,,,,,,
76,0,0,2.1991910179e-08,1.1204555285e-02,5.0925108076e+05,,1,,,,,,
