step,substep,layer_index,gamma,tau,kt_exact,branch_id,reason_code,gamma_m_global,f_mrdf,g_ref,g_t_ref,reload_factor,branch_kind
2280,1,0,-1.7048200215e-06,-8.4687056185e-01,4.7874184357e+05,,1,,,,,,
2280,2,0,-1.7990866609e-06,-8.9196707904e-01,4.7804499860e+05,,1,,,,,,
2280,3,0,-1.8852661795e-06,-9.3313740534e-01,4.7741041477e+05,,1,,,,,,
2281,0,0,-1.9634235589e-06,-9.7042812846e-01,4.7683693683e+05,,1,,,,,,
2281,1,0,-2.0337866958e-06,-1.0039617557e+00,4.7632229527e+05,,1,,,,,,
2281,2,0,-2.0967219150e-06,-1.0339247533e+00,4.7586329702e+05,,1,,,,,,
2281,3,0,-2.1526914265e-06,-1.0605471905e+00,4.7545613939e+05,,1,,,,,,
2282,0,0,-2.2022053886e-06,-1.0840800070e+00,4.7509675523e+05,,1,,,,,,
2282,1,0,-2.2457824326e-06,-1.1047764390e+00,4.7478109086e+05,,1,,,,,,
2282,2,0,-2.2839289802e-06,-1.1228824355e+00,4.7450524532e+05,,1,,,,,,
2282,3,0,-2.3171407540e-06,-1.1386376132e+00,4.7426544903e+05,,1,,,,,,
2283,0,0,-2.3459218652e-06,-1.1522845126e+00,4.7405791716e+05,,1,,,,,,
2283,1,0,-2.3708103545e-06,-1.1640808667e+00,4.7387865854e+05,,1,,,,,,
2283,2,0,-2.3923961442e-06,-1.1743082351e+00,4.7372334103e+05,,1,,,,,,
2283,3,0,-2.4113189568e-06,-1.1832711257e+00,4.7358730170e+05,,1,,,,,,
2284,0,0,-2.4282394127e-06,-1.1912834101e+00,4.7346575018e+05,,1,,,,,,
2284,1,0,-2.4437845419e-06,-1.1986426288e+00,4.7335415551e+05,,1,,,,,,
2284,2,0,-2.4584769356e-06,-1.2055965599e+00,4.7324875004e+05,,1,,,,,,
2284,3,0,-2.4726623438e-06,-1.2123090651e+00,4.7314704405e+05,,1,,,,,,
2285,0,0,-2.4864520525e-06,-1.2188329436e+00,4.7304823372e+05,,1,,,,,,
2285,1,0,-2.4996933963e-06,-1.2250961100e+00,4.7295340704e+05,,1,,,,,,
2285,2,0,-2.5119751566e-06,-1.2309042704e+00,4.7286549984e+05,,1,,,,,,
2285,3,0,-2.5226662607e-06,-1.2359593157e+00,4.7278901504e+05,,1,,,,,,
2286,0,0,-2.5309782677e-06,-1.2398888942e+00,4.7272957436e+05,,1,,,,,,
2286,1,0,-2.5360394639e-06,-1.2422813797e+00,4.7269339105e+05,,1,,,,,,
2286,2,0,-2.5369547481e-06,-1.2427140255e+00,4.7268684837e+05,,1,,,,,,
2286,3,0,-2.5327416392e-06,-1.2405667496e+00,3.5392425190e+05,,1,,,,,,
2287,0,0,-2.5218697150e-06,-1.2350264283e+00,5.0955106983e+05,,1,,,,,,
2287,1,0,-2.5025365410e-06,-1.2251768348e+00,5.0938083653e+05,,1,,,,,,
2287,2,0,-2.4734849258e-06,-1.2103822113e+00,5.0912533043e+05,,1,,,,,,
2287,3,0,-2.4336633132e-06,-1.1901149839e+00,5.0877568804e+05,,1,,,,,,
2288,0,0,-2.3820265303e-06,-1.1638551291e+00,5.0832330957e+05,,1,,,,,,
2288,1,0,-2.3179118778e-06,-1.1312821226e+00,5.0776318588e+05,,1,,,,,,
2288,2,0,-2.2411563775e-06,-1.0923341688e+00,5.0709490474e+05,,1,,,,,,
2288,3,0,-2.1521621467e-06,-1.0472400138e+00,5.0632315223e+05,,1,,,,,,
2289,0,0,-2.0519017139e-06,-9.9651925925e-01,5.0545764232e+05,,1,,,,,,
2289,1,0,-1.9418688655e-06,-9.4095435771e-01,5.0451254032e+05,,1,,,,,,
2289,2,0,-1.8239901532e-06,-8.8154247768e-01,5.0350553762e+05,,1,,,,,,
2289,3,0,-1.7005148949e-06,-8.1943681468e-01,5.0245675826e+05,,1,,,,,,
2290,0,0,-1.5738976138e-06,-7.5588485900e-01,5.0138763963e+05,,1,,,,,,
2290,1,0,-1.4466791408e-06,-6.9216707885e-01,5.0031985508e+05,,1,,,,,,
2290,2,0,-1.3213650618e-06,-6.2953553509e-01,4.9927427470e+05,,1,,,,,,
2290,3,0,-1.2002964431e-06,-5.6914994421e-01,4.9826992321e+05,,1,,,,,,
2291,0,0,-1.0855096585e-06,-5.1200954374e-01,4.9732290455e+05,,1,,,,,,
2291,1,0,-9.7858912499e-07,-4.5888246918e-01,4.9644531505e+05,,1,,,,,,
2291,2,0,-8.8052616728e-07,-4.1023888165e-01,4.9564423774e+05,,1,,,,,,
2291,3,0,-7.9160533322e-07,-3.6619796201e-01,4.9492097057e+05,,1,,,,,,
2292,0,0,-7.1134275228e-07,-3.2650044177e-01,4.9427066543e+05,,1,,,,,,
2292,1,0,-6.3849752260e-07,-2.9051661556e-01,4.9368252841e+05,,1,,,,,,
2292,2,0,-5.7116671299e-07,-2.5729482342e-01,4.9314065649e+05,,1,,,,,,
2292,3,0,-5.0695963178e-07,-2.2564824892e-01,4.9262547550e+05,,1,,,,,,
2293,0,0,-4.4323131470e-07,-1.9427031065e-01,4.9211562631e+05,,1,,,,,,
2293,1,0,-3.7734290468e-07,-1.6186291833e-01,4.9159004905e+05,,1,,,,,,
2293,2,0,-3.0691110755e-07,-1.2725908250e-01,4.9102996782e+05,,1,,,,,,
2293,3,0,-2.3001175039e-07,-8.9522641795e-02,4.9042049529e+05,,1,,,,,,
2294,0,0,-1.4531288386e-07,-4.8012925324e-02,4.8975165654e+05,,1,,,,,,
2294,1,0,-5.2128004903e-08,-2.4096487471e-03,4.8901875411e+05,,1,,,,,,
2294,2,0,4.9604252166e-08,4.7298779982e-02,4.8822212770e+05,,1,,,,,,
2294,3,0,1.5939527711e-07,1.0085417654e-01,4.8736646583e+05,,1,,,,,,
2295,0,0,2.7631178299e-07,1.5778231638e-01,4.8645987828e+05,,1,,,,,,
2295,1,0,3.9908761778e-07,2.1744964896e-01,4.8551292759e+05,,1,,,,,,
2295,2,0,5.2622536308e-07,2.7911461851e-01,4.8453775979e+05,,1,,,,,,
2295,3,0,6.5608080334e-07,3.4197011803e-01,4.8354739236e+05,,1,,,,,,
2296,0,0,7.8693260517e-07,4.0517818361e-01,4.8255514242e+05,,1,,,,,,
2296,1,0,9.1704534678e-07,4.6790087374e-01,4.8157413246e+05,,1,,,,,,
2296,2,0,1.0447348938e-06,5.2933167862e-01,4.8061680490e+05,,1,,,,,,
2296,3,0,1.1684412908e-06,5.8872994665e-01,4.7969440626e+05,,1,,,,,,
2297,0,0,1.2868076104e-06,6.4545760272e-01,4.7881645118e+05,,1,,,,,,
2297,1,0,1.3987561980e-06,6.9901414276e-01,4.7799022555e+05,,1,,,,,,
2297,2,0,1.5035490617e-06,7.4906374119e-01,4.7722041879e+05,,1,,,,,,
2297,3,0,1.6008185425e-06,7.9544809807e-01,4.7650897639e+05,,1,,,,,,
2298,0,0,1.6905582931e-06,8.3818054209e-01,4.7585523413e+05,,1,,,,,,
2298,1,0,1.7730720272e-06,8.7742041099e-01,4.7525634282e+05,,1,,,,,,
2298,2,0,1.8488864440e-06,9.1343089303e-01,4.7470793146e+05,,1,,,,,,
2298,3,0,1.9186426930e-06,9.4652718394e-01,4.7420490391e+05,,1,,,,,,
2299,0,0,1.9829855307e-06,9.7702398120e-01,4.7374223385e+05,,1,,,,,,
2299,1,0,2.0424695960e-06,1.0051914013e+00,4.7331562364e+05,,1,,,,,,
2299,2,0,2.0974979360e-06,1.0312263375e+00,4.7292192493e+05,,1,,,,,,
2299,3,0,2.1483001971e-06,1.0552426253e+00,4.7255927386e+05,,1,,,,,,
2300,0,0,2.1949488071e-06,1.0772791047e+00,4.7222695792e+05,,1,,,,,,
2300,1,0,2.2374033534e-06,1.0973208759e+00,4.7192508732e+05,,1,,,,,,
2300,2,0,2.2755682095e-06,1.1153266577e+00,4.7165417861e+05,,1,,,,,,
2300,3,0,2.3093473820e-06,1.1312547008e+00,4.7141476376e+05,,1,,,,,,
2301,0,0,2.3386835295e-06,1.1450811472e+00,4.7120711511e+05,,1,,,,,,
2301,1,0,2.3635740340e-06,1.1568075394e+00,4.7103113433e+05,,1,,,,,,
2301,2,0,2.3840640878e-06,1.1664575096e+00,4.7088640350e+05,,1,,,,,,
2301,3,0,2.4002230081e-06,1.1740656038e+00,4.7077235318e+05,,1,,,,,,
2302,0,0,2.4121138081e-06,1.1796629649e+00,4.7068847676e+05,,1,,,,,,
2302,1,0,2.4197666275e-06,1.1832648523e+00,4.7063451670e+05,,1,,,,,,
2302,2,0,2.4231641099e-06,1.1848637841e+00,4.7061056658e+05,,1,,,,,,
2302,3,0,2.4222422087e-06,1.1843939095e+00,2.7653762123e+05,,1,,,,,,
2303,0,0,2.4167945563e-06,1.1816175036e+00,4.0487425176e+05,,1,,,,,,
2303,1,0,2.4063033056e-06,1.1762713566e+00,5.0953520287e+05,,1,,,,,,
2303,2,0,2.3902925145e-06,1.1681144254e+00,5.0939401219e+05,,1,,,,,,
2303,3,0,2.3686963046e-06,1.1571155005e+00,5.0920374081e+05,,1,,,,,,
2304,0,0,2.3415097414e-06,1.1432752538e+00,5.0896450000e+05,,1,,,,,,
2304,1,0,2.3086323352e-06,1.1265465719e+00,5.0867560170e+05,,1,,,,,,
2304,2,0,2.2699846239e-06,1.1068939775e+00,5.0833658772e+05,,1,,,,,,
2304,3,0,2.2254640438e-06,1.0842712170e+00,5.0794684369e+05,,1,,,,,,
2305,0,0,2.1749106102e-06,1.0586039257e+00,5.0750530344e+05,,1,,,,,,
2305,1,0,2.1181016564e-06,1.0297871444e+00,5.0701041178e+05,,1,,,,,,
2305,2,0,2.0547844920e-06,9.9770210411e-01,5.0646041910e+05,,1,,,,,,
2305,3,0,1.9847417939e-06,9.6224950155e-01,5.0585395555e+05,,1,,,,,,
2306,0,0,1.9078719711e-06,9.2339010519e-01,5.0519072286e+05,,1,,,,,,
2306,1,0,1.8242602155e-06,8.8118028580e-01,5.0447208810e+05,,1,,,,,,
2306,2,0,1.7342178689e-06,8.3579115862e-01,5.0370138641e+05,,1,,,,,,
2306,3,0,1.6382774618e-06,7.8750509147e-01,5.0288383077e+05,,1,,,,,,
2307,0,0,1.5371449484e-06,7.3669059573e-01,5.0202605400e+05,,1,,,,,,
2307,1,0,1.4316243720e-06,6.8376354683e-01,5.0113542603e+05,,1,,,,,,
2307,2,0,1.3225387794e-06,6.2914690046e-01,5.0021935780e+05,,1,,,,,,
2307,3,0,1.2106717937e-06,5.7324118840e-01,4.9928479969e+05,,1,,,,,,
2308,0,0,1.0967467434e-06,5.1641411939e-01,4.9833806962e+05,,1,,,,,,
2308,1,0,9.8144720407e-07,4.5901096203e-01,4.9738503119e+05,,1,,,,,,
2308,2,0,8.6546855791e-07,4.0138026328e-01,4.9643152324e+05,,1,,,,,,
2308,3,0,7.4957931702e-07,3.4390415297e-01,4.9548385732e+05,,1,,,,,,
2309,0,0,6.3466684473e-07,2.8702062956e-01,4.9454917469e+05,,1,,,,,,
2309,1,0,5.2174589458e-07,2.3122729910e-01,4.9363549453e+05,,1,,,,,,
2309,2,0,4.1191871403e-07,1.7706129614e-01,4.9275137567e+05,,1,,,,,,
2309,3,0,3.0628907070e-07,1.2505687002e-01,4.9190522526e+05,,1,,,,,,
2310,0,0,2.0584538384e-07,7.5688346558e-02,4.9110438658e+05,,1,,,,,,
2310,1,0,1.1133660188e-07,2.9310144920e-02,4.9035419687e+05,,1,,,,,,
2310,2,0,2.3166494373e-08,-1.3893689697e-02,4.8965721242e+05,,1,,,,,,
2310,3,0,-5.8672440408e-08,-5.3940326759e-02,4.8901275601e+05,,1,,,,,,
2311,0,0,-1.3461344814e-07,-9.1053808612e-02,4.8841686668e+05,,1,,,,,,
2311,1,0,-2.0547739949e-07,-1.2564530973e-01,4.8786264819e+05,,1,,,,,,
2311,2,0,-2.7239091946e-07,-1.5827245297e-01,4.8734094087e+05,,1,,,,,,
2311,3,0,-3.3667589387e-07,-1.8958508176e-01,4.8684119796e+05,,1,,,,,,
2312,0,0,-3.9972728936e-07,-2.2026568251e-01,4.8635243766e+05,,1,,,,,,
2312,1,0,-4.6289405716e-07,-2.5097156488e-01,4.8586415971e+05,,1,,,,,,
2312,2,0,-5.2737337029e-07,-2.8228372067e-01,4.8536715032e+05,,1,,,,,,
2312,3,0,-5.9412362820e-07,-3.1466497227e-01,4.8485413461e+05,,1,,,,,,
2313,0,0,-6.6379828544e-07,-3.4842840914e-01,4.8432026087e+05,,1,,,,,,
2313,1,0,-7.3670144347e-07,-3.8371657614e-01,4.8376340908e+05,,1,,,,,,
2313,2,0,-8.1276697214e-07,-4.2049225807e-01,4.8318431066e+05,,1,,,,,,
2313,3,0,-8.9156446357e-07,-4.5854240084e-01,4.8258645703e+05,,1,,,,,,
2314,0,0,-9.7233595959e-07,-4.9749695287e-01,4.8197577229e+05,,1,,,,,,
2314,1,0,-1.0540658495e-06,-5.3686360229e-01,4.8136003996e+05,,1,,,,,,
2314,2,0,-1.1355822013e-06,-5.7607735997e-01,4.8074810612e+05,,1,,,,,,
2314,3,0,-1.2156817660e-06,-6.1456106250e-01,4.8014892558e+05,,1,,,,,,
2315,0,0,-1.2932646135e-06,-6.5178993466e-01,4.7957056084e+05,,1,,,,,,
2315,1,0,-1.3674598265e-06,-6.8735131160e-01,4.7901927151e+05,,1,,,,,,
2315,2,0,-1.4377226497e-06,-7.2099026455e-01,4.7849883362e+05,,1,,,,,,
2315,3,0,-1.5038867943e-06,-7.5263355743e-01,4.7801019944e+05,,1,,,,,,
2316,0,0,-1.5661628826e-06,-7.8238787470e-01,4.7755155339e+05,,1,,,,,,
2316,1,0,-1.6250837488e-06,-8.1051286952e-01,4.7711875000e+05,,1,,,,,,
2316,2,0,-1.6814072049e-06,-8.3737421913e-01,4.7670605085e+05,,1,,,,,,
2316,3,0,-1.7359945192e-06,-8.6338542672e-01,4.7630702507e+05,,1,,,,,,
2317,0,0,-1.7896863656e-06,-8.8894871392e-01,4.7591545575e+05,,1,,,,,,
2317,1,0,-1.8431965956e-06,-9.1440463804e-01,4.7552610607e+05,,1,,,,,,
2317,2,0,-1.8970383586e-06,-9.3999727521e-01,4.7513524261e+05,,1,,,,,,
2317,3,0,-1.9514884942e-06,-9.6585771245e-01,4.7474087577e+05,,1,,,,,,
2318,0,0,-2.0065870851e-06,-9.9200429287e-01,4.7434274342e+05,,1,,,,,,
2318,1,0,-2.0621619267e-06,-1.0183546785e+00,4.7394211485e+05,,1,,,,,,
2318,2,0,-2.1178641565e-06,-1.0447431493e+00,4.7354151662e+05,,1,,,,,,
2318,3,0,-2.1732020131e-06,-1.0709369315e+00,4.7314447564e+05,,1,,,,,,
2319,0,0,-2.2275640539e-06,-1.0966474493e+00,4.7275534160e+05,,1,,,,,,
2319,1,0,-2.2802295770e-06,-1.1215354480e+00,4.7237920426e+05,,1,,,,,,
2319,2,0,-2.3303703884e-06,-1.1452119627e+00,4.7202187536e+05,,1,,,,,,
2319,3,0,-2.3770525030e-06,-1.1672391899e+00,4.7168987374e+05,,1,,,,,,
2320,0,0,-2.4192476268e-06,-1.1871358811e+00,4.7139034487e+05,,1,,,,,,
2320,1,0,-2.4558620888e-06,-1.2043908331e+00,4.7113086194e+05,,1,,,,,,
2320,2,0,-2.4857860589e-06,-1.2184857696e+00,4.7091909029e+05,,1,,,,,,
2320,3,0,-2.5079599041e-06,-1.2289261183e+00,4.7076233784e+05,,1,,,,,,
2321,0,0,-2.5214491912e-06,-1.2352757238e+00,4.7066705007e+05,,1,,,,,,
2321,1,0,-2.5255166267e-06,-1.2371900733e+00,4.7063832845e+05,,1,,,,,,
2321,2,0,-2.5196786801e-06,-1.2342147155e+00,3.9215120990e+05,,1,,,,,,
2321,3,0,-2.5032550588e-06,-1.2258458920e+00,5.0948784949e+05,,1,,,,,,
2322,0,0,-2.4755303527e-06,-1.2117238746e+00,5.0924384845e+05,,1,,,,,,
2322,1,0,-2.4365994035e-06,-1.1919051892e+00,5.0890177688e+05,,1,,,,,,
2322,2,0,-2.3869479699e-06,-1.1666482986e+00,5.0846644441e+05,,1,,,,,,
2322,3,0,-2.3271058208e-06,-1.1362362394e+00,5.0794315086e+05,,1,,,,,,
2323,0,0,-2.2579246830e-06,-1.1011170272e+00,5.0734007474e+05,,1,,,,,,
2323,1,0,-2.1805375352e-06,-1.0618814537e+00,5.0666784331e+05,,1,,,,,,
2323,2,0,-2.0962601372e-06,-1.0192115570e+00,5.0593859949e+05,,1,,,,,,
2323,3,0,-2.0064522948e-06,-9.7380907799e-01,5.0516473892e+05,,1,,,,,,
2324,0,0,-1.9123677172e-06,-9.2631886652e-01,5.0435758375e+05,,1,,,,,,
2324,1,0,-1.8150240302e-06,-8.7726333330e-01,5.0352627151e+05,,1,,,,,,
2324,2,0,-1.7151186830e-06,-8.2700082034e-01,5.0267707360e+05,,1,,,,,,
2324,3,0,-1.6130048777e-06,-7.7571469205e-01,5.0181324856e+05,,1,,,,,,
2325,0,0,-1.5087283382e-06,-7.2343314992e-01,5.0093541753e+05,,1,,,,,,
2325,1,0,-1.4021145359e-06,-6.7007416731e-01,5.0004235539e+05,,1,,,,,,
2325,2,0,-1.2928892572e-06,-6.1550665967e-01,4.9913203952e+05,,1,,,,,,
2325,3,0,-1.1808134991e-06,-5.5961817752e-01,4.9820278779e+05,,1,,,,,,
2326,0,0,-1.0658153125e-06,-5.0238034487e-01,4.9725433690e+05,,1,,,,,,
2326,1,0,-9.4810428118e-07,-4.4390490715e-01,4.9628874296e+05,,1,,,,,,
2326,2,0,-8.2825701259e-07,-3.8448470093e-01,4.9531101326e+05,,1,,,,,,
2326,3,0,-7.0726354694e-07,-3.2461474542e-01,4.9432939689e+05,,1,,,,,,
2327,0,0,-5.8652551223e-07,-2.6498924743e-01,4.9335527526e+05,,1,,,,,,
2327,1,0,-4.6779858254e-07,-2.0647129563e-01,4.9240261317e+05,,1,,,,,,
2327,2,0,-3.5307588100e-07,-1.5003410683e-01,4.9148696708e+05,,1,,,,,,
2327,3,0,-2.4441616415e-07,-9.6676190746e-02,4.9062410220e+05,,1,,,,,,
2328,0,0,-1.4373035830e-07,-4.7317399758e-02,4.8982833939e+05,,1,,,,,,
2328,1,0,-5.2550359165e-08,-2.6875869554e-03,4.8911081987e+05,,1,,,,,,
2328,2,0,2.8187824431e-08,3.6776766783e-02,4.8847792431e+05,,1,,,,,,
2328,3,0,9.8311252942e-08,7.1011295229e-02,4.8793009583e+05,,1,,,,,,
2329,0,0,1.5849572929e-07,1.0036299823e-01,4.8746128512e+05,,1,,,,,,
2329,1,0,2.1024860427e-07,1.2558011128e-01,4.8705916122e+05,,1,,,,,,
2329,2,0,2.5578326820e-07,1.4775014569e-01,4.8670612137e+05,,1,,,,,,
2329,3,0,2.9779818890e-07,1.6819223253e-01,4.8638100638e+05,,1,,,,,,
2330,0,0,3.3919021937e-07,1.8831791113e-01,4.8606130596e+05,,1,,,,,,
2330,1,0,3.8274362045e-07,2.0948021977e-01,4.8572554692e+05,,1,,,,,,
2330,2,0,4.3084019149e-07,2.3283305099e-01,4.8535551829e+05,,1,,,,,,
2330,3,0,4.8523119516e-07,2.5922066561e-01,4.8493801424e+05,,1,,,,,,
2331,0,0,5.4689952247e-07,2.8911141644e-01,4.8446586507e+05,,1,,,,,,
2331,1,0,6.1602362085e-07,3.2258143428e-01,4.8393816090e+05,,1,,,,,,
2331,2,0,6.9203694439e-07,3.5934518485e-01,4.8335971889e+05,,1,,,,,,
2331,3,0,7.7376190679e-07,3.9882239948e-01,4.8273996896e+05,,1,,,,,,
2332,0,0,8.5958837184e-07,4.4022641893e-01,4.8209150689e+05,,1,,,,,,
2332,1,0,9.4766481547e-07,4.8265811074e-01,4.8142857598e+05,,1,,,,,,
2332,2,0,1.0360748599e-06,5.2519191049e-01,4.8076569598e+05,,1,,,,,,
2332,3,0,1.1229808885e-06,5.6694512336e-01,4.8011657840e+05,,1,,,,,,
2333,0,0,1.2067271151e-06,6.0712696348e-01,4.7949337894e+05,,1,,,,,,
2333,1,0,1.2859040650e-06,6.4506852981e-01,4.7890626062e+05,,1,,,,,,
2333,2,0,1.3593829047e-06,6.8023804312e-01,4.7836319264e+05,,1,,,,,,
2333,3,0,1.4263305319e-06,7.1224680289e-01,4.7786989405e+05,,1,,,,,,
2334,0,0,1.4862150622e-06,7.4085063491e-01,4.7742984418e+05,,1,,,,,,
2334,1,0,1.5388074968e-06,7.6594969059e-01,4.7704431319e+05,,1,,,,,,
2334,2,0,1.5841805792e-06,7.8758712892e-01,4.7671240337e+05,,1,,,,,,
2334,3,0,1.6227017655e-06,8.0594523688e-01,4.7643112291e+05,,1,,,,,,
2335,0,0,1.6550150347e-06,8.2133647653e-01,4.7619553045e+05,,1,,,,,,
2335,1,0,1.6820064524e-06,8.3418701587e-01,4.7599898880e+05,,1,,,,,,
2335,2,0,1.7047507416e-06,8.4501139268e-01,4.7583354936e+05,,1,,,,,,
2335,3,0,1.7244398031e-06,8.5437869975e-01,4.7569046321e+05,,1,,,,,,
2336,0,0,1.7422980754e-06,8.6287255145e-01,4.7556078605e+05,,1,,,,,,
2336,1,0,1.7594927555e-06,8.7104859412e-01,4.7543602099e+05,,1,,,,,,
2336,2,0,1.7770484581e-06,8.7939408996e-01,4.7530873082e+05,,1,,,,,,
2336,3,0,1.7957755893e-06,8.8829398819e-01,4.7517305213e+05,,1,,,,,,
2337,0,0,1.8162197195e-06,8.9800697477e-01,4.7502505742e+05,,1,,,,,,
2337,1,0,1.8386361447e-06,9.0865352088e-01,4.7486293348e+05,,1,,,,,,
2337,2,0,1.8629903283e-06,9.2021627671e-01,4.7468697036e+05,,1,,,,,,
2337,3,0,1.8889817264e-06,9.3255161627e-01,4.7449937925e+05,,1,,,,,,
2338,0,0,1.9160860932e-06,9.4540997268e-01,4.7430397618e+05,,1,,,,,,
2338,1,0,1.9436099587e-06,9.5846192327e-01,4.7410577910e+05,,1,,,,,,
2338,2,0,1.9707505317e-06,9.7132677603e-01,4.7391056887e+05,,1,,,,,,
2338,3,0,1.9966546098e-06,9.8360058137e-01,4.7372446183e+05,,1,,,,,,
2339,0,0,2.0204709463e-06,9.9488092662e-01,4.7355353445e+05,,1,,,,,,
2339,1,0,2.0413917327e-06,1.0047864695e+00,4.7340353042e+05,,1,,,,,,
2339,2,0,2.0586803069e-06,1.0129698707e+00,4.7327966999e+05,,1,,,,,,
2339,3,0,2.0716837761e-06,1.0191235428e+00,4.7318656904e+05,,1,,,,,,
2340,0,0,2.0798305781e-06,1.0229782625e+00,4.7312826648e+05,,1,,,,,,
2340,1,0,2.0826132352e-06,1.0242947886e+00,4.7310835700e+05,,1,,,,,,
2340,2,0,2.0795485449e-06,1.0227328064e+00,3.2702216964e+05,,1,,,,,,
2340,3,0,2.0696967396e-06,1.0177121938e+00,5.0956999788e+05,,1,,,,,,
2341,0,0,2.0517615178e-06,1.0085743618e+00,5.0941180726e+05,,1,,,,,,
2341,1,0,2.0247981255e-06,9.9484209509e-01,5.0917424679e+05,,1,,,,,,
2341,2,0,1.9878125745e-06,9.7601602382e-01,5.0884889236e+05,,1,,,,,,
2341,3,0,1.9395301869e-06,9.5145782103e-01,5.0842504017e+05,,1,,,,,,
2342,0,0,1.8788175069e-06,9.2060611913e-01,5.0789347338e+05,,1,,,,,,
2342,1,0,1.8048768883e-06,8.8307603246e-01,5.0724819519e+05,,1,,,,,,
2342,2,0,1.7174201197e-06,8.3874701373e-01,5.0648792862e+05,,1,,,,,,
2342,3,0,1.6167871724e-06,7.8782149530e-01,5.0561707127e+05,,1,,,,,,
2343,0,0,1.5039858152e-06,7.3084202863e-01,5.0464589559e+05,,1,,,,,,
2343,1,0,1.3806427761e-06,6.6866265764e-01,5.0358993676e+05,,1,,,,,,
2343,2,0,1.2488742519e-06,6.0237930642e-01,5.0246867682e+05,,1,,,,,,
2343,3,0,1.1110991468e-06,5.3323196728e-01,5.0130377328e+05,,1,,,,,,
2344,0,0,9.6982889834e-07,4.6249656926e-01,5.0011716046e+05,,1,,,,,,
2344,1,0,8.2747067194e-07,3.9138541951e-01,4.9892935368e+05,,1,,,,,,
2344,2,0,6.8617537575e-07,3.2097187895e-01,4.9775821489e+05,,1,,,,,,
2344,3,0,5.4774970729e-07,2.5214834675e-01,4.9661831399e+05,,1,,,,,,
2345,0,0,4.1363535937e-07,1.8561837363e-01,4.9552087616e+05,,1,,,,,,
2345,1,0,2.8494262932e-07,1.2191585812e-01,4.9447417700e+05,,1,,,,,,
2345,2,0,1.6251398234e-07,6.1438714372e-02,4.9348416317e+05,,1,,,,,,
2345,3,0,4.6988510193e-08,4.4824394376e-03,4.9255505393e+05,,1,,,,,,
2346,0,0,-6.1158259003e-08,-4.8738967560e-02,4.9168972062e+05,,1,,,,,,
2346,1,0,-1.6161420053e-07,-9.8091908393e-02,4.9088973415e+05,,1,,,,,,
2346,2,0,-2.5427045690e-07,-1.4354185422e-01,4.9015508853e+05,,1,,,,,,
2346,3,0,-3.3928701563e-07,-1.8518459556e-01,4.8948372164e+05,,1,,,,,,
2347,0,0,-4.1715898517e-07,-2.2327778686e-01,4.8887103237e+05,,1,,,,,,
2347,1,0,-4.8875481466e-07,-2.5825880514e-01,4.8830961662e+05,,1,,,,,,
2347,2,0,-5.5530208546e-07,-2.9073715908e-01,4.8778940674e+05,,1,,,,,,
2347,3,0,-6.1830802282e-07,-3.2145530915e-01,4.8729830928e+05,,1,,,,,,
2348,0,0,-6.7941766760e-07,-3.5121941532e-01,4.8682331419e+05,,1,,,,,,
2348,1,0,-7.4022869205e-07,-3.8080930009e-01,4.8635192637e+05,,1,,,,,,
2348,2,0,-8.0209400654e-07,-4.1088281422e-01,4.8587367659e+05,,1,,,,,,
2348,3,0,-8.6594840517e-07,-4.4189226173e-01,4.8538143008e+05,,1,,,,,,
2349,0,0,-9.3219214461e-07,-4.7402886863e-01,4.8487223874e+05,,1,,,,,,
2349,1,0,-1.0006533110e-06,-5.0720581849e-01,4.8434757281e+05,,1,,,,,,
2349,2,0,-1.0706348254e-06,-5.4108247627e-01,4.8381289643e+05,,1,,,,,,
2349,3,0,-1.1410349117e-06,-5.7512406113e-01,4.8327668747e+05,,1,,,,,,
2350,0,0,-1.2105159032e-06,-6.0868426638e-01,4.8274910830e+05,,1,,,,,,
2350,1,0,-1.2776885699e-06,-6.4109472317e-01,4.8224058773e+05,,1,,,,,,
2350,2,0,-1.3412791793e-06,-6.7174542601e-01,4.8176056484e+05,,1,,,,,,
2350,3,0,-1.4002537127e-06,-7.0014393266e-01,4.8131658134e+05,,1,,,,,,
2351,0,0,-1.4538857833e-06,-7.2594713229e-01,4.8091381157e+05,,1,,,,,,
2351,1,0,-1.5017685083e-06,-7.4896600270e-01,4.8055501521e+05,,1,,,,,,
2351,2,0,-1.5437824465e-06,-7.6914940867e-01,4.8024081182e+05,,1,,,,,,
2351,3,0,-1.5800390157e-06,-7.8655638434e-01,4.7997012723e+05,,1,,,,,,
2352,0,0,-1.6108202223e-06,-8.0132691131e-01,4.7974065573e+05,,1,,,,,,
2352,1,0,-1.6365313333e-06,-8.1365911488e-01,4.7954921671e+05,,1,,,,,,
2352,2,0,-1.6576749706e-06,-8.2379686657e-01,4.7939194627e+05,,1,,,,,,
2352,3,0,-1.6748455751e-06,-8.3202722024e-01,4.7926433422e+05,,1,,,,,,
2353,0,0,-1.6887350009e-06,-8.3868321007e-01,4.7916117749e+05,,1,,,,,,
2353,1,0,-1.7001353502e-06,-8.4414533241e-01,4.7907655357e+05,,1,,,,,,
2353,2,0,-1.7099251462e-06,-8.4883503851e-01,4.7900391805e+05,,1,,,,,,
2353,3,0,-1.7190293657e-06,-8.5319568786e-01,4.7893639685e+05,,1,,,,,,
