layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,2.2576011590e-04,4.8151222918e+01,2.9043108398e+08,5.6982578678e-01
1,2,"Layer 2",6.00000000,9.6795930300e-04,1.3415845368e+02,1.7617438135e+08,3.4565413621e-01
2,3,"Layer 3",10.00000000,2.5367475266e-03,2.0361932691e+02,1.0201066062e+08,2.0014491614e-01
3,4,"Layer 4",14.00000000,3.8288392624e-03,2.6381807720e+02,7.5953150533e+07,1.4902008135e-01
4,5,"Layer 5",18.00000000,3.2104300768e-03,2.7493642242e+02,8.8970615025e+07,1.7456034668e-01
