layer,z_mid_m,sw_gamma_max,ref_gamma_max,gamma_max_pct_diff,sw_tau_peak_kpa,ref_tau_peak_kpa,tau_peak_pct_diff,sw_secant_g_over_gmax,ref_secant_g_over_gmax,secant_g_over_gmax_pct_diff,stress_path_nrmse,loop_energy_pct_diff
1,2.0,4.95960602e-05,2.9259805780019977e-05,69.5023561430015,11.205030727,12.1,-7.396440272727267,0.70356259542,0.8113587690390948,-13.285882612294868,0.30466262351116696,139.65367231683197
2,6.0,0.00013813789553,0.00010238136840577661,34.92483806478006,32.988252663,36.1,-8.619798717451534,0.58074827368,0.6918075144227482,-16.05348864061086,,
3,10.0,0.00023898045255,0.0001855473392878404,28.79756371998876,52.429650514,57.6,-8.97630119097222,0.49273669929,0.6090693643668219,-19.100068380185128,,
4,14.0,0.0003211981266,0.0002599749714841779,23.54963432299026,67.614876919,74.7,-9.484769854083007,0.4475450394,0.5637519610572196,-20.61312947617841,,
5,18.0,0.00034656153444,0.000301760267240939,14.846642206639375,76.068090743,84.9,-10.402719972909312,0.44105830291,0.5520070668117482,-20.09915643699272,,
