layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,5.1130814685e-05,1.2203096569e+01,3.8956761199e+08,7.6433165473e-01
1,2,"Layer 2",6.00000000,1.3064916381e-04,3.2863477300e+01,3.3699711902e+08,6.6118834752e-01
2,3,"Layer 3",10.00000000,1.7014974663e-04,4.7898596588e+01,2.7063108317e+08,5.3097818518e-01
3,4,"Layer 4",14.00000000,3.4684349704e-04,6.6192987769e+01,2.0239033283e+08,3.9708983301e-01
4,5,"Layer 5",18.00000000,3.8445011621e-04,7.5023393127e+01,1.9966470931e+08,3.9174215967e-01
