layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,3.4639762111e-04,5.8739359553e+01,2.7704569715e+08,5.4356365781e-01
1,2,"Layer 2",6.00000000,9.5101039505e-04,1.1828170433e+02,1.6608329746e+08,3.2585542962e-01
2,3,"Layer 3",10.00000000,2.8337328575e-03,1.9566833827e+02,9.0014770946e+07,1.7660898060e-01
3,4,"Layer 4",14.00000000,3.9101536465e-03,2.5217476387e+02,7.1373053355e+07,1.4003393068e-01
4,5,"Layer 5",18.00000000,3.0923023268e-03,2.6472328380e+02,8.8344632958e+07,1.7333216986e-01
