layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,4.3750152648e-05,9.1630312231e+00,3.2665342292e+08,6.4089401576e-01
1,2,"Layer 2",6.00000000,1.4176870196e-04,3.2999835212e+01,2.8656842735e+08,5.6224725446e-01
2,3,"Layer 3",10.00000000,2.5358350446e-04,5.2692188828e+01,2.6151039462e+08,5.1308339425e-01
3,4,"Layer 4",14.00000000,3.2497625788e-04,5.4732495466e+01,1.6400725735e+08,3.2178223892e-01
4,5,"Layer 5",18.00000000,3.6455076373e-04,8.7944636720e+01,2.4800144002e+08,4.8657882532e-01
