layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,5.4674557681e-05,1.3089779565e+01,3.3222175105e+08,6.5181907557e-01
1,2,"Layer 2",6.00000000,1.3687648734e-04,3.5828206623e+01,2.5728479342e+08,5.0479276469e-01
2,3,"Layer 3",10.00000000,2.3874173739e-04,6.2034389808e+01,2.9629443384e+08,5.8132967919e-01
3,4,"Layer 4",14.00000000,3.1480459910e-04,6.8271081589e+01,2.2934341849e+08,4.4997178707e-01
4,5,"Layer 5",18.00000000,3.4111394123e-04,9.0126203788e+01,2.7077625540e+08,5.3126301309e-01
