layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,5.5263074304e-05,1.1987529398e+01,3.4603643547e+08,6.7892348638e-01
1,2,"Layer 2",6.00000000,1.4527992114e-04,3.4561042941e+01,2.9230963227e+08,5.7351149852e-01
2,3,"Layer 3",10.00000000,2.4309957581e-04,5.3972969430e+01,2.5225206962e+08,4.9491856059e-01
3,4,"Layer 4",14.00000000,3.2423341096e-04,6.9069822653e+01,2.2987395893e+08,4.5101270743e-01
4,5,"Layer 5",18.00000000,3.5250306896e-04,7.7457926783e+01,2.2562286877e+08,4.4267206854e-01
