layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,5.0348558826e-05,1.1432348264e+01,3.5983606583e+08,7.0599836115e-01
1,2,"Layer 2",6.00000000,1.3713226568e-04,3.3620703426e+01,3.0159419257e+08,5.9172780583e-01
2,3,"Layer 3",10.00000000,2.3992157684e-04,5.3535592987e+01,2.5424686200e+08,4.9883234325e-01
3,4,"Layer 4",14.00000000,3.2401389822e-04,6.9076651498e+01,2.3037113106e+08,4.5198815914e-01
4,5,"Layer 5",18.00000000,3.4925621440e-04,7.7636278834e+01,2.2744924678e+08,4.4625542219e-01
