gamma,ref_tau_env_kpa,sw_tau_env_kpa,backbone_tau_kpa,ref_secant_g_over_gmax,sw_secant_g_over_gmax,backbone_secant_g_over_gmax,backbone_tangent_g_over_gmax
1.0096556014339156e-12,5.146052965774576e-07,5.146052966367955e-07,5.146053005345436e-07,0.9999999825423754,0.9999999826576831,0.9999999902319309,0.5000036456288661
1.4527925010618787e-12,7.240102761063576e-07,7.404279958984654e-07,7.404650822668721e-07,0.9777777275958728,0.9999499001193948,0.999999985354677,0.5000257983231325
2.0904217716854547e-12,1.0253229053955395e-06,1.0653399994346123e-06,1.0654545094182315e-06,0.9623337986336654,0.9998925051779668,0.9999999804200956,0.5000576738143683
3.007905933120197e-12,1.4131181682524884e-06,1.532855577590101e-06,1.533081484314356e-06,0.9217501762280969,0.9998526170837864,0.9999999717548758,0.5001035394283192
4.328073035330509e-12,2.205949463311487e-06,2.2055633059573656e-06,2.20594948735399e-06,0.9999999484902515,0.9998248958244254,0.9999999593891873,0.5001695354161514
6.2276602445886974e-12,3.2439184161275423e-06,3.3296509428370216e-06,3.174138596496889e-06,1.0219837999441217,1.0489934969173145,0.9999999408954462,0.5002644969774614
8.960974504227346e-12,4.609995367271665e-06,4.462259532253843e-06,4.567264950755898e-06,1.009355716162525,0.9770090438391784,0.9999999171371301,0.5004011370747463
1.289393783727774e-11,6.499211216430428e-06,5.6238926277578566e-06,6.5718330197302245e-06,0.9889494168150154,0.8557569756143552,0.9999998793449644,0.5005977483701639
1.8553075100610124e-11,9.416997212115932e-06,9.458718407279291e-06,9.456203882880655e-06,0.995853694450613,1.0002657384816838,0.9999998258605197,0.5008806521534874
2.6696002418571676e-11,1.373481373367436e-05,1.3617005240078488e-05,1.3606521890817536e-05,1.0094284495247379,1.0007702145215382,0.9999997496870306,0.5012877220908718
3.841285292425449e-11,1.9625017879333613e-05,1.9660879085217216e-05,1.9578409484003557e-05,1.0023802409871527,1.0042119113793389,0.99999964012196,0.5018734545341305
5.527221816379156e-11,2.8052141946417933e-05,2.82280945074477e-05,2.817135065730894e-05,0.9957679262204963,1.0020137208248605,0.9999994822655959,0.5027162641735206
7.953114304657112e-11,4.075022986396528e-05,4.0631319749252227e-05,4.053572091445596e-05,1.0052911009548389,1.0023576382349082,0.9999992550257051,0.5039289817088562
1.1443728738279142e-10,5.832278944744605e-05,5.792665353195591e-05,5.8326791857474343e-05,0.9999303076600367,0.9931386519178473,0.999998928024887,0.5056739588696124
