layer,z_mid_m,sw_gamma_max,ref_gamma_max,gamma_max_pct_diff,sw_tau_peak_kpa,ref_tau_peak_kpa,tau_peak_pct_diff,sw_secant_g_over_gmax,ref_secant_g_over_gmax,secant_g_over_gmax_pct_diff,stress_path_nrmse,loop_energy_pct_diff
1,2.0,4.8165707579e-05,2.9259805780019977e-05,64.61390051977001,10.643897163,12.1,-12.03390774380165,0.68984759099,0.8113587690390948,-14.976257444410487,0.28907644901628726,131.5401633127553
2,6.0,0.00013605453195,0.00010238136840577661,32.889933069426995,31.385843633,36.1,-13.058604894736845,0.56304147971,0.6918075144227482,-18.61298584190605,,
3,10.0,0.00023799718404,0.0001855473392878404,28.267635070096006,49.948844011,57.6,-13.283256925347228,0.47263009619,0.6090693643668219,-22.401269241092404,,
4,14.0,0.0003201488161,0.0002599749714841779,23.146014507586667,64.129989814,74.7,-14.149946701472562,0.42669609328,0.5637519610572196,-24.311377564025662,,
5,18.0,0.00034513326406,0.000301760267240939,14.373329270824796,72.099490012,84.9,-15.077161352179035,0.41958687554,0.5520070668117482,-23.98885797541929,,
