layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,8.9214850781e-05,2.2078888855e+01,3.8931067426e+08,7.6382754289e-01
1,2,"Layer 2",6.00000000,2.6205453585e-04,6.5057159740e+01,3.1147856221e+08,6.1112093905e-01
2,3,"Layer 3",10.00000000,5.0301540177e-04,1.0734973458e+02,2.4924228811e+08,4.8901336928e-01
3,4,"Layer 4",14.00000000,7.3429722710e-04,1.4105502773e+02,2.1200327286e+08,4.1595042136e-01
4,5,"Layer 5",18.00000000,8.0641430061e-04,1.6125021316e+02,2.0575428976e+08,4.0368991650e-01
