layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,6.6091418895e-05,2.3281184673e+01,5.0632303301e+08,9.9340579077e-01
1,2,"Layer 2",6.00000000,1.5981137294e-04,4.9685927291e+01,3.3542837180e+08,6.5811046546e-01
2,3,"Layer 3",10.00000000,2.4129853155e-04,8.0094074667e+01,3.7217964049e+08,7.3021645464e-01
3,4,"Layer 4",14.00000000,2.8166024021e-04,1.0097484790e+02,3.3829533880e+08,6.6373545473e-01
4,5,"Layer 5",18.00000000,3.7255316193e-04,1.0884557630e+02,3.0745560412e+08,6.0322789528e-01
