layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,5.2850707262e-05,1.2539593697e+01,3.7581564365e+08,7.3735029283e-01
1,2,"Layer 2",6.00000000,1.4190780654e-04,3.7134696818e+01,3.2138319522e+08,6.3055382903e-01
2,3,"Layer 3",10.00000000,2.4927790620e-04,6.0205635948e+01,2.7662637681e+08,5.4274095131e-01
3,4,"Layer 4",14.00000000,3.3855947486e-04,7.9140290875e+01,2.5172313660e+08,4.9388079402e-01
4,5,"Layer 5",18.00000000,3.7057988330e-04,8.9153825647e+01,2.4705555530e+08,4.8472299949e-01
