layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,5.2026390578e-05,1.1919255582e+01,3.6348425862e+08,7.1315611542e-01
1,2,"Layer 2",6.00000000,1.4044779088e-04,3.5179757434e+01,3.0880972902e+08,6.0588468833e-01
2,3,"Layer 3",10.00000000,2.4393022889e-04,5.6269768728e+01,2.6336980760e+08,5.1673156251e-01
3,4,"Layer 4",14.00000000,3.2535787088e-04,7.2710397678e+01,2.4133033108e+08,4.7349010957e-01
4,5,"Layer 5",18.00000000,3.5321307103e-04,8.1770074850e+01,2.3753249925e+08,4.6603876352e-01
