layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,1.1087309613e-04,1.9144085105e+01,2.8246244870e+08,5.5419132436e-01
1,2,"Layer 2",6.00000000,3.5786510690e-04,5.5926202398e+01,1.9873583095e+08,3.8991970032e-01
2,3,"Layer 3",10.00000000,6.6176202073e-04,8.7533788627e+01,1.5266848250e+08,2.9953556266e-01
3,4,"Layer 4",14.00000000,8.5619100022e-04,1.0914101403e+02,1.3678643854e+08,2.6837499241e-01
4,5,"Layer 5",18.00000000,8.4659097862e-04,1.1841778229e+02,1.4018752990e+08,2.7504793367e-01
