layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,5.0596924933e-05,1.1702988519e+01,3.6648427614e+08,7.1904214979e-01
1,2,"Layer 2",6.00000000,1.3972245756e-04,3.4389144906e+01,3.0427787815e+08,5.9699319693e-01
2,3,"Layer 3",10.00000000,2.4078619635e-04,5.4772171018e+01,2.5938241872e+08,5.0890830553e-01
3,4,"Layer 4",14.00000000,3.1920998292e-04,7.0426912402e+01,2.3842022377e+08,4.6778047904e-01
4,5,"Layer 5",18.00000000,3.4729139061e-04,7.9433883994e+01,2.3465309263e+08,4.6038936773e-01
