layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,4.8166611733e-05,1.0643925671e+01,3.5159938406e+08,6.8983799152e-01
1,2,"Layer 2",6.00000000,1.3605787400e-04,3.1385999489e+01,2.8696812107e+08,5.6303145353e-01
2,3,"Layer 3",10.00000000,2.3800458764e-04,4.9949122232e+01,2.4088634120e+08,4.7261900144e-01
3,4,"Layer 4",14.00000000,3.2016015144e-04,6.4130190003e+01,2.1747375605e+08,4.2668350936e-01
4,5,"Layer 5",18.00000000,3.4514755738e-04,7.2099983890e+01,2.1384973973e+08,4.1957318935e-01
