layer_index,layer_tag,layer_name,z_mid_m,gamma_max,tau_peak_kpa,secant_g_pa,secant_g_over_gmax
0,1,"Layer 1",2.00000000,4.2092497385e-05,1.0697706314e+01,3.9591099219e+08,7.7677736667e-01
1,2,"Layer 2",6.00000000,1.2913290125e-04,3.3408215767e+01,3.1866630677e+08,6.2522329389e-01
2,3,"Layer 3",10.00000000,1.8794505536e-04,5.2003873749e+01,3.2258333132e+08,6.3290849605e-01
3,4,"Layer 4",14.00000000,3.7782043072e-04,6.5700541870e+01,2.2377709262e+08,4.3905065571e-01
4,5,"Layer 5",18.00000000,3.9518262716e-04,9.9355734828e+01,2.5302038382e+08,4.9642599306e-01
